Carrier,Orig_Port,Dest_Port,Min_Weight,Max_Weight,Service_Code,Minimum_Cost,Rate,Mode,Transit_Days,Carrier_Type
V007_CARRIER,PORT03,PORT09,0,99.99,DTD,54.61,1.29,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,100,249.99,DTD,54.61,0.8,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,250,499.99,DTD,54.61,0.87,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,500,1999.99,DTD,54.61,1.6,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,2000,99999.99,DTD,54.61,0.09,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,0,99.99,CRF,61.47,1.94,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,100,249.99,CRF,61.47,1.82,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,250,499.99,CRF,61.47,2.47,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,500,1999.99,CRF,61.47,0.3,GROUND,4,TYPE_3
V007_CARRIER,PORT03,PORT09,2000,99999.99,CRF,61.47,0.18,GROUND,4,TYPE_3
V007_CARRIER,PORT07,PORT09,0,99.99,DTP,13.36,1.64,GROUND,1,TYPE_3
V007_CARRIER,PORT07,PORT09,100,249.99,DTP,13.36,0.34,GROUND,1,TYPE_3
V007_CARRIER,PORT07,PORT09,250,499.99,DTP,13.36,0.77,GROUND,1,TYPE_3
V007_CARRIER,PORT07,PORT09,500,1999.99,DTP,13.36,1.85,GROUND,1,TYPE_3
V007_CARRIER,PORT07,PORT09,2000,99999.99,DTP,13.36,1.15,GROUND,1,TYPE_3
V007_CARRIER,PORT07,PORT09,0,99.99,CRF,201.64,2.47,GROUND,3,TYPE_3
V007_CARRIER,PORT07,PORT09,100,249.99,CRF,201.64,1.43,GROUND,3,TYPE_3
V007_CARRIER,PORT07,PORT09,250,499.99,CRF,201.64,2.24,GROUND,3,TYPE_3
V007_CARRIER,PORT07,PORT09,500,1999.99,CRF,201.64,1.58,GROUND,3,TYPE_3
V007_CARRIER,PORT07,PORT09,2000,99999.99,CRF,201.64,1.35,GROUND,3,TYPE_3
V008_CARRIER,PORT05,PORT09,0,99.99,CRF,82.97,1.47,SEA,1,TYPE_1
V008_CARRIER,PORT05,PORT09,100,249.99,CRF,82.97,2.06,SEA,1,TYPE_1
V008_CARRIER,PORT05,PORT09,250,499.99,CRF,82.97,0.92,SEA,1,TYPE_1
V008_CARRIER,PORT05,PORT09,500,1999.99,CRF,82.97,0.27,SEA,1,TYPE_1
V008_CARRIER,PORT05,PORT09,2000,99999.99,CRF,82.97,1.79,SEA,1,TYPE_1
V008_CARRIER,PORT05,PORT09,0,99.99,DTD,21.86,0.18,SEA,6,TYPE_1
V008_CARRIER,PORT05,PORT09,100,249.99,DTD,21.86,2.22,SEA,6,TYPE_1
V008_CARRIER,PORT05,PORT09,250,499.99,DTD,21.86,1.21,SEA,6,TYPE_1
V008_CARRIER,PORT05,PORT09,500,1999.99,DTD,21.86,1.13,SEA,6,TYPE_1
V008_CARRIER,PORT05,PORT09,2000,99999.99,DTD,21.86,0.94,SEA,6,TYPE_1
V008_CARRIER,PORT10,PORT09,0,99.99,DTP,159.66,2.49,SEA,14,TYPE_1
V008_CARRIER,PORT10,PORT09,100,249.99,DTP,159.66,1.73,SEA,14,TYPE_1
V008_CARRIER,PORT10,PORT09,250,499.99,DTP,159.66,2.37,SEA,14,TYPE_1
V008_CARRIER,PORT10,PORT09,500,1999.99,DTP,159.66,1.84,SEA,14,TYPE_1
V008_CARRIER,PORT10,PORT09,2000,99999.99,DTP,159.66,1.06,SEA,14,TYPE_1
V008_CARRIER,PORT10,PORT09,0,99.99,CRF,37.37,0.34,SEA,2,TYPE_1
V008_CARRIER,PORT10,PORT09,100,249.99,CRF,37.37,1.79,SEA,2,TYPE_1
V008_CARRIER,PORT10,PORT09,250,499.99,CRF,37.37,0.35,SEA,2,TYPE_1
V008_CARRIER,PORT10,PORT09,500,1999.99,CRF,37.37,1.77,SEA,2,TYPE_1
V008_CARRIER,PORT10,PORT09,2000,99999.99,CRF,37.37,2.16,SEA,2,TYPE_1
V008_CARRIER,PORT10,PORT09,0,99.99,DTD,174.08,1.15,SEA,1,TYPE_1
V008_CARRIER,PORT10,PORT09,100,249.99,DTD,174.08,0.11,SEA,1,TYPE_1
V008_CARRIER,PORT10,PORT09,250,499.99,DTD,174.08,0.42,SEA,1,TYPE_1
V008_CARRIER,PORT10,PORT09,500,1999.99,DTD,174.08,1.41,SEA,1,TYPE_1
V008_CARRIER,PORT10,PORT09,2000,99999.99,DTD,174.08,2.31,SEA,1,TYPE_1
V008_CARRIER,PORT03,PORT09,0,99.99,CRF,28.92,0.94,SEA,6,TYPE_1
V008_CARRIER,PORT03,PORT09,100,249.99,CRF,28.92,0.75,SEA,6,TYPE_1
V008_CARRIER,PORT03,PORT09,250,499.99,CRF,28.92,1.32,SEA,6,TYPE_1
V008_CARRIER,PORT03,PORT09,500,1999.99,CRF,28.92,0.32,SEA,6,TYPE_1
V008_CARRIER,PORT03,PORT09,2000,99999.99,CRF,28.92,0.78,SEA,6,TYPE_1
V008_CARRIER,PORT06,PORT09,0,99.99,DTP,8.45,0.38,SEA,14,TYPE_1
V008_CARRIER,PORT06,PORT09,100,249.99,DTP,8.45,1.97,SEA,14,TYPE_1
V008_CARRIER,PORT06,PORT09,250,499.99,DTP,8.45,1.07,SEA,14,TYPE_1
V008_CARRIER,PORT06,PORT09,500,1999.99,DTP,8.45,2.34,SEA,14,TYPE_1
V008_CARRIER,PORT06,PORT09,2000,99999.99,DTP,8.45,0.78,SEA,14,TYPE_1
V008_CARRIER,PORT06,PORT09,0,99.99,CRF,55.07,2.05,SEA,4,TYPE_1
V008_CARRIER,PORT06,PORT09,100,249.99,CRF,55.07,1.24,SEA,4,TYPE_1
V008_CARRIER,PORT06,PORT09,250,499.99,CRF,55.07,0.33,SEA,4,TYPE_1
V008_CARRIER,PORT06,PORT09,500,1999.99,CRF,55.07,0.89,SEA,4,TYPE_1
V008_CARRIER,PORT06,PORT09,2000,99999.99,CRF,55.07,2.18,SEA,4,TYPE_1
V009_CARRIER,PORT10,PORT09,0,99.99,DTP,126.93,1.17,GROUND,2,TYPE_3
V009_CARRIER,PORT10,PORT09,100,249.99,DTP,126.93,1.14,GROUND,2,TYPE_3
V009_CARRIER,PORT10,PORT09,250,499.99,DTP,126.93,1.14,GROUND,2,TYPE_3
V009_CARRIER,PORT10,PORT09,500,1999.99,DTP,126.93,2.17,GROUND,2,TYPE_3
V009_CARRIER,PORT10,PORT09,2000,99999.99,DTP,126.93,0.83,GROUND,2,TYPE_3
V009_CARRIER,PORT10,PORT09,0,99.99,DTD,97.73,2.25,GROUND,6,TYPE_3
V009_CARRIER,PORT10,PORT09,100,249.99,DTD,97.73,0.87,GROUND,6,TYPE_3
V009_CARRIER,PORT10,PORT09,250,499.99,DTD,97.73,0.14,GROUND,6,TYPE_3
V009_CARRIER,PORT10,PORT09,500,1999.99,DTD,97.73,1.69,GROUND,6,TYPE_3
V009_CARRIER,PORT10,PORT09,2000,99999.99,DTD,97.73,1.12,GROUND,6,TYPE_3
V009_CARRIER,PORT08,PORT09,0,99.99,CRF,177.24,1.44,GROUND,2,TYPE_3
V009_CARRIER,PORT08,PORT09,100,249.99,CRF,177.24,2.0,GROUND,2,TYPE_3
V009_CARRIER,PORT08,PORT09,250,499.99,CRF,177.24,1.78,GROUND,2,TYPE_3
V009_CARRIER,PORT08,PORT09,500,1999.99,CRF,177.24,1.42,GROUND,2,TYPE_3
V009_CARRIER,PORT08,PORT09,2000,99999.99,CRF,177.24,0.34,GROUND,2,TYPE_3
V009_CARRIER,PORT08,PORT09,0,99.99,DTD,49.32,1.56,GROUND,1,TYPE_3
V009_CARRIER,PORT08,PORT09,100,249.99,DTD,49.32,1.45,GROUND,1,TYPE_3
V009_CARRIER,PORT08,PORT09,250,499.99,DTD,49.32,0.16,GROUND,1,TYPE_3
V009_CARRIER,PORT08,PORT09,500,1999.99,DTD,49.32,1.44,GROUND,1,TYPE_3
V009_CARRIER,PORT08,PORT09,2000,99999.99,DTD,49.32,0.5,GROUND,1,TYPE_3
V009_CARRIER,PORT06,PORT09,0,99.99,CRF,165.08,1.34,GROUND,1,TYPE_3
V009_CARRIER,PORT06,PORT09,100,249.99,CRF,165.08,2.41,GROUND,1,TYPE_3
V009_CARRIER,PORT06,PORT09,250,499.99,CRF,165.08,0.71,GROUND,1,TYPE_3
V009_CARRIER,PORT06,PORT09,500,1999.99,CRF,165.08,0.54,GROUND,1,TYPE_3
V009_CARRIER,PORT06,PORT09,2000,99999.99,CRF,165.08,2.08,GROUND,1,TYPE_3
V009_CARRIER,PORT06,PORT09,0,99.99,DTD,22.54,1.35,GROUND,14,TYPE_3
V009_CARRIER,PORT06,PORT09,100,249.99,DTD,22.54,0.82,GROUND,14,TYPE_3
V009_CARRIER,PORT06,PORT09,250,499.99,DTD,22.54,1.48,GROUND,14,TYPE_3
V009_CARRIER,PORT06,PORT09,500,1999.99,DTD,22.54,1.24,GROUND,14,TYPE_3
V009_CARRIER,PORT06,PORT09,2000,99999.99,DTD,22.54,2.34,GROUND,14,TYPE_3
V009_CARRIER,PORT07,PORT09,0,99.99,DTP,7.48,1.33,GROUND,6,TYPE_3
V009_CARRIER,PORT07,PORT09,100,249.99,DTP,7.48,0.97,GROUND,6,TYPE_3
V009_CARRIER,PORT07,PORT09,250,499.99,DTP,7.48,0.25,GROUND,6,TYPE_3
V009_CARRIER,PORT07,PORT09,500,1999.99,DTP,7.48,2.45,GROUND,6,TYPE_3
V009_CARRIER,PORT07,PORT09,2000,99999.99,DTP,7.48,1.37,GROUND,6,TYPE_3
V009_CARRIER,PORT07,PORT09,0,99.99,DTD,37.29,0.66,GROUND,4,TYPE_3
V009_CARRIER,PORT07,PORT09,100,249.99,DTD,37.29,0.25,GROUND,4,TYPE_3
V009_CARRIER,PORT07,PORT09,250,499.99,DTD,37.29,0.79,GROUND,4,TYPE_3
V009_CARRIER,PORT07,PORT09,500,1999.99,DTD,37.29,1.04,GROUND,4,TYPE_3
V009_CARRIER,PORT07,PORT09,2000,99999.99,DTD,37.29,0.45,GROUND,4,TYPE_3
V010_CARRIER,PORT01,PORT09,0,99.99,DTD,104.09,0.83,SEA,2,TYPE_2
V010_CARRIER,PORT01,PORT09,100,249.99,DTD,104.09,0.96,SEA,2,TYPE_2
V010_CARRIER,PORT01,PORT09,250,499.99,DTD,104.09,2.07,SEA,2,TYPE_2
V010_CARRIER,PORT01,PORT09,500,1999.99,DTD,104.09,0.33,SEA,2,TYPE_2
V010_CARRIER,PORT01,PORT09,2000,99999.99,DTD,104.09,0.53,SEA,2,TYPE_2
V010_CARRIER,PORT01,PORT09,0,99.99,DTP,124.01,1.89,SEA,3,TYPE_2
V010_CARRIER,PORT01,PORT09,100,249.99,DTP,124.01,0.98,SEA,3,TYPE_2
V010_CARRIER,PORT01,PORT09,250,499.99,DTP,124.01,0.31,SEA,3,TYPE_2
V010_CARRIER,PORT01,PORT09,500,1999.99,DTP,124.01,0.18,SEA,3,TYPE_2
V010_CARRIER,PORT01,PORT09,2000,99999.99,DTP,124.01,1.18,SEA,3,TYPE_2
V010_CARRIER,PORT10,PORT09,0,99.99,DTD,102.76,0.61,SEA,0,TYPE_2
V010_CARRIER,PORT10,PORT09,100,249.99,DTD,102.76,2.22,SEA,0,TYPE_2
V010_CARRIER,PORT10,PORT09,250,499.99,DTD,102.76,0.69,SEA,0,TYPE_2
V010_CARRIER,PORT10,PORT09,500,1999.99,DTD,102.76,2.41,SEA,0,TYPE_2
V010_CARRIER,PORT10,PORT09,2000,99999.99,DTD,102.76,1.7,SEA,0,TYPE_2
V010_CARRIER,PORT10,PORT09,0,99.99,DTP,191.1,1.64,SEA,3,TYPE_2
V010_CARRIER,PORT10,PORT09,100,249.99,DTP,191.1,0.34,SEA,3,TYPE_2
V010_CARRIER,PORT10,PORT09,250,499.99,DTP,191.1,1.43,SEA,3,TYPE_2
V010_CARRIER,PORT10,PORT09,500,1999.99,DTP,191.1,1.13,SEA,3,TYPE_2
V010_CARRIER,PORT10,PORT09,2000,99999.99,DTP,191.1,2.12,SEA,3,TYPE_2
V010_CARRIER,PORT05,PORT09,0,99.99,DTD,195.83,1.36,SEA,2,TYPE_2
V010_CARRIER,PORT05,PORT09,100,249.99,DTD,195.83,1.08,SEA,2,TYPE_2
V010_CARRIER,PORT05,PORT09,250,499.99,DTD,195.83,2.28,SEA,2,TYPE_2
V010_CARRIER,PORT05,PORT09,500,1999.99,DTD,195.83,1.15,SEA,2,TYPE_2
V010_CARRIER,PORT05,PORT09,2000,99999.99,DTD,195.83,0.03,SEA,2,TYPE_2
V010_CARRIER,PORT05,PORT09,0,99.99,CRF,240.34,1.56,SEA,14,TYPE_2
V010_CARRIER,PORT05,PORT09,100,249.99,CRF,240.34,1.64,SEA,14,TYPE_2
V010_CARRIER,PORT05,PORT09,250,499.99,CRF,240.34,0.44,SEA,14,TYPE_2
V010_CARRIER,PORT05,PORT09,500,1999.99,CRF,240.34,0.18,SEA,14,TYPE_2
V010_CARRIER,PORT05,PORT09,2000,99999.99,CRF,240.34,2.31,SEA,14,TYPE_2
V010_CARRIER,PORT05,PORT09,0,99.99,DTP,150.07,2.1,SEA,4,TYPE_2
V010_CARRIER,PORT05,PORT09,100,249.99,DTP,150.07,0.97,SEA,4,TYPE_2
V010_CARRIER,PORT05,PORT09,250,499.99,DTP,150.07,0.9,SEA,4,TYPE_2
V010_CARRIER,PORT05,PORT09,500,1999.99,DTP,150.07,1.59,SEA,4,TYPE_2
V010_CARRIER,PORT05,PORT09,2000,99999.99,DTP,150.07,1.48,SEA,4,TYPE_2
V011_CARRIER,PORT03,PORT09,0,99.99,DTD,175.06,2.08,SEA,6,TYPE_2
V011_CARRIER,PORT03,PORT09,100,249.99,DTD,175.06,1.82,SEA,6,TYPE_2
V011_CARRIER,PORT03,PORT09,250,499.99,DTD,175.06,2.5,SEA,6,TYPE_2
V011_CARRIER,PORT03,PORT09,500,1999.99,DTD,175.06,2.2,SEA,6,TYPE_2
V011_CARRIER,PORT03,PORT09,2000,99999.99,DTD,175.06,0.55,SEA,6,TYPE_2
V011_CARRIER,PORT03,PORT09,0,99.99,DTP,221.16,2.37,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,100,249.99,DTP,221.16,1.6,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,250,499.99,DTP,221.16,2.45,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,500,1999.99,DTP,221.16,1.78,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,2000,99999.99,DTP,221.16,0.7,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,0,99.99,CRF,86.4,1.17,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,100,249.99,CRF,86.4,1.51,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,250,499.99,CRF,86.4,0.07,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,500,1999.99,CRF,86.4,1.74,SEA,5,TYPE_2
V011_CARRIER,PORT03,PORT09,2000,99999.99,CRF,86.4,1.63,SEA,5,TYPE_2
V011_CARRIER,PORT09,PORT09,0,99.99,CRF,2.56,0.05,SEA,14,TYPE_2
V011_CARRIER,PORT09,PORT09,100,249.99,CRF,2.56,0.46,SEA,14,TYPE_2
V011_CARRIER,PORT09,PORT09,250,499.99,CRF,2.56,1.4,SEA,14,TYPE_2
V011_CARRIER,PORT09,PORT09,500,1999.99,CRF,2.56,1.75,SEA,14,TYPE_2
V011_CARRIER,PORT09,PORT09,2000,99999.99,CRF,2.56,1.24,SEA,14,TYPE_2
V012_CARRIER,PORT09,PORT09,0,99.99,DTP,207.13,0.91,GROUND,6,TYPE_0
V012_CARRIER,PORT09,PORT09,100,249.99,DTP,207.13,0.47,GROUND,6,TYPE_0
V012_CARRIER,PORT09,PORT09,250,499.99,DTP,207.13,1.93,GROUND,6,TYPE_0
V012_CARRIER,PORT09,PORT09,500,1999.99,DTP,207.13,1.75,GROUND,6,TYPE_0
V012_CARRIER,PORT09,PORT09,2000,99999.99,DTP,207.13,0.05,GROUND,6,TYPE_0
V012_CARRIER,PORT09,PORT09,0,99.99,DTD,93.56,0.51,GROUND,14,TYPE_0
V012_CARRIER,PORT09,PORT09,100,249.99,DTD,93.56,0.05,GROUND,14,TYPE_0
V012_CARRIER,PORT09,PORT09,250,499.99,DTD,93.56,1.87,GROUND,14,TYPE_0
V012_CARRIER,PORT09,PORT09,500,1999.99,DTD,93.56,1.9,GROUND,14,TYPE_0
V012_CARRIER,PORT09,PORT09,2000,99999.99,DTD,93.56,1.71,GROUND,14,TYPE_0
V012_CARRIER,PORT09,PORT09,0,99.99,CRF,49.09,2.05,GROUND,5,TYPE_0
V012_CARRIER,PORT09,PORT09,100,249.99,CRF,49.09,1.57,GROUND,5,TYPE_0
V012_CARRIER,PORT09,PORT09,250,499.99,CRF,49.09,2.03,GROUND,5,TYPE_0
V012_CARRIER,PORT09,PORT09,500,1999.99,CRF,49.09,0.58,GROUND,5,TYPE_0
V012_CARRIER,PORT09,PORT09,2000,99999.99,CRF,49.09,2.45,GROUND,5,TYPE_0
V012_CARRIER,PORT01,PORT09,0,99.99,DTD,226.27,1.78,GROUND,14,TYPE_0
V012_CARRIER,PORT01,PORT09,100,249.99,DTD,226.27,0.55,GROUND,14,TYPE_0
V012_CARRIER,PORT01,PORT09,250,499.99,DTD,226.27,0.51,GROUND,14,TYPE_0
V012_CARRIER,PORT01,PORT09,500,1999.99,DTD,226.27,2.06,GROUND,14,TYPE_0
V012_CARRIER,PORT01,PORT09,2000,99999.99,DTD,226.27,1.01,GROUND,14,TYPE_0
V012_CARRIER,PORT01,PORT09,0,99.99,DTP,142.92,1.25,GROUND,4,TYPE_0
V012_CARRIER,PORT01,PORT09,100,249.99,DTP,142.92,1.39,GROUND,4,TYPE_0
V012_CARRIER,PORT01,PORT09,250,499.99,DTP,142.92,1.66,GROUND,4,TYPE_0
V012_CARRIER,PORT01,PORT09,500,1999.99,DTP,142.92,1.43,GROUND,4,TYPE_0
V012_CARRIER,PORT01,PORT09,2000,99999.99,DTP,142.92,1.72,GROUND,4,TYPE_0
V013_CARRIER,PORT10,PORT09,0,99.99,DTD,220.43,1.83,SEA,3,TYPE_1
V013_CARRIER,PORT10,PORT09,100,249.99,DTD,220.43,0.71,SEA,3,TYPE_1
V013_CARRIER,PORT10,PORT09,250,499.99,DTD,220.43,2.12,SEA,3,TYPE_1
V013_CARRIER,PORT10,PORT09,500,1999.99,DTD,220.43,0.09,SEA,3,TYPE_1
V013_CARRIER,PORT10,PORT09,2000,99999.99,DTD,220.43,2.43,SEA,3,TYPE_1
V013_CARRIER,PORT10,PORT09,0,99.99,CRF,170.65,2.21,SEA,4,TYPE_1
V013_CARRIER,PORT10,PORT09,100,249.99,CRF,170.65,0.03,SEA,4,TYPE_1
V013_CARRIER,PORT10,PORT09,250,499.99,CRF,170.65,1.08,SEA,4,TYPE_1
V013_CARRIER,PORT10,PORT09,500,1999.99,CRF,170.65,1.69,SEA,4,TYPE_1
V013_CARRIER,PORT10,PORT09,2000,99999.99,CRF,170.65,1.64,SEA,4,TYPE_1
V013_CARRIER,PORT10,PORT09,0,99.99,DTP,108.99,2.49,SEA,5,TYPE_1
V013_CARRIER,PORT10,PORT09,100,249.99,DTP,108.99,0.71,SEA,5,TYPE_1
V013_CARRIER,PORT10,PORT09,250,499.99,DTP,108.99,1.71,SEA,5,TYPE_1
V013_CARRIER,PORT10,PORT09,500,1999.99,DTP,108.99,1.18,SEA,5,TYPE_1
V013_CARRIER,PORT10,PORT09,2000,99999.99,DTP,108.99,0.92,SEA,5,TYPE_1
V013_CARRIER,PORT03,PORT09,0,99.99,CRF,13.17,2.3,SEA,3,TYPE_1
V013_CARRIER,PORT03,PORT09,100,249.99,CRF,13.17,1.35,SEA,3,TYPE_1
V013_CARRIER,PORT03,PORT09,250,499.99,CRF,13.17,0.81,SEA,3,TYPE_1
V013_CARRIER,PORT03,PORT09,500,1999.99,CRF,13.17,1.0,SEA,3,TYPE_1
V013_CARRIER,PORT03,PORT09,2000,99999.99,CRF,13.17,0.86,SEA,3,TYPE_1
V014_CARRIER,PORT07,PORT09,0,99.99,DTD,78.74,1.58,SEA,5,TYPE_0
V014_CARRIER,PORT07,PORT09,100,249.99,DTD,78.74,0.27,SEA,5,TYPE_0
V014_CARRIER,PORT07,PORT09,250,499.99,DTD,78.74,1.22,SEA,5,TYPE_0
V014_CARRIER,PORT07,PORT09,500,1999.99,DTD,78.74,2.03,SEA,5,TYPE_0
V014_CARRIER,PORT07,PORT09,2000,99999.99,DTD,78.74,1.49,SEA,5,TYPE_0
V014_CARRIER,PORT02,PORT09,0,99.99,DTP,119.18,2.4,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,100,249.99,DTP,119.18,2.09,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,250,499.99,DTP,119.18,2.06,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,500,1999.99,DTP,119.18,1.31,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,2000,99999.99,DTP,119.18,0.61,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,0,99.99,CRF,194.27,1.56,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,100,249.99,CRF,194.27,1.92,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,250,499.99,CRF,194.27,1.57,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,500,1999.99,CRF,194.27,1.46,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,2000,99999.99,CRF,194.27,0.24,SEA,1,TYPE_0
V014_CARRIER,PORT02,PORT09,0,99.99,DTD,229.3,0.96,SEA,0,TYPE_0
V014_CARRIER,PORT02,PORT09,100,249.99,DTD,229.3,2.23,SEA,0,TYPE_0
V014_CARRIER,PORT02,PORT09,250,499.99,DTD,229.3,1.74,SEA,0,TYPE_0
V014_CARRIER,PORT02,PORT09,500,1999.99,DTD,229.3,1.96,SEA,0,TYPE_0
V014_CARRIER,PORT02,PORT09,2000,99999.99,DTD,229.3,0.18,SEA,0,TYPE_0
V014_CARRIER,PORT04,PORT09,0,99.99,DTD,17.85,1.7,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,100,249.99,DTD,17.85,1.41,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,250,499.99,DTD,17.85,0.76,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,500,1999.99,DTD,17.85,0.97,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,2000,99999.99,DTD,17.85,0.27,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,0,99.99,DTP,59.43,1.51,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,100,249.99,DTP,59.43,1.66,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,250,499.99,DTP,59.43,0.06,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,500,1999.99,DTP,59.43,0.98,SEA,6,TYPE_0
V014_CARRIER,PORT04,PORT09,2000,99999.99,DTP,59.43,1.99,SEA,6,TYPE_0
V015_CARRIER,PORT01,PORT09,0,99.99,DTD,4.55,1.79,SEA,1,TYPE_0
V015_CARRIER,PORT01,PORT09,100,249.99,DTD,4.55,1.49,SEA,1,TYPE_0
V015_CARRIER,PORT01,PORT09,250,499.99,DTD,4.55,2.11,SEA,1,TYPE_0
V015_CARRIER,PORT01,PORT09,500,1999.99,DTD,4.55,2.26,SEA,1,TYPE_0
V015_CARRIER,PORT01,PORT09,2000,99999.99,DTD,4.55,0.34,SEA,1,TYPE_0
V015_CARRIER,PORT08,PORT09,0,99.99,DTP,181.57,1.13,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,100,249.99,DTP,181.57,0.63,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,250,499.99,DTP,181.57,2.0,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,500,1999.99,DTP,181.57,0.18,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,2000,99999.99,DTP,181.57,0.8,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,0,99.99,CRF,129.01,1.64,SEA,6,TYPE_0
V015_CARRIER,PORT08,PORT09,100,249.99,CRF,129.01,0.91,SEA,6,TYPE_0
V015_CARRIER,PORT08,PORT09,250,499.99,CRF,129.01,1.47,SEA,6,TYPE_0
V015_CARRIER,PORT08,PORT09,500,1999.99,CRF,129.01,1.37,SEA,6,TYPE_0
V015_CARRIER,PORT08,PORT09,2000,99999.99,CRF,129.01,0.39,SEA,6,TYPE_0
V015_CARRIER,PORT08,PORT09,0,99.99,DTD,78.21,0.88,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,100,249.99,DTD,78.21,0.94,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,250,499.99,DTD,78.21,0.05,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,500,1999.99,DTD,78.21,1.48,SEA,14,TYPE_0
V015_CARRIER,PORT08,PORT09,2000,99999.99,DTD,78.21,1.71,SEA,14,TYPE_0
V015_CARRIER,PORT06,PORT09,0,99.99,DTD,106.38,0.51,SEA,0,TYPE_0
V015_CARRIER,PORT06,PORT09,100,249.99,DTD,106.38,0.52,SEA,0,TYPE_0
V015_CARRIER,PORT06,PORT09,250,499.99,DTD,106.38,2.27,SEA,0,TYPE_0
V015_CARRIER,PORT06,PORT09,500,1999.99,DTD,106.38,1.97,SEA,0,TYPE_0
V015_CARRIER,PORT06,PORT09,2000,99999.99,DTD,106.38,0.87,SEA,0,TYPE_0
V015_CARRIER,PORT05,PORT09,0,99.99,DTP,154.6,1.06,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,100,249.99,DTP,154.6,0.43,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,250,499.99,DTP,154.6,1.15,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,500,1999.99,DTP,154.6,1.98,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,2000,99999.99,DTP,154.6,0.13,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,0,99.99,CRF,230.11,1.61,SEA,3,TYPE_0
V015_CARRIER,PORT05,PORT09,100,249.99,CRF,230.11,1.74,SEA,3,TYPE_0
V015_CARRIER,PORT05,PORT09,250,499.99,CRF,230.11,1.18,SEA,3,TYPE_0
V015_CARRIER,PORT05,PORT09,500,1999.99,CRF,230.11,0.56,SEA,3,TYPE_0
V015_CARRIER,PORT05,PORT09,2000,99999.99,CRF,230.11,1.22,SEA,3,TYPE_0
V015_CARRIER,PORT05,PORT09,0,99.99,DTD,202.11,0.96,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,100,249.99,DTD,202.11,1.02,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,250,499.99,DTD,202.11,2.07,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,500,1999.99,DTD,202.11,0.05,SEA,5,TYPE_0
V015_CARRIER,PORT05,PORT09,2000,99999.99,DTD,202.11,0.05,SEA,5,TYPE_0
