carrier,month,on_time_pct,avg_transit_days,damage_rate_pct,cost_per_kg,total_shipments,total_weight_kg,avg_cost_per_shipment,complaints
V009_CARRIER,2024-05,97.5,11.3,0.77,2.201,4536,101615.3,324.9,15
V009_CARRIER,2024-06,79.5,13.2,2.79,1.397,2724,30128.2,159.18,22
V009_CARRIER,2024-07,97.4,4.8,1.5,0.632,1078,492702.9,179.12,38
V009_CARRIER,2024-08,87.3,12.3,2.29,0.671,1985,321480.1,122.06,38
V009_CARRIER,2024-09,84.3,6.9,2.59,2.389,4274,55090.4,87.2,29
V009_CARRIER,2024-10,80.4,11.2,2.1,1.742,2828,304820.5,366.68,16
V009_CARRIER,2024-11,96.9,6.7,2.06,0.353,1261,439506.1,341.88,35
V009_CARRIER,2024-12,75.9,7.1,0.28,0.393,3581,401258.8,233.13,36
V010_CARRIER,2022-01,71.8,12.9,3.31,1.615,2103,308233.0,194.49,14
V010_CARRIER,2022-02,84.9,3.8,3.0,1.4,4774,362142.8,189.68,4
V010_CARRIER,2022-03,98.4,12.5,0.55,0.216,528,110967.0,234.49,26
V010_CARRIER,2022-04,75.4,5.6,2.2,1.304,4333,405535.7,293.31,16
V010_CARRIER,2022-05,76.0,1.3,3.11,2.498,3039,481508.1,145.25,4
V010_CARRIER,2022-06,82.8,4.5,3.02,0.857,210,234470.2,269.67,28
V010_CARRIER,2022-07,82.4,7.4,1.21,2.234,1377,374738.6,365.83,14
V010_CARRIER,2022-08,87.7,11.9,2.17,0.389,2920,243589.3,195.21,42
V010_CARRIER,2022-09,80.5,13.6,1.97,0.206,1633,499551.0,21.51,17
V010_CARRIER,2022-10,79.7,4.3,3.0,1.763,3864,135610.5,51.65,45
V010_CARRIER,2022-11,79.6,2.4,1.79,2.397,3394,214020.5,403.96,47
V010_CARRIER,2022-12,91.3,13.3,2.26,0.688,97,265773.6,433.38,26
V010_CARRIER,2023-01,71.6,5.3,0.21,2.191,2755,368841.1,300.22,34
V010_CARRIER,2023-02,79.1,9.6,2.09,1.896,4719,464817.4,58.86,50
V010_CARRIER,2023-03,81.1,10.9,1.81,2.345,4716,45403.0,361.18,6
V010_CARRIER,2023-04,79.2,10.8,2.24,2.459,4950,381496.3,177.81,41
V010_CARRIER,2023-05,80.5,11.4,0.73,0.196,3132,218265.4,449.15,48
V010_CARRIER,2023-06,92.2,10.9,3.45,0.674,4497,280205.2,397.26,12
V010_CARRIER,2023-07,91.0,13.4,2.97,1.43,4775,92103.7,457.63,17
V010_CARRIER,2023-08,76.6,1.5,0.25,1.867,4149,33361.4,107.43,7
V010_CARRIER,2023-09,75.4,1.6,1.7,0.333,1722,334103.6,187.12,5
V010_CARRIER,2023-10,76.0,12.5,0.84,0.241,1976,470000.7,374.96,23
V010_CARRIER,2023-11,72.1,3.6,0.66,0.495,2941,496060.5,114.71,25
V010_CARRIER,2023-12,91.2,6.2,1.03,1.078,144,231970.6,438.22,9
V010_CARRIER,2024-01,97.9,8.8,0.98,2.382,535,77665.3,397.38,34
V010_CARRIER,2024-02,74.1,4.3,3.29,0.347,2205,212640.5,24.34,39
V010_CARRIER,2024-03,98.8,1.6,3.48,1.892,3818,14158.3,71.22,17
V010_CARRIER,2024-04,93.4,3.6,1.79,0.891,3815,153280.3,231.59,50
V010_CARRIER,2024-05,92.7,1.5,2.52,2.217,2793,255963.1,180.84,22
V010_CARRIER,2024-06,94.8,13.6,3.03,1.598,2029,205983.1,154.5,27
V010_CARRIER,2024-07,85.8,3.5,2.3,2.047,1226,362254.3,208.73,49
V010_CARRIER,2024-08,75.8,12.0,1.54,2.341,4082,212176.2,70.39,42
V010_CARRIER,2024-09,87.7,1.1,1.73,1.338,2157,491791.4,159.53,44
V010_CARRIER,2024-10,82.6,12.0,1.55,0.29,386,264506.7,81.48,6
V010_CARRIER,2024-11,80.4,6.8,1.87,1.001,2413,397651.0,192.38,9
V010_CARRIER,2024-12,87.3,13.3,2.29,1.195,2784,130116.6,199.84,23
V011_CARRIER,2022-01,81.2,5.8,0.86,0.976,1061,258871.6,336.28,4
V011_CARRIER,2022-02,81.1,4.7,3.1,1.983,4158,254176.1,337.62,6
V011_CARRIER,2022-03,84.3,7.3,1.77,1.77,421,402406.1,183.1,42
V011_CARRIER,2022-04,93.8,6.4,3.32,1.316,4706,54925.2,98.25,44
V011_CARRIER,2022-05,71.6,2.1,1.78,0.422,4424,65354.0,159.25,19
V011_CARRIER,2022-06,94.4,1.3,2.53,1.62,1230,37705.4,480.62,42
V011_CARRIER,2022-07,78.9,8.6,3.4,1.506,2518,136810.4,422.44,27
V011_CARRIER,2022-08,74.4,3.1,2.82,0.97,3838,277843.6,393.51,35
V011_CARRIER,2022-09,93.6,8.2,1.71,0.218,4592,10968.6,339.78,39
V011_CARRIER,2022-10,92.4,13.2,1.06,1.405,563,331641.6,129.2,50
V011_CARRIER,2022-11,87.5,12.0,1.29,0.536,3450,43911.5,178.81,47
V011_CARRIER,2022-12,93.1,10.9,2.56,0.655,4740,123158.3,179.49,43
V011_CARRIER,2023-01,98.6,12.9,0.66,1.982,201,378286.7,428.22,43
V011_CARRIER,2023-02,86.1,8.8,0.77,1.519,4666,158955.4,316.13,25
V011_CARRIER,2023-03,78.2,9.0,1.91,0.148,3675,488327.2,38.86,3
V011_CARRIER,2023-04,84.7,6.3,2.97,1.559,691,215960.8,315.97,40
V011_CARRIER,2023-05,97.3,9.1,1.35,1.797,182,464888.3,351.72,21
V011_CARRIER,2023-06,75.4,10.1,1.65,1.552,4569,268784.2,79.5,9
V011_CARRIER,2023-07,91.6,11.4,3.34,2.356,3335,303218.1,185.19,34
V011_CARRIER,2023-08,76.8,5.2,2.21,1.854,1783,423539.8,235.2,46
V011_CARRIER,2023-09,91.4,9.2,2.67,1.595,312,73942.1,479.77,14
V011_CARRIER,2023-10,88.0,2.8,1.25,0.316,3286,385007.1,364.57,32
V011_CARRIER,2023-11,98.6,11.6,3.27,0.771,725,118844.1,481.21,13
V011_CARRIER,2023-12,72.1,4.6,2.87,1.405,1444,332596.6,34.52,41
V011_CARRIER,2024-01,97.1,6.5,0.18,1.541,580,490037.2,262.32,5
V011_CARRIER,2024-02,89.3,3.9,2.45,1.924,1468,416359.0,86.37,43
V011_CARRIER,2024-03,97.8,10.0,2.02,0.801,4070,445616.5,353.02,30
V011_CARRIER,2024-04,85.3,3.3,2.23,0.675,1138,431739.3,192.4,46
V011_CARRIER,2024-05,90.8,10.7,3.32,1.998,668,4298.3,384.59,47
V011_CARRIER,2024-06,88.6,4.8,2.02,1.266,762,307605.0,40.07,22
V011_CARRIER,2024-07,77.2,10.0,0.67,2.449,379,381061.5,138.96,27
V011_CARRIER,2024-08,77.2,3.6,0.14,1.212,1143,334504.8,285.33,9
V011_CARRIER,2024-09,95.7,5.4,1.41,1.176,4956,122234.0,206.69,1
V011_CARRIER,2024-10,80.9,8.3,1.75,1.997,1416,88073.8,416.01,13
V011_CARRIER,2024-11,87.9,2.3,3.41,1.194,2218,105983.5,24.47,26
V011_CARRIER,2024-12,89.3,5.9,0.26,0.849,4222,403411.5,248.19,43
V012_CARRIER,2022-01,90.8,3.1,1.74,2.084,517,265833.8,399.67,25
V012_CARRIER,2022-02,82.3,11.2,2.08,1.379,4558,339634.0,483.78,19
V012_CARRIER,2022-03,91.1,7.7,2.5,0.797,1234,79234.5,246.16,42
V012_CARRIER,2022-04,79.4,11.2,1.29,1.012,4693,30312.7,368.24,41
V012_CARRIER,2022-05,75.6,7.5,1.94,0.993,2062,185581.8,211.63,34
V012_CARRIER,2022-06,81.2,4.1,1.98,1.478,3678,371318.2,160.43,22
V012_CARRIER,2022-07,89.4,6.8,0.13,0.312,1080,380575.3,406.63,12
V012_CARRIER,2022-08,89.1,11.9,0.96,1.729,3521,180786.6,468.77,6
V012_CARRIER,2022-09,73.2,7.4,2.61,0.799,2633,465588.8,448.12,24
V012_CARRIER,2022-10,92.7,3.5,2.22,1.739,1585,7285.4,387.56,30
V012_CARRIER,2022-11,73.2,1.0,0.21,1.333,4366,213159.4,137.2,23
V012_CARRIER,2022-12,89.1,12.0,0.4,0.499,4569,255366.5,479.15,17
V012_CARRIER,2023-01,77.9,2.0,0.68,0.825,3572,8250.7,216.85,29
V012_CARRIER,2023-02,97.1,10.2,1.37,0.569,3907,462574.7,330.82,20
V012_CARRIER,2023-03,76.6,9.2,1.56,0.374,1195,448537.8,224.24,7
V012_CARRIER,2023-04,88.1,3.3,0.16,1.039,2932,295353.8,63.85,37
V012_CARRIER,2023-05,85.5,3.3,0.45,0.123,3489,99304.5,238.38,22
V012_CARRIER,2023-06,96.9,8.9,0.11,0.811,4818,114065.0,79.3,40
V012_CARRIER,2023-07,91.3,12.2,0.7,1.89,1236,331062.1,308.21,9
V012_CARRIER,2023-08,89.8,3.6,0.1,0.611,4234,492338.7,98.4,42
V012_CARRIER,2023-09,96.5,8.0,2.66,0.87,195,426480.5,42.33,8
V012_CARRIER,2023-10,88.1,5.9,1.84,0.077,309,22480.7,115.26,18
V012_CARRIER,2023-11,85.6,10.4,2.84,2.063,4989,370329.5,460.61,47
V012_CARRIER,2023-12,78.2,10.8,0.53,1.237,1938,97441.3,290.23,32
V012_CARRIER,2024-01,97.8,7.7,0.46,2.018,3359,92052.2,406.6,26
V012_CARRIER,2024-02,70.2,6.2,2.74,1.415,4807,224647.7,109.83,4
V012_CARRIER,2024-03,80.4,11.4,1.53,1.874,2930,326430.9,322.88,1
V012_CARRIER,2024-04,85.2,9.1,0.46,1.392,592,281478.2,358.64,8
V012_CARRIER,2024-05,84.9,3.1,3.18,0.712,2837,240411.3,124.35,5
V012_CARRIER,2024-06,74.0,4.0,2.44,2.183,4505,48875.5,344.97,1
V012_CARRIER,2024-07,75.5,1.2,0.18,0.883,3682,132899.3,116.34,7
V012_CARRIER,2024-08,93.9,11.6,2.87,1.142,4758,324522.5,396.68,27
V012_CARRIER,2024-09,95.4,4.4,0.27,1.492,1957,490742.3,172.09,11
V012_CARRIER,2024-10,77.0,11.8,2.12,2.329,1666,190137.2,358.09,11
V012_CARRIER,2024-11,89.8,11.2,1.7,1.823,2465,129326.2,261.82,7
V012_CARRIER,2024-12,76.4,2.6,0.1,1.209,4261,142841.3,168.61,36
V013_CARRIER,2022-01,97.2,8.4,3.11,0.794,2288,293314.8,177.66,2
V013_CARRIER,2022-02,89.1,12.8,0.92,1.489,3066,45841.4,296.26,8
V013_CARRIER,2022-03,70.5,10.3,1.47,0.747,2926,345776.8,405.4,12
V013_CARRIER,2022-04,96.3,13.8,3.25,0.727,228,304968.8,82.57,12
V013_CARRIER,2022-05,97.9,12.3,1.72,2.308,1562,388159.5,463.38,23
V013_CARRIER,2022-06,96.9,13.6,0.62,1.783,2826,104894.1,115.33,2
V013_CARRIER,2022-07,94.3,4.2,2.66,2.204,545,354817.3,324.83,18
V013_CARRIER,2022-08,95.7,12.0,2.36,0.899,1044,330558.8,231.54,23
V013_CARRIER,2022-09,95.7,11.8,1.22,1.654,4696,492345.1,399.59,44
V013_CARRIER,2022-10,84.8,5.1,2.92,1.348,4335,123960.9,473.62,17
V013_CARRIER,2022-11,97.9,7.4,2.08,1.361,1222,36435.6,130.27,27
V013_CARRIER,2022-12,76.7,8.4,0.22,0.277,1574,310232.0,485.12,39
V013_CARRIER,2023-01,75.0,4.7,1.16,1.357,4165,401779.4,351.71,1
V013_CARRIER,2023-02,79.8,9.4,0.34,1.284,1058,185533.6,347.53,22
V013_CARRIER,2023-03,86.4,7.9,2.11,1.681,2249,121077.9,403.42,42
V013_CARRIER,2023-04,85.0,3.1,0.41,2.273,1006,328329.8,360.64,15
V013_CARRIER,2023-05,95.5,9.8,2.64,1.386,3678,494948.9,471.08,26
V013_CARRIER,2023-06,94.1,7.4,0.44,1.496,387,93616.1,301.92,24
V013_CARRIER,2023-07,98.4,13.2,1.93,1.236,3575,422886.1,280.18,34
V013_CARRIER,2023-08,73.5,13.0,1.07,1.108,1327,336411.7,394.5,37
V013_CARRIER,2023-09,78.8,1.5,0.44,2.108,3597,454789.4,161.32,25
V013_CARRIER,2023-10,96.1,11.1,2.65,0.476,1635,445091.0,94.18,49
V013_CARRIER,2023-11,86.1,12.9,0.99,1.018,3007,382105.8,493.39,11
V013_CARRIER,2023-12,91.7,12.8,1.55,1.923,4236,277173.3,425.98,42
V013_CARRIER,2024-01,88.0,5.7,1.43,2.2,2727,146787.3,15.06,7
V013_CARRIER,2024-02,82.1,11.6,1.96,1.764,2611,10770.1,216.23,37
V013_CARRIER,2024-03,96.1,1.7,0.65,1.534,4763,47289.6,395.99,15
V013_CARRIER,2024-04,72.5,8.8,2.51,0.934,3076,191450.5,276.56,3
V013_CARRIER,2024-05,94.3,9.6,2.12,1.676,4454,156303.6,414.01,38
V013_CARRIER,2024-06,97.3,4.4,2.08,1.293,1511,490835.5,101.59,29
V013_CARRIER,2024-07,92.7,11.6,0.17,0.407,3811,476182.9,324.67,43
V013_CARRIER,2024-08,81.5,13.3,2.38,2.094,3267,225497.1,133.08,41
V013_CARRIER,2024-09,83.6,5.3,0.75,0.72,471,477408.6,495.47,9
V013_CARRIER,2024-10,90.1,14.0,3.02,2.489,2900,308970.9,369.11,43
V013_CARRIER,2024-11,83.4,10.8,1.46,0.649,1980,303849.7,80.08,38
V013_CARRIER,2024-12,77.8,9.6,0.18,1.728,1049,346405.6,400.36,17
V014_CARRIER,2022-01,72.7,6.9,1.52,2.294,1342,152725.6,314.68,24
V014_CARRIER,2022-02,79.6,6.5,2.99,1.359,2324,355342.9,427.07,40
V014_CARRIER,2022-03,71.2,9.8,1.44,1.433,4561,276013.3,330.42,23
V014_CARRIER,2022-04,93.4,9.0,3.4,1.846,1804,434229.1,159.9,46
V014_CARRIER,2022-05,87.1,1.3,0.99,2.093,1062,425780.1,320.49,5
V014_CARRIER,2022-06,89.4,1.9,0.56,2.254,4164,350390.4,339.51,45
V014_CARRIER,2022-07,90.3,13.3,3.34,1.706,2367,9904.9,107.1,49
V014_CARRIER,2022-08,80.5,4.3,1.41,1.044,4959,257277.0,18.62,47
V014_CARRIER,2022-09,95.0,2.6,0.57,1.54,4727,5964.0,474.99,44
V014_CARRIER,2022-10,84.3,1.5,1.22,0.784,3669,220146.7,89.4,45
V014_CARRIER,2022-11,77.9,12.7,2.52,1.036,4915,204140.7,463.29,33
V014_CARRIER,2022-12,73.2,12.0,1.48,1.684,4205,105730.2,479.82,11
V014_CARRIER,2023-01,94.2,9.8,0.51,2.195,3982,160758.5,39.28,10
V014_CARRIER,2023-02,79.4,10.8,0.43,1.946,4075,314243.1,270.78,39
V014_CARRIER,2023-03,71.1,3.4,1.84,1.979,2721,63761.1,228.28,8
V014_CARRIER,2023-04,72.5,6.6,2.19,1.38,3192,258245.3,159.05,44
V014_CARRIER,2023-05,97.7,3.7,2.8,2.373,431,359652.0,477.64,34
V014_CARRIER,2023-06,98.2,6.0,1.47,1.507,1559,166863.0,98.09,30
V014_CARRIER,2023-07,80.1,13.5,1.28,0.688,4922,17669.2,417.58,11
V014_CARRIER,2023-08,81.2,11.3,2.43,1.178,190,74137.9,481.71,45
V014_CARRIER,2023-09,70.1,10.9,0.4,0.313,365,410347.5,96.63,27
V014_CARRIER,2023-10,75.7,2.5,2.84,0.173,4328,458233.5,221.44,3
V014_CARRIER,2023-11,84.4,10.8,0.37,1.88,3108,229621.7,40.41,30
V014_CARRIER,2023-12,93.3,8.8,2.88,0.659,2261,335324.9,286.54,4
V014_CARRIER,2024-01,97.7,13.7,3.22,1.558,369,479991.3,451.84,27
V014_CARRIER,2024-02,83.9,7.9,2.19,0.349,3119,96741.3,79.31,49
V014_CARRIER,2024-03,83.1,11.5,2.02,1.873,3101,442395.8,189.19,44
V014_CARRIER,2024-04,97.7,12.6,1.85,1.669,1456,12001.8,369.52,7
V014_CARRIER,2024-05,88.5,10.0,1.91,0.558,950,101745.7,198.42,16
V014_CARRIER,2024-06,74.4,9.6,1.09,1.688,3937,426388.5,372.71,21
V014_CARRIER,2024-07,88.5,4.9,3.18,1.748,1154,61694.7,225.5,22
V014_CARRIER,2024-08,89.0,5.2,1.06,0.912,1293,107702.8,37.06,37
V014_CARRIER,2024-09,82.2,3.4,2.91,0.409,3651,71467.5,463.66,1
V014_CARRIER,2024-10,86.4,5.7,0.8,1.52,3045,62291.4,320.58,5
V014_CARRIER,2024-11,96.8,4.8,0.47,0.537,1766,457881.9,385.91,9
V014_CARRIER,2024-12,85.1,13.5,0.84,1.977,4014,103810.3,380.25,27
V015_CARRIER,2022-01,95.2,7.0,1.24,0.419,1298,421416.3,74.68,38
V015_CARRIER,2022-02,78.3,8.4,3.19,0.099,921,176705.2,474.51,0
V015_CARRIER,2022-03,94.2,4.8,0.12,0.195,1073,215541.0,391.05,35
V015_CARRIER,2022-04,98.0,13.4,2.22,0.467,575,477701.5,277.74,21
V015_CARRIER,2022-05,85.7,5.4,2.49,1.449,2883,473202.8,431.6,4
V015_CARRIER,2022-06,89.5,2.6,3.28,0.793,4290,444728.3,237.32,10
V015_CARRIER,2022-07,76.9,1.2,3.42,1.626,4075,346289.6,78.07,11
V015_CARRIER,2022-08,80.2,7.3,0.18,0.481,4669,40400.6,466.63,46
V015_CARRIER,2022-09,75.3,11.8,0.24,1.592,1245,278937.5,44.51,30
V015_CARRIER,2022-10,83.3,5.9,0.56,1.404,549,193622.5,201.62,36
V015_CARRIER,2022-11,92.7,2.1,2.49,0.555,2155,19744.4,398.7,5
V015_CARRIER,2022-12,70.8,8.1,3.38,1.592,2043,57061.2,343.23,25
V015_CARRIER,2023-01,74.9,8.1,3.02,0.78,808,486012.8,484.86,15
V015_CARRIER,2023-02,94.5,2.8,0.36,1.544,2079,100136.3,142.19,24
V015_CARRIER,2023-03,95.6,13.9,1.16,1.037,1886,65067.3,463.63,20
V015_CARRIER,2023-04,93.4,1.6,2.99,2.181,4854,155272.2,132.79,16
V015_CARRIER,2023-05,95.7,8.1,3.26,0.943,3957,453021.1,410.41,44
V015_CARRIER,2023-06,94.4,6.9,2.41,0.371,2482,261561.4,492.23,1
V015_CARRIER,2023-07,76.1,12.4,3.1,0.249,3968,370433.4,346.11,4
V015_CARRIER,2023-08,95.3,4.6,1.34,0.847,3446,346986.4,170.97,44
V015_CARRIER,2023-09,89.1,7.9,1.22,0.344,643,337888.1,272.55,12
V015_CARRIER,2023-10,91.7,10.2,0.26,2.476,3341,145672.0,18.79,46
V015_CARRIER,2023-11,77.9,4.9,1.2,1.055,2093,205952.9,177.39,16
V015_CARRIER,2023-12,88.3,10.1,1.36,0.667,1720,179345.3,370.71,36
V015_CARRIER,2024-01,84.1,10.5,1.48,1.071,862,73793.1,196.28,45
V015_CARRIER,2024-02,85.3,10.8,0.33,0.229,4510,313315.6,37.01,2
V015_CARRIER,2024-03,92.1,1.2,2.5,1.61,2049,338454.3,333.34,29
V015_CARRIER,2024-04,94.5,9.2,2.38,0.197,343,206607.6,254.45,48
V015_CARRIER,2024-05,91.2,2.2,2.33,0.512,2733,461605.4,26.27,23
V015_CARRIER,2024-06,92.4,9.5,3.0,0.6,1216,21495.1,434.46,41
V015_CARRIER,2024-07,82.6,9.3,2.98,0.114,769,177175.0,448.44,48
V015_CARRIER,2024-08,88.1,8.5,1.53,1.051,2799,354340.7,394.01,5
V015_CARRIER,2024-09,75.2,12.7,3.14,1.892,4651,232904.0,480.37,45
V015_CARRIER,2024-10,80.2,7.4,3.19,0.756,2497,458389.7,165.44,16
V015_CARRIER,2024-11,87.2,6.8,1.85,0.786,4168,207296.3,63.79,46
V015_CARRIER,2024-12,82.7,2.5,1.66,0.413,3938,52512.0,237.5,8
