Order_ID,Order_Date,Origin_Port,Carrier,TPT,Service_Level,Ship_Ahead_Days,Ship_Late_Days,Customer,Product_ID,Plant_Code,Destination_Port,Unit_Quantity,Weight_KG
ORD1400535.1,2023-02-05,PORT04,V013_CARRIER,11,CRF,2,0,CUST_0059,PROD_1701732,PLANT06,PORT09,40434,14069.46
ORD1400536.9,2023-05-28,PORT05,V005_CARRIER,4,EXW,2,1,CUST_0037,PROD_1700162,PLANT12,PORT09,26934,4214.84
ORD1400537.4,2022-05-17,PORT01,V005_CARRIER,6,EXW,2,1,CUST_0141,PROD_1700474,PLANT05,PORT09,1226,495.37
ORD1400538.4,2022-06-07,PORT05,V013_CARRIER,11,DTD,2,1,CUST_0119,PROD_1700137,PLANT12,PORT09,35073,16349.03
ORD1400539.3,2022-01-18,PORT06,V009_CARRIER,6,CRF,2,1,CUST_0130,PROD_1700666,PLANT20,PORT09,3268,768.19
ORD1400540.1,2023-05-11,PORT07,V008_CARRIER,2,EXW,1,5,CUST_0063,PROD_1701764,PLANT11,PORT09,16367,1340.15
ORD1400541.9,2022-05-18,PORT06,V009_CARRIER,8,EXW,6,4,CUST_0126,PROD_1700772,PLANT13,PORT09,30680,14759.85
ORD1400542.6,2023-12-26,PORT01,V003_CARRIER,2,EXW,0,1,CUST_0129,PROD_1701610,PLANT05,PORT09,4911,1474.77
ORD1400543.7,2023-09-04,PORT07,V005_CARRIER,5,CRF,7,1,CUST_0096,PROD_1700236,PLANT10,PORT09,49272,443.68
ORD1400544.8,2022-10-29,PORT02,V007_CARRIER,0,DTP,3,3,CUST_0063,PROD_1700921,PLANT02,PORT09,16675,4067.05
ORD1400545.8,2024-08-10,PORT01,V001_CARRIER,14,DTP,1,2,CUST_0063,PROD_1700760,PLANT05,PORT09,24612,676.99
ORD1400546.5,2024-03-02,PORT03,V006_CARRIER,0,EXW,7,0,CUST_0132,PROD_1701816,PLANT15,PORT09,23200,3860.36
ORD1400547.8,2024-11-03,PORT08,V001_CARRIER,10,DTP,5,0,CUST_0007,PROD_1700339,PLANT17,PORT09,29483,5964.49
ORD1400548.1,2023-12-12,PORT04,V013_CARRIER,14,CRF,7,3,CUST_0133,PROD_1701273,PLANT02,PORT09,28503,10889.75
ORD1400549.5,2024-11-02,PORT02,V012_CARRIER,2,DTD,2,1,CUST_0185,PROD_1700137,PLANT12,PORT09,6207,1916.85
ORD1400550.5,2024-03-18,PORT01,V003_CARRIER,9,EXW,3,3,CUST_0050,PROD_1700451,PLANT05,PORT09,10038,2148.42
ORD1400551.2,2023-03-08,PORT02,V012_CARRIER,3,CRF,7,1,CUST_0124,PROD_1700001,PLANT09,PORT09,44180,10923.4
ORD1400552.9,2024-07-30,PORT04,V010_CARRIER,10,DTD,5,4,CUST_0143,PROD_1701662,PLANT18,PORT09,10297,3441.34
ORD1400553.1,2023-07-26,PORT08,V007_CARRIER,5,DTD,4,3,CUST_0124,PROD_1701651,PLANT17,PORT09,47566,23576.81
ORD1400554.6,2023-09-08,PORT01,V004_CARRIER,7,DTP,2,0,CUST_0057,PROD_1701641,PLANT10,PORT09,45803,12438.37
ORD1400555.1,2024-04-25,PORT07,V005_CARRIER,2,DTP,7,5,CUST_0021,PROD_1701520,PLANT19,PORT09,4446,1723.75
ORD1400556.8,2024-06-11,PORT01,V001_CARRIER,1,DTD,4,1,CUST_0086,PROD_1700831,PLANT07,PORT09,31984,14062.53
ORD1400557.2,2024-03-22,PORT07,V005_CARRIER,5,DTP,2,4,CUST_0063,PROD_1701205,PLANT11,PORT09,21539,6399.87
ORD1400558.1,2022-07-26,PORT07,V009_CARRIER,14,EXW,1,5,CUST_0110,PROD_1700168,PLANT09,PORT09,42565,3268.65
ORD1400559.6,2022-01-05,PORT02,V014_CARRIER,10,DTD,1,0,CUST_0094,PROD_1700965,PLANT14,PORT09,10927,4879.42
ORD1400560.5,2022-07-24,PORT06,V014_CARRIER,14,DTP,6,3,CUST_0050,PROD_1700079,PLANT13,PORT09,7147,960.54
ORD1400561.5,2024-12-13,PORT05,V008_CARRIER,2,DTD,1,3,CUST_0156,PROD_1700146,PLANT16,PORT09,39846,4489.54
ORD1400562.7,2022-03-07,PORT04,V013_CARRIER,8,DTD,4,2,CUST_0116,PROD_1700805,PLANT18,PORT09,42927,15158.51
ORD1400563.2,2024-05-06,PORT01,V004_CARRIER,2,EXW,2,0,CUST_0062,PROD_1701652,PLANT05,PORT09,5307,160.88
ORD1400564.7,2022-10-30,PORT01,V005_CARRIER,11,DTD,5,4,CUST_0198,PROD_1700220,PLANT05,PORT09,15779,5674.15
ORD1400565.7,2024-04-19,PORT07,V015_CARRIER,14,DTP,7,5,CUST_0182,PROD_1700251,PLANT16,PORT09,2317,423.41
ORD1400566.6,2023-01-28,PORT05,V007_CARRIER,7,EXW,6,5,CUST_0048,PROD_1700706,PLANT20,PORT09,21306,4801.45
ORD1400567.4,2024-05-14,PORT07,V005_CARRIER,7,CRF,5,1,CUST_0107,PROD_1701348,PLANT09,PORT09,2854,1262.11
ORD1400568.6,2024-11-16,PORT01,V007_CARRIER,10,CRF,5,5,CUST_0010,PROD_1701236,PLANT07,PORT09,22576,9037.27
ORD1400569.4,2023-11-22,PORT07,V004_CARRIER,10,DTD,4,4,CUST_0038,PROD_1700005,PLANT11,PORT09,25704,11435.8
ORD1400570.2,2024-06-09,PORT01,V009_CARRIER,0,EXW,4,2,CUST_0194,PROD_1701576,PLANT07,PORT09,1274,260.23
ORD1400571.4,2024-08-29,PORT01,V004_CARRIER,7,DTP,4,2,CUST_0081,PROD_1701698,PLANT18,PORT09,42833,18256.72
ORD1400572.2,2023-06-05,PORT08,V001_CARRIER,3,EXW,6,0,CUST_0057,PROD_1700808,PLANT17,PORT09,28281,702.33
ORD1400573.2,2023-07-15,PORT06,V013_CARRIER,7,CRF,3,4,CUST_0154,PROD_1701096,PLANT13,PORT09,43438,12016.14
ORD1400574.1,2023-04-26,PORT01,V001_CARRIER,1,EXW,5,5,CUST_0176,PROD_1701895,PLANT07,PORT09,16195,7665.79
ORD1400575.2,2022-07-23,PORT02,V011_CARRIER,2,EXW,6,1,CUST_0066,PROD_1700265,PLANT12,PORT09,47886,3964.47
ORD1400576.8,2023-08-15,PORT02,V014_CARRIER,3,CRF,1,2,CUST_0032,PROD_1700633,PLANT03,PORT09,11829,681.02
ORD1400577.7,2023-11-23,PORT05,V008_CARRIER,12,DTD,1,2,CUST_0172,PROD_1700248,PLANT10,PORT09,6131,1086.82
ORD1400578.9,2023-01-23,PORT01,V013_CARRIER,1,CRF,2,1,CUST_0197,PROD_1701116,PLANT10,PORT09,22519,1824.25
ORD1400579.8,2023-02-02,PORT02,V013_CARRIER,1,EXW,6,1,CUST_0194,PROD_1700980,PLANT02,PORT09,11078,1062.18
ORD1400580.6,2022-05-18,PORT07,V007_CARRIER,3,DTD,0,0,CUST_0083,PROD_1701999,PLANT16,PORT09,29781,2824.79
ORD1400581.2,2022-02-05,PORT05,V006_CARRIER,2,CRF,1,4,CUST_0119,PROD_1701361,PLANT16,PORT09,34212,9618.52
ORD1400582.7,2022-10-06,PORT02,V002_CARRIER,12,CRF,5,1,CUST_0160,PROD_1700969,PLANT12,PORT09,20551,5528.29
ORD1400583.9,2023-08-24,PORT06,V012_CARRIER,2,EXW,4,2,CUST_0067,PROD_1700079,PLANT13,PORT09,27102,13298.24
ORD1400584.3,2024-01-16,PORT06,V007_CARRIER,4,CRF,5,1,CUST_0006,PROD_1700153,PLANT08,PORT09,46748,2217.96
ORD1400585.2,2024-12-11,PORT06,V002_CARRIER,5,DTD,1,1,CUST_0068,PROD_1701234,PLANT20,PORT09,37875,4050.46
ORD1400586.1,2023-04-20,PORT08,V013_CARRIER,14,DTD,4,0,CUST_0183,PROD_1700100,PLANT17,PORT09,26553,9994.51
ORD1400587.8,2023-10-01,PORT02,V005_CARRIER,2,CRF,1,0,CUST_0190,PROD_1701881,PLANT02,PORT09,38655,115.99
ORD1400588.2,2022-03-29,PORT05,V005_CARRIER,1,DTP,5,1,CUST_0041,PROD_1700960,PLANT12,PORT09,12232,3970.44
ORD1400589.4,2022-02-04,PORT06,V014_CARRIER,6,DTP,0,5,CUST_0175,PROD_1700963,PLANT19,PORT09,34373,15043.73
ORD1400590.7,2024-10-05,PORT08,V010_CARRIER,3,EXW,4,2,CUST_0171,PROD_1701121,PLANT17,PORT09,9026,1830.98
ORD1400591.5,2023-08-13,PORT06,V005_CARRIER,0,EXW,1,3,CUST_0166,PROD_1700551,PLANT08,PORT09,38814,3741.33
ORD1400592.7,2022-09-20,PORT04,V003_CARRIER,3,CRF,3,5,CUST_0183,PROD_1701180,PLANT02,PORT09,3151,1152.94
ORD1400593.8,2022-09-30,PORT04,V011_CARRIER,13,CRF,0,3,CUST_0054,PROD_1701976,PLANT06,PORT09,7109,1218.04
ORD1400594.6,2022-10-23,PORT02,V007_CARRIER,7,DTD,3,5,CUST_0169,PROD_1700301,PLANT14,PORT09,9662,1006.63
ORD1400595.1,2023-01-21,PORT01,V007_CARRIER,0,DTD,6,3,CUST_0013,PROD_1701781,PLANT01,PORT09,10494,332.04
ORD1400596.8,2024-07-28,PORT02,V015_CARRIER,4,DTP,4,1,CUST_0074,PROD_1701073,PLANT15,PORT09,28028,10783.99
ORD1400597.8,2024-12-20,PORT06,V011_CARRIER,3,EXW,4,3,CUST_0058,PROD_1700133,PLANT13,PORT09,25698,3483.37
ORD1400598.2,2023-03-28,PORT06,V007_CARRIER,1,DTP,4,5,CUST_0057,PROD_1700897,PLANT13,PORT09,24402,6380.93
ORD1400599.9,2023-07-11,PORT04,V001_CARRIER,3,CRF,4,2,CUST_0017,PROD_1701765,PLANT06,PORT09,16110,6107.47
ORD1400600.4,2024-12-21,PORT02,V003_CARRIER,12,DTD,6,4,CUST_0006,PROD_1701887,PLANT01,PORT09,22467,38.84
ORD1400601.6,2023-01-19,PORT06,V013_CARRIER,10,DTP,6,5,CUST_0070,PROD_1700222,PLANT19,PORT09,39524,11186.98
ORD1400602.4,2022-07-16,PORT05,V006_CARRIER,5,DTD,7,1,CUST_0012,PROD_1700778,PLANT16,PORT09,34997,5857.84
ORD1400603.9,2024-06-01,PORT01,V002_CARRIER,3,DTP,6,0,CUST_0145,PROD_1701960,PLANT07,PORT09,13532,3167.49
ORD1400604.7,2022-05-29,PORT02,V004_CARRIER,3,DTP,5,0,CUST_0189,PROD_1700210,PLANT14,PORT09,2499,322.3
ORD1400605.4,2022-09-04,PORT02,V006_CARRIER,1,CRF,4,4,CUST_0061,PROD_1700574,PLANT15,PORT09,35285,13177.62
ORD1400606.4,2022-04-01,PORT07,V015_CARRIER,12,DTP,6,2,CUST_0126,PROD_1700974,PLANT11,PORT09,6659,301.43
ORD1400607.5,2023-07-23,PORT04,V009_CARRIER,0,DTP,1,5,CUST_0179,PROD_1700000,PLANT18,PORT09,37567,438.01
ORD1400608.1,2023-01-30,PORT01,V012_CARRIER,13,DTP,3,1,CUST_0046,PROD_1700352,PLANT07,PORT09,8791,1302.87
ORD1400609.2,2024-07-09,PORT02,V012_CARRIER,5,DTP,4,5,CUST_0186,PROD_1700462,PLANT01,PORT09,28399,2209.75
ORD1400610.4,2022-11-22,PORT02,V001_CARRIER,10,DTP,6,0,CUST_0137,PROD_1700970,PLANT09,PORT09,5659,2164.25
ORD1400611.9,2022-05-30,PORT06,V012_CARRIER,11,DTD,5,3,CUST_0043,PROD_1700314,PLANT13,PORT09,10415,4317.63
ORD1400612.1,2023-03-18,PORT01,V014_CARRIER,5,DTD,4,4,CUST_0114,PROD_1701953,PLANT18,PORT09,14134,6546.59
ORD1400613.9,2023-02-06,PORT01,V015_CARRIER,12,CRF,2,0,CUST_0024,PROD_1700831,PLANT07,PORT09,15156,5589.0
ORD1400614.4,2022-08-20,PORT06,V012_CARRIER,0,DTP,2,4,CUST_0189,PROD_1701147,PLANT19,PORT09,15291,6111.39
ORD1400615.3,2022-04-14,PORT04,V009_CARRIER,8,DTD,1,2,CUST_0022,PROD_1701041,PLANT04,PORT09,17214,2869.67
ORD1400616.9,2023-01-01,PORT08,V013_CARRIER,8,CRF,2,4,CUST_0057,PROD_1700090,PLANT17,PORT09,29089,1066.0
ORD1400617.1,2022-06-14,PORT04,V005_CARRIER,0,CRF,0,0,CUST_0087,PROD_1701510,PLANT09,PORT09,43673,15099.98
ORD1400618.1,2022-06-21,PORT04,V004_CARRIER,7,CRF,5,0,CUST_0124,PROD_1700660,PLANT09,PORT09,41443,15519.88
ORD1400619.3,2022-11-03,PORT07,V013_CARRIER,12,DTD,4,2,CUST_0130,PROD_1700723,PLANT09,PORT09,10538,457.72
ORD1400620.9,2024-09-03,PORT02,V014_CARRIER,8,DTD,0,2,CUST_0196,PROD_1700588,PLANT18,PORT09,24967,5866.45
ORD1400621.2,2024-06-09,PORT07,V001_CARRIER,14,DTD,3,3,CUST_0170,PROD_1700957,PLANT09,PORT09,22732,7244.63
ORD1400622.6,2024-01-11,PORT07,V007_CARRIER,3,CRF,6,1,CUST_0097,PROD_1701482,PLANT09,PORT09,17756,4551.39
ORD1400623.8,2024-01-27,PORT07,V013_CARRIER,11,EXW,0,4,CUST_0148,PROD_1701354,PLANT09,PORT09,46911,968.65
ORD1400624.9,2022-04-19,PORT06,V014_CARRIER,9,EXW,5,0,CUST_0158,PROD_1700832,PLANT19,PORT09,41020,15978.45
ORD1400625.5,2023-01-14,PORT07,V015_CARRIER,4,EXW,1,4,CUST_0032,PROD_1700257,PLANT09,PORT09,34787,12854.3
ORD1400626.5,2023-06-14,PORT04,V009_CARRIER,11,EXW,3,4,CUST_0050,PROD_1701970,PLANT08,PORT09,42550,1404.95
ORD1400627.5,2023-05-12,PORT04,V010_CARRIER,11,DTD,2,4,CUST_0174,PROD_1700317,PLANT06,PORT09,37548,12126.05
ORD1400628.5,2024-04-14,PORT01,V013_CARRIER,5,DTP,6,1,CUST_0184,PROD_1700609,PLANT05,PORT09,6921,1076.1
ORD1400629.4,2022-06-18,PORT04,V007_CARRIER,12,DTD,5,2,CUST_0041,PROD_1700946,PLANT09,PORT09,2873,270.37
ORD1400630.5,2024-01-26,PORT03,V004_CARRIER,10,CRF,1,3,CUST_0187,PROD_1700696,PLANT15,PORT09,24824,3836.72
ORD1400631.8,2023-08-19,PORT01,V006_CARRIER,13,DTP,4,2,CUST_0062,PROD_1701050,PLANT05,PORT09,47646,23168.61
ORD1400632.6,2022-05-07,PORT02,V011_CARRIER,3,DTD,3,1,CUST_0015,PROD_1701379,PLANT20,PORT09,13792,6687.69
ORD1400633.8,2023-02-02,PORT02,V015_CARRIER,6,CRF,3,1,CUST_0182,PROD_1701696,PLANT12,PORT09,6796,312.2
ORD1400634.6,2024-12-13,PORT04,V004_CARRIER,10,CRF,3,3,CUST_0152,PROD_1700955,PLANT02,PORT09,14307,976.01
ORD1400635.9,2023-04-08,PORT07,V002_CARRIER,12,EXW,5,3,CUST_0193,PROD_1700080,PLANT09,PORT09,6346,1468.43
ORD1400636.3,2024-04-13,PORT02,V004_CARRIER,9,CRF,1,2,CUST_0007,PROD_1701595,PLANT15,PORT09,27298,1553.13
ORD1400637.7,2024-12-08,PORT01,V006_CARRIER,4,EXW,4,4,CUST_0121,PROD_1701893,PLANT07,PORT09,7944,3814.9
ORD1400638.2,2022-01-07,PORT08,V010_CARRIER,14,DTP,0,0,CUST_0089,PROD_1701806,PLANT17,PORT09,20496,6194.75
ORD1400639.7,2024-12-13,PORT06,V005_CARRIER,6,DTP,7,2,CUST_0058,PROD_1701309,PLANT01,PORT09,1828,536.87
ORD1400640.5,2023-02-03,PORT04,V002_CARRIER,4,EXW,5,2,CUST_0062,PROD_1700349,PLANT02,PORT09,27511,1081.06
ORD1400641.6,2022-03-16,PORT02,V007_CARRIER,13,CRF,5,5,CUST_0192,PROD_1701424,PLANT20,PORT09,1492,580.73
ORD1400642.4,2023-05-02,PORT06,V009_CARRIER,1,CRF,2,3,CUST_0178,PROD_1701008,PLANT13,PORT09,1277,599.53
ORD1400643.2,2022-04-24,PORT06,V015_CARRIER,13,CRF,0,3,CUST_0156,PROD_1701065,PLANT08,PORT09,10192,3493.5
ORD1400644.2,2023-10-19,PORT08,V005_CARRIER,0,DTD,6,4,CUST_0088,PROD_1701925,PLANT17,PORT09,36163,3345.75
ORD1400645.9,2024-09-21,PORT01,V010_CARRIER,4,DTD,0,0,CUST_0054,PROD_1701282,PLANT05,PORT09,15966,2437.99
ORD1400646.6,2022-01-11,PORT01,V005_CARRIER,13,EXW,2,3,CUST_0061,PROD_1701625,PLANT01,PORT09,3122,333.33
ORD1400647.5,2022-09-12,PORT01,V012_CARRIER,8,CRF,5,4,CUST_0005,PROD_1700109,PLANT18,PORT09,38166,13513.29
ORD1400648.5,2023-08-09,PORT04,V005_CARRIER,6,DTP,6,4,CUST_0150,PROD_1701175,PLANT06,PORT09,37633,15212.27
ORD1400649.5,2024-07-23,PORT01,V013_CARRIER,10,EXW,3,1,CUST_0094,PROD_1700183,PLANT10,PORT09,21750,6157.52
ORD1400650.4,2022-02-13,PORT06,V013_CARRIER,14,DTP,3,0,CUST_0050,PROD_1701581,PLANT01,PORT09,12221,5129.81
ORD1400651.8,2023-08-26,PORT02,V007_CARRIER,8,CRF,7,1,CUST_0160,PROD_1701598,PLANT15,PORT09,26182,8390.79
ORD1400652.6,2024-05-05,PORT02,V004_CARRIER,8,DTP,3,2,CUST_0080,PROD_1701991,PLANT20,PORT09,44018,14596.77
ORD1400653.3,2023-05-15,PORT01,V014_CARRIER,14,CRF,5,3,CUST_0073,PROD_1701840,PLANT05,PORT09,43588,2605.9
ORD1400654.7,2024-06-08,PORT02,V013_CARRIER,6,DTP,4,0,CUST_0092,PROD_1700699,PLANT20,PORT09,36185,6941.53
ORD1400655.6,2023-12-07,PORT04,V008_CARRIER,10,CRF,2,1,CUST_0110,PROD_1700833,PLANT04,PORT09,34736,5472.09
ORD1400656.3,2022-09-04,PORT04,V003_CARRIER,13,DTD,4,5,CUST_0062,PROD_1700515,PLANT09,PORT09,2758,1178.95
ORD1400657.2,2024-09-06,PORT06,V014_CARRIER,9,EXW,6,3,CUST_0132,PROD_1701540,PLANT01,PORT09,4202,2097.74
ORD1400658.1,2024-03-03,PORT02,V014_CARRIER,13,DTD,0,0,CUST_0157,PROD_1701031,PLANT15,PORT09,4439,835.51
ORD1400659.9,2023-07-26,PORT02,V014_CARRIER,0,DTD,7,3,CUST_0189,PROD_1700164,PLANT18,PORT09,11712,5054.74
ORD1400660.1,2023-02-06,PORT05,V011_CARRIER,11,CRF,5,1,CUST_0037,PROD_1701785,PLANT04,PORT09,41879,5889.04
ORD1400661.7,2024-10-11,PORT02,V003_CARRIER,14,EXW,2,5,CUST_0015,PROD_1700902,PLANT09,PORT09,26525,10125.13
ORD1400662.2,2022-09-24,PORT02,V012_CARRIER,14,EXW,6,0,CUST_0126,PROD_1701221,PLANT14,PORT09,10649,3015.21
ORD1400663.3,2023-06-24,PORT05,V004_CARRIER,3,EXW,1,1,CUST_0052,PROD_1700046,PLANT10,PORT09,20691,3715.72
ORD1400664.3,2023-02-19,PORT02,V015_CARRIER,0,EXW,3,1,CUST_0021,PROD_1700706,PLANT20,PORT09,44535,2303.65
ORD1400665.6,2022-01-01,PORT01,V014_CARRIER,2,DTD,7,3,CUST_0132,PROD_1700777,PLANT05,PORT09,35890,10305.61
ORD1400666.3,2024-02-10,PORT02,V015_CARRIER,4,DTD,4,4,CUST_0171,PROD_1700248,PLANT03,PORT09,3323,1207.14
ORD1400667.5,2023-10-24,PORT02,V014_CARRIER,4,EXW,4,0,CUST_0025,PROD_1700097,PLANT14,PORT09,15599,3531.89
ORD1400668.3,2022-07-28,PORT02,V015_CARRIER,10,EXW,2,1,CUST_0119,PROD_1700815,PLANT15,PORT09,5026,40.17
ORD1400669.8,2022-07-08,PORT01,V004_CARRIER,2,EXW,5,5,CUST_0067,PROD_1701798,PLANT10,PORT09,32298,12674.15
ORD1400670.8,2023-04-24,PORT05,V015_CARRIER,8,DTP,5,3,CUST_0030,PROD_1701552,PLANT12,PORT09,2010,341.49
ORD1400671.7,2022-02-16,PORT07,V015_CARRIER,7,EXW,0,3,CUST_0031,PROD_1701009,PLANT08,PORT09,32636,3875.17
ORD1400672.6,2024-11-27,PORT02,V007_CARRIER,1,DTP,2,1,CUST_0139,PROD_1701597,PLANT04,PORT09,14774,4653.19
ORD1400673.2,2022-11-23,PORT02,V009_CARRIER,10,CRF,4,3,CUST_0115,PROD_1700176,PLANT14,PORT09,37418,2844.51
ORD1400674.5,2024-12-06,PORT05,V006_CARRIER,7,EXW,0,4,CUST_0146,PROD_1701333,PLANT10,PORT09,38807,10384.58
ORD1400675.4,2023-04-27,PORT02,V013_CARRIER,2,CRF,2,0,CUST_0140,PROD_1700880,PLANT02,PORT09,21784,8700.4
ORD1400676.2,2024-06-06,PORT07,V009_CARRIER,4,DTP,5,5,CUST_0075,PROD_1701996,PLANT10,PORT09,40059,10278.76
ORD1400677.4,2022-06-22,PORT07,V009_CARRIER,11,CRF,7,0,CUST_0118,PROD_1700580,PLANT08,PORT09,23492,10850.98
ORD1400678.2,2024-04-02,PORT02,V013_CARRIER,0,DTP,7,2,CUST_0169,PROD_1700916,PLANT20,PORT09,25033,9771.47
ORD1400679.3,2024-08-02,PORT06,V014_CARRIER,8,EXW,7,5,CUST_0160,PROD_1701013,PLANT13,PORT09,10186,4264.73
ORD1400680.4,2023-10-18,PORT05,V013_CARRIER,10,DTD,0,3,CUST_0165,PROD_1701057,PLANT16,PORT09,42275,3970.99
ORD1400681.1,2024-01-26,PORT04,V013_CARRIER,11,EXW,5,5,CUST_0100,PROD_1700106,PLANT18,PORT09,30026,8558.24
ORD1400682.7,2022-09-13,PORT05,V014_CARRIER,4,DTD,2,4,CUST_0096,PROD_1700343,PLANT20,PORT09,25867,5972.23
ORD1400683.2,2023-02-06,PORT04,V011_CARRIER,12,DTD,6,1,CUST_0035,PROD_1700287,PLANT02,PORT09,12851,3515.33
ORD1400684.3,2023-11-28,PORT06,V003_CARRIER,11,DTD,7,1,CUST_0137,PROD_1700829,PLANT13,PORT09,22601,4410.57
ORD1400685.7,2024-04-06,PORT05,V006_CARRIER,1,DTD,3,4,CUST_0136,PROD_1701937,PLANT12,PORT09,7060,1979.67
ORD1400686.5,2024-01-27,PORT01,V007_CARRIER,0,DTD,5,3,CUST_0144,PROD_1700749,PLANT05,PORT09,44671,6448.93
ORD1400687.1,2023-04-05,PORT04,V002_CARRIER,14,CRF,1,3,CUST_0173,PROD_1700015,PLANT04,PORT09,39356,9549.35
ORD1400688.2,2023-02-12,PORT02,V002_CARRIER,6,DTP,4,0,CUST_0094,PROD_1701068,PLANT14,PORT09,21415,3159.38
ORD1400689.9,2023-11-01,PORT05,V012_CARRIER,9,DTD,3,3,CUST_0045,PROD_1701694,PLANT19,PORT09,31285,11393.78
ORD1400690.5,2022-07-19,PORT02,V001_CARRIER,13,DTD,2,5,CUST_0159,PROD_1700487,PLANT18,PORT09,42260,16962.69
ORD1400691.3,2022-06-28,PORT01,V010_CARRIER,11,CRF,7,4,CUST_0136,PROD_1700072,PLANT07,PORT09,4041,1224.14
ORD1400692.7,2024-09-05,PORT06,V014_CARRIER,6,DTD,2,1,CUST_0132,PROD_1700013,PLANT20,PORT09,21785,6081.19
ORD1400693.5,2024-05-02,PORT02,V005_CARRIER,2,DTP,7,5,CUST_0077,PROD_1700119,PLANT03,PORT09,22243,5685.18
ORD1400694.2,2023-11-27,PORT02,V013_CARRIER,2,DTD,2,2,CUST_0183,PROD_1701500,PLANT03,PORT09,40364,18379.06
ORD1400695.2,2024-05-26,PORT04,V001_CARRIER,5,DTD,3,4,CUST_0040,PROD_1700680,PLANT08,PORT09,42524,18681.88
ORD1400696.7,2023-04-30,PORT02,V004_CARRIER,5,DTD,7,0,CUST_0002,PROD_1700268,PLANT15,PORT09,34295,3526.95
ORD1400697.4,2023-01-09,PORT04,V014_CARRIER,6,EXW,7,1,CUST_0134,PROD_1701396,PLANT06,PORT09,32840,15815.24
ORD1400698.6,2024-05-16,PORT04,V003_CARRIER,2,CRF,5,4,CUST_0192,PROD_1700919,PLANT18,PORT09,48514,17083.65
ORD1400699.1,2023-08-13,PORT02,V009_CARRIER,3,DTP,1,1,CUST_0028,PROD_1700428,PLANT20,PORT09,13219,4014.39
ORD1400700.9,2023-09-17,PORT04,V015_CARRIER,6,DTP,4,3,CUST_0024,PROD_1701278,PLANT06,PORT09,10595,1088.9
ORD1400701.8,2024-08-06,PORT06,V009_CARRIER,10,CRF,7,1,CUST_0181,PROD_1700706,PLANT13,PORT09,11940,5373.31
ORD1400702.6,2024-08-08,PORT01,V011_CARRIER,2,EXW,6,1,CUST_0069,PROD_1700657,PLANT10,PORT09,37535,17683.74
ORD1400703.8,2022-10-19,PORT05,V012_CARRIER,0,EXW,2,5,CUST_0027,PROD_1701266,PLANT16,PORT09,28905,13880.61
ORD1400704.3,2022-12-26,PORT07,V013_CARRIER,14,DTP,2,0,CUST_0184,PROD_1700129,PLANT19,PORT09,21453,1967.52
ORD1400705.4,2023-03-15,PORT04,V013_CARRIER,10,CRF,4,1,CUST_0084,PROD_1701517,PLANT06,PORT09,36350,10024.56
ORD1400706.8,2022-12-08,PORT01,V006_CARRIER,4,DTD,6,0,CUST_0143,PROD_1700665,PLANT05,PORT09,32153,11660.87
ORD1400707.2,2024-10-06,PORT05,V001_CARRIER,4,DTD,4,4,CUST_0147,PROD_1700448,PLANT16,PORT09,32744,10019.51
ORD1400708.8,2023-01-05,PORT04,V010_CARRIER,1,EXW,2,0,CUST_0045,PROD_1701829,PLANT02,PORT09,21799,2703.04
ORD1400709.2,2024-12-15,PORT04,V012_CARRIER,9,DTP,3,1,CUST_0084,PROD_1701865,PLANT18,PORT09,9880,148.31
ORD1400710.8,2022-10-03,PORT06,V014_CARRIER,2,DTP,0,0,CUST_0014,PROD_1701624,PLANT01,PORT09,17487,6657.95
ORD1400711.4,2024-08-11,PORT01,V006_CARRIER,11,DTP,5,5,CUST_0176,PROD_1701062,PLANT07,PORT09,33807,6062.43
ORD1400712.6,2024-12-31,PORT07,V005_CARRIER,14,DTP,6,5,CUST_0078,PROD_1700807,PLANT09,PORT09,5474,2230.77
ORD1400713.6,2022-08-13,PORT01,V014_CARRIER,0,CRF,2,5,CUST_0187,PROD_1700942,PLANT05,PORT09,37926,3207.5
ORD1400714.8,2022-02-19,PORT03,V011_CARRIER,0,DTP,3,0,CUST_0189,PROD_1700189,PLANT15,PORT09,37884,7894.14
ORD1400715.3,2022-06-19,PORT07,V002_CARRIER,0,EXW,2,5,CUST_0038,PROD_1700430,PLANT08,PORT09,10047,589.4
ORD1400716.2,2022-08-30,PORT01,V003_CARRIER,9,CRF,1,0,CUST_0014,PROD_1701775,PLANT18,PORT09,7486,1436.63
ORD1400717.8,2022-09-23,PORT01,V012_CARRIER,2,EXW,5,5,CUST_0009,PROD_1701870,PLANT18,PORT09,48765,22570.38
ORD1400718.3,2023-05-25,PORT06,V010_CARRIER,6,EXW,5,1,CUST_0050,PROD_1700405,PLANT13,PORT09,35237,271.01
ORD1400719.9,2024-07-21,PORT02,V003_CARRIER,4,CRF,0,4,CUST_0026,PROD_1701332,PLANT03,PORT09,44863,8882.74
ORD1400720.6,2022-10-15,PORT01,V003_CARRIER,6,DTD,2,0,CUST_0039,PROD_1701888,PLANT05,PORT09,38858,3793.83
ORD1400721.1,2023-12-18,PORT07,V011_CARRIER,11,DTP,5,1,CUST_0001,PROD_1701477,PLANT08,PORT09,45618,13327.12
ORD1400722.3,2022-07-19,PORT03,V004_CARRIER,8,DTD,5,4,CUST_0109,PROD_1700468,PLANT15,PORT09,24131,4688.58
