route_id,plant_code,date,picker_id,aisles_visited,num_stops,total_distance_m,total_time_min,items_picked,order_count,start_aisle,algorithm_used,optimized
ROUTE_000703,PLANT19,2023-07-11,PICKER_030,"[3, 4, 6, 11, 12, 13, 14, 16, 19]",9,177.14,4.2,30,2,1,DIJKSTRA,0
ROUTE_000704,PLANT18,2023-02-06,PICKER_006,"[1, 3, 5, 10, 11, 16]",6,99.39,2.5,17,6,1,ASTAR,1
ROUTE_000705,PLANT07,2023-07-23,PICKER_048,"[2, 3, 5, 7, 9, 12]",6,81.16,2.21,79,4,1,ASTAR,1
ROUTE_000706,PLANT06,2023-02-26,PICKER_004,"[1, 3, 4, 7, 8, 15, 19, 20]",8,128.05,4.08,6,5,1,GREEDY,1
ROUTE_000707,PLANT12,2023-10-28,PICKER_015,"[1, 4, 6, 8, 10, 11, 17, 19, 23]",9,134.45,3.2,52,7,1,DIJKSTRA,0
ROUTE_000708,PLANT20,2023-07-15,PICKER_027,"[1, 3, 7]",3,49.33,3.56,19,7,1,GREEDY,0
ROUTE_000709,PLANT03,2023-12-02,PICKER_033,"[1, 2, 3, 4, 6, 7, 10, 11]",8,147.03,5.03,15,5,1,DIJKSTRA,1
ROUTE_000710,PLANT10,2024-04-30,PICKER_012,"[3, 13]",2,44.57,3.85,21,10,1,MANUAL,0
ROUTE_000711,PLANT12,2023-10-14,PICKER_042,"[4, 8, 9, 18, 25]",5,126.38,3.03,62,9,1,MANUAL,0
ROUTE_000712,PLANT07,2023-10-09,PICKER_031,"[1, 3, 4, 5, 6, 7, 8, 10, 12]",9,197.25,6.84,73,9,1,GREEDY,1
ROUTE_000713,PLANT14,2024-02-19,PICKER_024,"[2, 3, 4, 5, 16, 26, 29]",7,144.66,5.84,61,2,1,GREEDY,0
ROUTE_000714,PLANT05,2023-07-05,PICKER_029,"[1, 2, 3, 4, 6, 8, 9]",7,125.9,3.48,42,9,1,ASTAR,1
ROUTE_000715,PLANT08,2023-06-24,PICKER_037,"[2, 12, 16, 28]",4,68.55,3.25,38,1,1,MANUAL,1
ROUTE_000716,PLANT02,2024-03-16,PICKER_046,"[2, 3, 4, 5]",4,62.87,2.56,74,5,1,DIJKSTRA,1
ROUTE_000717,PLANT04,2024-05-14,PICKER_003,"[1, 2, 3, 9, 14, 20]",6,104.97,5.04,18,8,1,DIJKSTRA,1
ROUTE_000718,PLANT02,2024-10-11,PICKER_037,"[1, 5, 6]",3,55.66,2.03,17,5,1,GREEDY,0
ROUTE_000719,PLANT11,2024-09-07,PICKER_045,"[1, 2]",2,25.78,1.44,76,6,1,MANUAL,0
ROUTE_000720,PLANT05,2023-03-16,PICKER_001,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",9,177.48,5.92,27,4,1,MANUAL,1
ROUTE_000721,PLANT18,2024-12-30,PICKER_029,"[3, 6, 14]",3,48.97,3.87,11,1,1,DIJKSTRA,1
ROUTE_000722,PLANT01,2023-08-26,PICKER_017,"[5, 8, 11, 17]",4,54.61,2.7,49,1,1,DIJKSTRA,1
ROUTE_000723,PLANT06,2023-09-22,PICKER_001,"[12, 15, 17, 19, 23, 24, 26, 27, 28]",9,169.47,5.01,77,10,1,MANUAL,1
ROUTE_000724,PLANT16,2023-04-22,PICKER_013,"[1, 5, 6, 10, 11, 12, 13, 14, 16]",9,134.87,5.66,30,8,1,ASTAR,0
ROUTE_000725,PLANT18,2024-03-24,PICKER_002,"[3, 6, 7, 14, 15]",5,96.61,2.88,34,4,1,DIJKSTRA,0
ROUTE_000726,PLANT07,2024-07-17,PICKER_050,"[5, 9]",2,36.54,2.89,61,9,1,MANUAL,0
ROUTE_000727,PLANT14,2023-12-27,PICKER_039,"[4, 5, 16]",3,23.12,2.25,46,3,1,GREEDY,0
ROUTE_000728,PLANT15,2023-04-12,PICKER_006,"[18, 22, 25]",3,37.11,1.27,37,9,1,DIJKSTRA,1
ROUTE_000729,PLANT12,2023-12-19,PICKER_011,"[3, 4, 6]",3,72.78,4.31,68,1,1,DIJKSTRA,1
ROUTE_000730,PLANT14,2023-03-13,PICKER_022,"[3, 4, 5, 7, 9, 10, 18, 20, 23, 25]",10,175.74,4.12,9,10,1,ASTAR,0
ROUTE_000731,PLANT18,2023-01-29,PICKER_035,"[3, 5, 7, 9, 11, 12, 13, 15, 16]",9,190.78,5.1,18,10,1,MANUAL,0
ROUTE_000732,PLANT16,2024-04-09,PICKER_036,"[2, 6, 8, 9, 10]",5,66.99,3.41,39,1,1,DIJKSTRA,0
ROUTE_000733,PLANT19,2023-06-19,PICKER_011,"[2, 4, 5, 6, 9, 14, 18, 19, 20, 21]",10,166.72,4.59,12,1,1,GREEDY,0
ROUTE_000734,PLANT17,2023-01-07,PICKER_012,"[5, 7, 9, 13, 14, 15, 16, 17, 20, 24]",10,176.82,4.79,77,9,1,DIJKSTRA,1
ROUTE_000735,PLANT05,2024-04-30,PICKER_035,"[2, 3, 4, 5, 6, 8, 9]",7,136.12,3.8,79,9,1,ASTAR,0
ROUTE_000736,PLANT14,2024-11-19,PICKER_024,"[2, 4, 7, 10, 12, 15, 21, 22, 23]",9,168.65,5.21,32,10,1,MANUAL,0
ROUTE_000737,PLANT03,2023-08-31,PICKER_009,"[2, 3, 4, 6, 8, 10]",6,132.97,5.16,11,2,1,GREEDY,1
ROUTE_000738,PLANT18,2023-09-07,PICKER_046,"[2, 3, 7, 9, 10, 11, 16]",7,107.54,3.68,74,7,1,ASTAR,1
ROUTE_000739,PLANT20,2024-08-09,PICKER_001,"[1, 3, 4, 7]",4,83.41,3.16,36,2,1,GREEDY,1
ROUTE_000740,PLANT03,2023-11-22,PICKER_023,"[1, 2, 3, 6, 7, 10]",6,97.06,3.73,28,7,1,GREEDY,0
ROUTE_000741,PLANT13,2024-02-20,PICKER_010,"[1, 3, 4, 5, 7, 8, 9, 10]",8,166.99,4.75,26,5,1,ASTAR,1
ROUTE_000742,PLANT16,2023-04-22,PICKER_020,"[5, 10, 14]",3,42.74,1.76,44,2,1,MANUAL,1
ROUTE_000743,PLANT07,2023-05-31,PICKER_028,"[3, 5, 7, 10, 11]",5,81.4,3.42,11,3,1,ASTAR,0
ROUTE_000744,PLANT04,2023-04-17,PICKER_034,"[1, 4, 8, 13, 17, 18, 19]",7,127.67,4.04,13,3,1,DIJKSTRA,1
ROUTE_000745,PLANT19,2024-12-02,PICKER_011,"[1, 11, 17, 20]",4,69.68,4.0,33,8,1,ASTAR,0
ROUTE_000746,PLANT08,2024-08-27,PICKER_035,"[1, 4, 9, 11, 12, 13, 18, 21, 22, 24]",10,177.28,6.1,22,4,1,DIJKSTRA,1
ROUTE_000747,PLANT03,2024-04-29,PICKER_020,"[2, 4, 5, 7]",4,85.55,2.83,49,1,1,GREEDY,0
ROUTE_000748,PLANT05,2024-11-29,PICKER_023,"[1, 2, 4, 5, 7, 9]",6,125.27,4.63,13,5,1,MANUAL,0
ROUTE_000749,PLANT03,2023-02-20,PICKER_050,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",10,166.25,5.55,45,2,1,GREEDY,1
ROUTE_000750,PLANT04,2024-07-22,PICKER_011,"[3, 5, 6, 7, 8, 10, 17, 20]",8,98.08,2.53,73,7,1,ASTAR,0
ROUTE_000751,PLANT09,2024-02-28,PICKER_001,"[2, 8]",2,25.36,2.6,53,1,1,DIJKSTRA,0
ROUTE_000752,PLANT14,2024-03-07,PICKER_031,"[1, 10, 16, 19, 20, 24, 27]",7,134.89,5.14,21,10,1,GREEDY,1
ROUTE_000753,PLANT08,2023-03-01,PICKER_033,"[3, 5, 7, 12, 14, 17, 18, 19, 20]",9,153.65,4.27,46,9,1,MANUAL,1
ROUTE_000754,PLANT20,2023-07-21,PICKER_050,"[1, 5, 6]",3,64.44,3.9,35,1,1,GREEDY,0
ROUTE_000755,PLANT18,2023-06-27,PICKER_024,"[2, 7, 9, 12, 14, 15, 16]",7,120.33,4.29,22,4,1,GREEDY,0
ROUTE_000756,PLANT13,2023-07-07,PICKER_021,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",9,108.8,3.48,51,8,1,MANUAL,1
ROUTE_000757,PLANT13,2023-07-15,PICKER_047,"[4, 5]",2,42.28,3.7,25,5,1,DIJKSTRA,0
ROUTE_000758,PLANT08,2024-10-17,PICKER_012,"[1, 3, 7, 8, 15, 16, 24, 25, 27, 28]",10,191.25,5.45,44,2,1,GREEDY,0
ROUTE_000759,PLANT01,2023-05-06,PICKER_045,"[4, 5, 6, 8, 16, 19, 20, 21, 22, 24]",10,173.88,6.48,35,5,1,MANUAL,1
ROUTE_000760,PLANT05,2023-04-25,PICKER_034,"[5, 9]",2,38.01,2.7,61,10,1,ASTAR,1
ROUTE_000761,PLANT10,2024-06-18,PICKER_018,"[3, 10, 19]",3,62.56,3.92,56,5,1,MANUAL,1
ROUTE_000762,PLANT04,2024-09-27,PICKER_034,"[4, 6, 7, 14, 18]",5,72.1,4.42,41,3,1,DIJKSTRA,1
ROUTE_000763,PLANT09,2024-08-08,PICKER_020,"[1, 5, 8, 9]",4,70.22,2.07,19,7,1,ASTAR,0
ROUTE_000764,PLANT09,2024-01-10,PICKER_008,"[1, 3, 4, 6, 7, 10]",6,76.2,2.99,20,10,1,DIJKSTRA,1
ROUTE_000765,PLANT16,2023-10-29,PICKER_034,"[3, 4, 6, 7, 11, 16]",6,98.32,3.19,23,4,1,GREEDY,1
ROUTE_000766,PLANT14,2023-04-27,PICKER_039,"[1, 3, 4, 5, 12, 14, 18, 21, 24, 26]",10,183.03,6.64,68,2,1,ASTAR,1
ROUTE_000767,PLANT18,2024-09-25,PICKER_041,"[1, 2, 5, 6, 10, 11, 12, 13]",8,160.51,4.74,10,10,1,MANUAL,1
ROUTE_000768,PLANT03,2024-07-31,PICKER_001,"[1, 2, 8]",3,68.31,3.04,24,6,1,DIJKSTRA,0
ROUTE_000769,PLANT09,2024-02-03,PICKER_031,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,197.0,5.5,24,8,1,DIJKSTRA,0
ROUTE_000770,PLANT07,2024-05-17,PICKER_046,"[1, 4, 11]",3,74.89,2.43,45,10,1,DIJKSTRA,0
ROUTE_000771,PLANT01,2024-01-16,PICKER_039,"[3, 4]",2,39.07,1.48,40,10,1,GREEDY,1
ROUTE_000772,PLANT08,2024-12-20,PICKER_001,"[2, 9, 12, 18, 21, 22, 23, 25, 27, 29]",10,201.97,5.59,15,9,1,DIJKSTRA,1
ROUTE_000773,PLANT18,2024-06-11,PICKER_028,"[1, 5, 7, 8, 10, 14, 15]",7,105.25,3.85,23,6,1,GREEDY,1
ROUTE_000774,PLANT03,2023-06-22,PICKER_025,"[1, 2, 3, 4, 6]",5,105.54,4.66,62,6,1,DIJKSTRA,0
ROUTE_000775,PLANT03,2023-09-19,PICKER_050,"[1, 5, 8, 9, 10, 11]",6,89.49,3.29,5,6,1,GREEDY,1
ROUTE_000776,PLANT13,2024-01-25,PICKER_047,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",9,164.31,4.72,72,5,1,ASTAR,1
ROUTE_000777,PLANT13,2024-08-27,PICKER_019,"[4, 6, 7, 10]",4,59.63,3.36,21,6,1,GREEDY,1
ROUTE_000778,PLANT05,2023-11-11,PICKER_001,"[1, 3, 5, 6, 8]",5,85.67,4.45,68,7,1,DIJKSTRA,1
ROUTE_000779,PLANT20,2024-11-01,PICKER_014,"[1, 3, 4, 5, 6, 7]",6,83.41,4.41,16,6,1,DIJKSTRA,0
ROUTE_000780,PLANT06,2023-03-07,PICKER_020,"[11, 14, 20, 23, 25]",5,100.21,2.8,42,2,1,MANUAL,1
ROUTE_000781,PLANT16,2023-01-10,PICKER_045,"[10, 15]",2,51.61,3.01,59,7,1,DIJKSTRA,1
ROUTE_000782,PLANT20,2024-02-17,PICKER_042,"[3, 7]",2,37.68,3.72,8,4,1,DIJKSTRA,1
ROUTE_000783,PLANT18,2023-04-11,PICKER_040,"[6, 8, 14, 15]",4,68.04,2.76,7,5,1,DIJKSTRA,1
ROUTE_000784,PLANT01,2023-08-31,PICKER_007,"[1, 3, 6, 13, 14, 18, 21, 22]",8,155.01,5.44,53,2,1,DIJKSTRA,0
ROUTE_000785,PLANT01,2023-03-17,PICKER_046,"[1, 2, 3, 6, 10, 12, 14, 15, 22, 25]",10,165.44,4.7,52,4,1,ASTAR,1
ROUTE_000786,PLANT20,2024-07-10,PICKER_026,"[1, 2, 3, 4, 5, 7]",6,106.47,3.71,11,1,1,ASTAR,1
ROUTE_000787,PLANT06,2023-08-24,PICKER_042,"[2, 4, 11, 12, 16, 20, 21, 22, 24, 27]",10,194.45,6.06,40,4,1,GREEDY,1
ROUTE_000788,PLANT20,2023-07-07,PICKER_049,"[1, 2, 3, 6, 7]",5,98.92,4.17,30,10,1,DIJKSTRA,1
ROUTE_000789,PLANT20,2023-08-25,PICKER_030,"[1, 4, 6, 7]",4,79.89,3.7,16,3,1,ASTAR,0
ROUTE_000790,PLANT11,2023-01-18,PICKER_035,"[1, 3, 4, 5]",4,95.99,3.23,32,9,1,GREEDY,1
ROUTE_000791,PLANT08,2024-08-19,PICKER_002,"[6, 10]",2,43.44,1.95,52,2,1,MANUAL,0
ROUTE_000792,PLANT20,2023-09-01,PICKER_037,"[1, 2, 4, 5, 6, 7]",6,134.62,4.59,36,3,1,MANUAL,1
ROUTE_000793,PLANT12,2023-10-14,PICKER_036,"[2, 3, 6, 10, 18, 21, 24]",7,142.55,4.76,71,2,1,DIJKSTRA,0
ROUTE_000794,PLANT16,2024-01-19,PICKER_029,"[3, 4, 6, 8, 11, 12, 13]",7,125.72,3.67,78,2,1,MANUAL,0
ROUTE_000795,PLANT06,2024-08-27,PICKER_040,"[17, 21]",2,38.11,3.02,28,6,1,DIJKSTRA,1
ROUTE_000796,PLANT09,2023-06-14,PICKER_002,"[2, 3, 5, 6, 8, 9]",6,101.42,4.71,64,5,1,DIJKSTRA,0
ROUTE_000797,PLANT04,2023-02-27,PICKER_040,"[1, 5, 6, 10, 11, 13, 15, 17]",8,93.12,2.76,57,1,1,MANUAL,1
ROUTE_000798,PLANT19,2023-04-22,PICKER_037,"[7, 13]",2,56.82,2.2,24,2,1,MANUAL,0
ROUTE_000799,PLANT11,2024-08-04,PICKER_017,"[1, 2, 3, 4, 5]",5,88.0,4.63,20,10,1,MANUAL,0
ROUTE_000800,PLANT07,2024-09-15,PICKER_043,"[1, 4, 7, 11]",4,57.7,2.84,57,9,1,ASTAR,1
ROUTE_000801,PLANT20,2024-08-01,PICKER_048,"[1, 5, 7]",3,37.78,2.34,52,10,1,MANUAL,1
ROUTE_000802,PLANT02,2024-01-27,PICKER_011,"[1, 2, 3, 4, 5, 6]",6,98.69,4.52,16,8,1,DIJKSTRA,0
ROUTE_000803,PLANT08,2024-12-16,PICKER_048,"[3, 7, 15, 17, 22]",5,63.95,3.63,31,3,1,ASTAR,1
ROUTE_000804,PLANT03,2023-03-29,PICKER_043,"[1, 3, 5, 6, 7, 10]",6,117.12,3.09,25,7,1,GREEDY,1
ROUTE_000805,PLANT13,2023-12-15,PICKER_010,"[1, 2, 4, 6, 7, 8]",6,111.24,4.94,39,2,1,MANUAL,0
ROUTE_000806,PLANT17,2023-11-01,PICKER_029,"[5, 12, 14]",3,51.34,2.91,54,8,1,MANUAL,0
ROUTE_000807,PLANT03,2024-03-16,PICKER_018,"[1, 2, 3, 4, 5, 7, 9, 10, 11]",9,171.61,5.11,44,4,1,GREEDY,1
ROUTE_000808,PLANT19,2024-11-19,PICKER_045,"[1, 4, 6, 7, 12, 13, 14, 19, 20, 22]",10,148.59,5.18,21,7,1,MANUAL,0
ROUTE_000809,PLANT10,2023-12-30,PICKER_014,"[1, 2, 3, 4, 5, 7, 10, 17, 20]",9,162.52,5.65,53,5,1,DIJKSTRA,0
ROUTE_000810,PLANT17,2023-10-28,PICKER_045,"[1, 9, 12, 14, 17]",5,89.68,3.72,6,1,1,MANUAL,1
ROUTE_000811,PLANT07,2024-06-01,PICKER_048,"[1, 5, 11]",3,29.97,1.9,67,10,1,GREEDY,0
ROUTE_000812,PLANT13,2024-11-04,PICKER_001,"[1, 2, 8, 9]",4,74.07,3.63,36,10,1,GREEDY,0
ROUTE_000813,PLANT20,2023-05-10,PICKER_022,"[2, 4, 5, 6]",4,61.8,3.66,27,1,1,GREEDY,1
ROUTE_000814,PLANT12,2023-11-28,PICKER_043,"[3, 4, 8, 16, 21, 24]",6,92.69,4.33,33,1,1,GREEDY,0
ROUTE_000815,PLANT14,2023-06-24,PICKER_016,"[8, 15, 21, 25]",4,66.89,3.7,29,3,1,ASTAR,1
ROUTE_000816,PLANT18,2023-03-01,PICKER_049,"[1, 2, 8, 11, 13, 16]",6,88.2,2.27,9,9,1,MANUAL,0
ROUTE_000817,PLANT03,2024-04-12,PICKER_012,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",10,178.89,5.09,23,9,1,MANUAL,0
ROUTE_000818,PLANT06,2023-02-02,PICKER_042,"[9, 10]",2,29.53,2.59,6,6,1,GREEDY,1
ROUTE_000819,PLANT13,2023-12-13,PICKER_032,"[2, 4, 7]",3,45.65,2.74,12,9,1,DIJKSTRA,0
ROUTE_000820,PLANT01,2024-05-31,PICKER_037,"[2, 19]",2,44.6,2.13,42,7,1,MANUAL,0
ROUTE_000821,PLANT12,2023-07-08,PICKER_009,"[2, 6, 7, 9, 13, 22, 23, 24, 25]",9,164.0,6.22,20,2,1,MANUAL,0
ROUTE_000822,PLANT10,2024-05-11,PICKER_036,"[14, 17, 23]",3,41.64,1.99,76,7,1,GREEDY,1
ROUTE_000823,PLANT15,2023-04-20,PICKER_042,"[11, 13, 17]",3,40.87,3.78,79,8,1,ASTAR,1
ROUTE_000824,PLANT12,2023-06-11,PICKER_010,"[7, 23, 24]",3,48.56,1.66,56,3,1,DIJKSTRA,1
ROUTE_000825,PLANT08,2024-04-17,PICKER_045,"[10, 26, 28]",3,44.55,3.65,52,6,1,DIJKSTRA,1
ROUTE_000826,PLANT15,2024-02-03,PICKER_049,"[2, 4, 13, 16, 18, 20, 22, 24, 25]",9,140.38,3.33,63,5,1,MANUAL,0
ROUTE_000827,PLANT16,2023-04-04,PICKER_002,"[8, 15]",2,43.86,2.54,79,4,1,DIJKSTRA,0
ROUTE_000828,PLANT19,2024-03-29,PICKER_005,"[2, 10]",2,14.22,2.48,80,4,1,GREEDY,0
ROUTE_000829,PLANT14,2023-05-30,PICKER_016,"[12, 16, 17, 21, 22]",5,93.4,2.75,68,7,1,DIJKSTRA,1
ROUTE_000830,PLANT17,2023-06-15,PICKER_006,"[2, 17, 22, 24]",4,104.78,3.84,46,2,1,MANUAL,1
ROUTE_000831,PLANT07,2023-03-20,PICKER_049,"[3, 11]",2,35.51,3.18,31,3,1,GREEDY,0
ROUTE_000832,PLANT13,2023-10-04,PICKER_035,"[1, 2, 9]",3,58.75,1.7,5,2,1,ASTAR,0
ROUTE_000833,PLANT04,2023-06-29,PICKER_050,"[9, 20]",2,35.62,1.46,73,3,1,DIJKSTRA,1
ROUTE_000834,PLANT08,2024-12-15,PICKER_007,"[3, 10, 12, 13, 16, 20, 21, 22, 23]",9,151.27,5.56,33,9,1,MANUAL,0
ROUTE_000835,PLANT06,2023-06-02,PICKER_023,"[12, 16, 26]",3,50.83,1.52,24,10,1,GREEDY,1
ROUTE_000836,PLANT14,2024-05-19,PICKER_028,"[1, 19]",2,35.81,1.8,30,1,1,GREEDY,0
ROUTE_000837,PLANT09,2023-08-10,PICKER_016,"[1, 2, 3, 5, 6, 7, 9, 10]",8,151.84,5.23,76,3,1,MANUAL,1
ROUTE_000838,PLANT19,2023-05-11,PICKER_019,"[1, 14]",2,33.57,1.88,40,10,1,MANUAL,1
ROUTE_000839,PLANT01,2024-08-01,PICKER_038,"[4, 7, 8, 11, 16, 20, 22]",7,117.87,4.92,71,8,1,GREEDY,1
ROUTE_000840,PLANT12,2024-10-01,PICKER_037,"[1, 3, 4, 8, 10, 21, 22]",7,102.14,4.85,78,9,1,ASTAR,1
ROUTE_000841,PLANT11,2024-10-25,PICKER_019,"[1, 4, 5]",3,52.42,4.03,40,8,1,MANUAL,0
ROUTE_000842,PLANT20,2023-10-21,PICKER_009,"[1, 6]",2,36.74,1.91,74,1,1,DIJKSTRA,1
ROUTE_000843,PLANT06,2023-03-09,PICKER_017,"[1, 4, 6, 7, 10, 15, 17, 18, 26]",9,148.08,5.83,48,4,1,MANUAL,1
ROUTE_000844,PLANT07,2023-07-03,PICKER_014,"[1, 2, 3, 4, 5, 6, 7, 11, 12]",9,168.12,5.07,68,7,1,MANUAL,1
ROUTE_000845,PLANT03,2023-05-24,PICKER_002,"[3, 4, 7, 10]",4,76.44,3.52,37,7,1,MANUAL,1
ROUTE_000846,PLANT02,2024-04-06,PICKER_007,"[1, 3, 6]",3,66.63,4.22,68,6,1,ASTAR,0
ROUTE_000847,PLANT17,2024-12-21,PICKER_002,"[3, 4, 6, 11, 17, 23]",6,124.39,4.19,28,5,1,MANUAL,0
ROUTE_000848,PLANT07,2023-01-20,PICKER_046,"[5, 6, 11]",3,45.47,1.52,27,9,1,GREEDY,1
ROUTE_000849,PLANT06,2023-12-16,PICKER_029,"[11, 23]",2,14.93,2.06,62,9,1,DIJKSTRA,1
ROUTE_000850,PLANT15,2023-07-09,PICKER_043,"[5, 14, 18, 22, 25]",5,67.82,2.1,45,3,1,ASTAR,1
ROUTE_000851,PLANT02,2024-08-05,PICKER_031,"[1, 3]",2,41.48,3.53,28,3,1,MANUAL,0
ROUTE_000852,PLANT11,2023-06-16,PICKER_018,"[1, 2, 4, 5]",4,36.04,3.6,64,2,1,MANUAL,1
ROUTE_000853,PLANT02,2024-10-27,PICKER_019,"[1, 2, 3, 4, 5, 6]",6,84.77,4.35,31,4,1,GREEDY,1
ROUTE_000854,PLANT02,2023-09-03,PICKER_041,"[3, 4]",2,25.8,1.5,44,1,1,ASTAR,1
ROUTE_000855,PLANT06,2023-08-21,PICKER_038,"[3, 4, 5, 11, 14, 17]",6,86.88,4.18,30,10,1,DIJKSTRA,1
ROUTE_000856,PLANT14,2024-03-22,PICKER_008,"[19, 22, 28]",3,50.48,3.46,76,1,1,MANUAL,1
ROUTE_000857,PLANT05,2023-10-21,PICKER_026,"[1, 2, 5, 6, 7, 9]",6,105.33,4.71,44,1,1,DIJKSTRA,0
ROUTE_000858,PLANT02,2023-05-15,PICKER_003,"[2, 3, 5, 6]",4,48.36,3.43,64,1,1,MANUAL,1
ROUTE_000859,PLANT10,2024-04-18,PICKER_024,"[2, 3, 4, 7, 8, 9, 18, 19, 20, 22]",10,159.61,6.05,49,10,1,MANUAL,1
ROUTE_000860,PLANT18,2023-04-05,PICKER_047,"[3, 7, 16]",3,53.29,2.68,47,3,1,ASTAR,0
ROUTE_000861,PLANT12,2023-12-29,PICKER_034,"[9, 12, 20, 21]",4,55.22,3.11,65,3,1,ASTAR,0
ROUTE_000862,PLANT13,2024-06-08,PICKER_018,"[3, 4, 7]",3,70.78,3.85,7,4,1,GREEDY,0
ROUTE_000863,PLANT16,2023-08-10,PICKER_042,"[2, 5, 13, 15]",4,76.07,3.46,69,7,1,ASTAR,0
ROUTE_000864,PLANT16,2024-05-31,PICKER_035,"[1, 3, 7, 9, 10, 11, 12, 14, 16]",9,161.52,5.31,45,2,1,MANUAL,1
ROUTE_000865,PLANT15,2023-01-16,PICKER_030,"[1, 18]",2,27.55,2.02,33,3,1,ASTAR,1
ROUTE_000866,PLANT19,2024-04-23,PICKER_028,"[1, 3, 5, 6, 8, 12, 13, 14, 17, 23]",10,195.05,6.03,9,2,1,ASTAR,0
ROUTE_000867,PLANT17,2024-07-27,PICKER_050,"[14, 18]",2,49.45,2.51,74,8,1,ASTAR,1
ROUTE_000868,PLANT20,2024-05-27,PICKER_023,"[1, 2, 3, 5, 6, 7]",6,85.09,2.91,30,7,1,DIJKSTRA,1
ROUTE_000869,PLANT12,2024-02-07,PICKER_024,"[8, 10, 12, 16, 19]",5,70.39,2.28,72,2,1,ASTAR,1
ROUTE_000870,PLANT10,2023-01-03,PICKER_014,"[2, 14, 21, 24]",4,80.96,3.89,34,8,1,MANUAL,1
ROUTE_000871,PLANT15,2023-12-26,PICKER_020,"[13, 14, 16, 17, 19, 24]",6,120.62,3.85,30,1,1,DIJKSTRA,0
ROUTE_000872,PLANT20,2023-09-25,PICKER_016,"[1, 2, 3, 5, 6, 7]",6,102.43,3.51,22,4,1,DIJKSTRA,1
ROUTE_000873,PLANT01,2023-02-07,PICKER_046,"[3, 5, 12, 14, 16, 17, 18, 25]",8,112.22,3.8,54,9,1,GREEDY,1
ROUTE_000874,PLANT08,2024-03-14,PICKER_027,"[4, 7, 10, 13, 20, 21, 22, 23]",8,145.8,5.71,68,4,1,MANUAL,1
ROUTE_000875,PLANT02,2024-11-02,PICKER_026,"[1, 2, 3, 4, 5, 6]",6,111.01,4.53,12,4,1,DIJKSTRA,0
ROUTE_000876,PLANT18,2023-06-14,PICKER_039,"[2, 4, 5, 9, 10, 11, 13, 14, 15, 16]",10,204.03,6.35,36,2,1,GREEDY,0
ROUTE_000877,PLANT14,2024-05-21,PICKER_037,"[4, 6, 9, 11, 13, 15, 17, 19, 24, 25]",10,161.97,6.14,55,2,1,DIJKSTRA,0
ROUTE_000878,PLANT07,2024-11-13,PICKER_013,"[2, 3, 4, 8, 9, 11, 12]",7,119.68,3.06,20,2,1,ASTAR,0
ROUTE_000879,PLANT01,2024-09-04,PICKER_015,"[2, 13, 14, 17, 18, 25]",6,112.93,5.18,37,1,1,DIJKSTRA,1
ROUTE_000880,PLANT10,2023-09-15,PICKER_028,"[10, 19, 21]",3,53.19,3.34,8,6,1,ASTAR,0
ROUTE_000881,PLANT03,2024-06-23,PICKER_027,"[2, 3, 6, 8, 10]",5,70.93,2.56,75,5,1,GREEDY,1
ROUTE_000882,PLANT14,2023-05-28,PICKER_042,"[17, 19, 20, 23, 24, 25, 29]",7,98.17,3.24,58,7,1,DIJKSTRA,0
ROUTE_000883,PLANT05,2024-04-04,PICKER_014,"[2, 7, 8, 9]",4,92.06,2.58,37,2,1,GREEDY,0
ROUTE_000884,PLANT19,2024-02-03,PICKER_040,"[2, 10, 14, 19]",4,83.37,4.45,75,10,1,DIJKSTRA,1
ROUTE_000885,PLANT19,2024-04-02,PICKER_023,"[2, 3, 7, 8, 12, 15, 17, 19, 23]",9,129.2,4.01,72,10,1,MANUAL,0
ROUTE_000886,PLANT11,2024-07-03,PICKER_024,"[1, 2, 4]",3,52.53,2.91,28,7,1,DIJKSTRA,0
ROUTE_000887,PLANT20,2023-01-03,PICKER_028,"[1, 2, 3, 4, 5, 7]",6,89.47,3.15,65,6,1,DIJKSTRA,0
ROUTE_000888,PLANT07,2024-07-27,PICKER_024,"[3, 6, 7, 9, 11, 12]",6,122.02,3.58,66,2,1,GREEDY,1
ROUTE_000889,PLANT03,2024-07-30,PICKER_009,"[1, 2, 3, 4, 5, 8, 9, 10, 11]",9,169.08,5.11,35,4,1,ASTAR,1
ROUTE_000890,PLANT09,2024-08-06,PICKER_003,"[6, 10]",2,21.24,3.24,43,8,1,MANUAL,0
ROUTE_000891,PLANT03,2023-10-11,PICKER_028,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",9,137.76,3.79,45,4,1,DIJKSTRA,1
ROUTE_000892,PLANT13,2024-08-20,PICKER_023,"[2, 5, 6]",3,53.04,4.05,61,1,1,DIJKSTRA,1
ROUTE_000893,PLANT13,2024-07-04,PICKER_031,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",9,153.89,4.36,13,2,1,MANUAL,0
ROUTE_000894,PLANT13,2023-01-04,PICKER_021,"[2, 3, 4, 5, 6, 8]",6,143.1,3.68,46,5,1,MANUAL,1
