Plant_Code,Product_ID
PLANT15,PROD_1700384
PLANT17,PROD_1700384
PLANT05,PROD_1700384
PLANT03,PROD_1700385
PLANT08,PROD_1700385
PLANT15,PROD_1700385
PLANT12,PROD_1700385
PLANT14,PROD_1700386
PLANT13,PROD_1700387
PLANT08,PROD_1700388
PLANT13,PROD_1700388
PLANT03,PROD_1700388
PLANT08,PROD_1700389
PLANT01,PROD_1700389
PLANT11,PROD_1700389
PLANT11,PROD_1700390
PLANT05,PROD_1700391
PLANT02,PROD_1700391
PLANT16,PROD_1700392
PLANT05,PROD_1700392
PLANT20,PROD_1700392
PLANT20,PROD_1700393
PLANT01,PROD_1700393
PLANT03,PROD_1700393
PLANT19,PROD_1700393
PLANT07,PROD_1700394
PLANT05,PROD_1700394
PLANT18,PROD_1700394
PLANT04,PROD_1700395
PLANT10,PROD_1700395
PLANT08,PROD_1700395
PLANT19,PROD_1700395
PLANT02,PROD_1700396
PLANT14,PROD_1700397
PLANT15,PROD_1700397
PLANT04,PROD_1700398
PLANT20,PROD_1700399
PLANT18,PROD_1700399
PLANT01,PROD_1700399
PLANT17,PROD_1700399
PLANT05,PROD_1700400
PLANT10,PROD_1700400
PLANT01,PROD_1700401
PLANT12,PROD_1700401
PLANT08,PROD_1700401
PLANT14,PROD_1700401
PLANT03,PROD_1700402
PLANT17,PROD_1700402
PLANT03,PROD_1700403
PLANT17,PROD_1700403
PLANT18,PROD_1700403
PLANT13,PROD_1700404
PLANT02,PROD_1700405
PLANT13,PROD_1700405
PLANT12,PROD_1700405
PLANT09,PROD_1700405
PLANT12,PROD_1700406
PLANT12,PROD_1700407
PLANT04,PROD_1700408
PLANT19,PROD_1700408
PLANT05,PROD_1700409
PLANT02,PROD_1700409
PLANT12,PROD_1700409
PLANT06,PROD_1700410
PLANT15,PROD_1700410
PLANT16,PROD_1700410
PLANT05,PROD_1700411
PLANT03,PROD_1700411
PLANT02,PROD_1700412
PLANT10,PROD_1700412
PLANT07,PROD_1700412
PLANT20,PROD_1700412
PLANT02,PROD_1700413
PLANT11,PROD_1700413
PLANT17,PROD_1700414
PLANT13,PROD_1700414
PLANT18,PROD_1700414
PLANT09,PROD_1700415
PLANT02,PROD_1700415
PLANT07,PROD_1700415
PLANT10,PROD_1700415
PLANT02,PROD_1700416
PLANT11,PROD_1700416
PLANT09,PROD_1700416
PLANT12,PROD_1700417
PLANT13,PROD_1700418
PLANT15,PROD_1700418
PLANT20,PROD_1700418
PLANT11,PROD_1700418
PLANT16,PROD_1700419
PLANT20,PROD_1700419
PLANT17,PROD_1700420
PLANT09,PROD_1700420
PLANT03,PROD_1700420
PLANT03,PROD_1700421
PLANT14,PROD_1700421
PLANT06,PROD_1700421
PLANT10,PROD_1700421
PLANT04,PROD_1700422
PLANT03,PROD_1700422
PLANT11,PROD_1700422
PLANT10,PROD_1700423
PLANT15,PROD_1700423
PLANT14,PROD_1700423
PLANT15,PROD_1700424
PLANT12,PROD_1700424
PLANT02,PROD_1700425
PLANT12,PROD_1700425
PLANT14,PROD_1700425
PLANT09,PROD_1700425
PLANT03,PROD_1700426
PLANT12,PROD_1700427
PLANT17,PROD_1700427
PLANT06,PROD_1700427
PLANT01,PROD_1700427
PLANT20,PROD_1700428
PLANT15,PROD_1700428
PLANT05,PROD_1700429
PLANT08,PROD_1700430
PLANT12,PROD_1700431
PLANT13,PROD_1700431
PLANT02,PROD_1700431
PLANT15,PROD_1700432
PLANT12,PROD_1700432
PLANT15,PROD_1700433
PLANT03,PROD_1700433
PLANT05,PROD_1700433
PLANT13,PROD_1700434
PLANT11,PROD_1700434
PLANT09,PROD_1700434
PLANT04,PROD_1700435
PLANT01,PROD_1700435
PLANT16,PROD_1700436
PLANT17,PROD_1700436
PLANT18,PROD_1700437
PLANT04,PROD_1700437
PLANT09,PROD_1700437
PLANT20,PROD_1700437
PLANT07,PROD_1700438
PLANT10,PROD_1700438
PLANT16,PROD_1700438
PLANT20,PROD_1700438
PLANT05,PROD_1700439
PLANT15,PROD_1700440
PLANT15,PROD_1700441
PLANT03,PROD_1700441
PLANT12,PROD_1700442
PLANT03,PROD_1700442
PLANT18,PROD_1700442
PLANT10,PROD_1700443
PLANT06,PROD_1700443
PLANT19,PROD_1700443
PLANT17,PROD_1700444
PLANT08,PROD_1700444
PLANT04,PROD_1700444
PLANT05,PROD_1700445
PLANT08,PROD_1700445
PLANT01,PROD_1700446
PLANT12,PROD_1700446
PLANT18,PROD_1700446
PLANT19,PROD_1700446
PLANT18,PROD_1700447
PLANT05,PROD_1700447
PLANT03,PROD_1700447
PLANT20,PROD_1700447
PLANT13,PROD_1700448
PLANT16,PROD_1700448
PLANT17,PROD_1700448
PLANT14,PROD_1700449
PLANT19,PROD_1700449
PLANT03,PROD_1700449
PLANT05,PROD_1700449
PLANT03,PROD_1700450
PLANT15,PROD_1700450
PLANT19,PROD_1700450
PLANT05,PROD_1700451
PLANT18,PROD_1700451
PLANT06,PROD_1700451
PLANT14,PROD_1700452
PLANT17,PROD_1700452
PLANT04,PROD_1700453
PLANT10,PROD_1700454
PLANT06,PROD_1700454
PLANT11,PROD_1700455
PLANT08,PROD_1700455
PLANT17,PROD_1700456
PLANT10,PROD_1700456
PLANT03,PROD_1700456
PLANT07,PROD_1700457
PLANT18,PROD_1700457
PLANT09,PROD_1700457
PLANT10,PROD_1700458
PLANT18,PROD_1700458
PLANT17,PROD_1700459
PLANT19,PROD_1700460
PLANT20,PROD_1700460
PLANT06,PROD_1700461
PLANT11,PROD_1700461
PLANT01,PROD_1700462
PLANT02,PROD_1700463
PLANT07,PROD_1700464
PLANT19,PROD_1700464
PLANT14,PROD_1700464
PLANT16,PROD_1700465
PLANT10,PROD_1700466
PLANT16,PROD_1700466
PLANT08,PROD_1700466
PLANT10,PROD_1700467
PLANT15,PROD_1700467
PLANT03,PROD_1700467
PLANT02,PROD_1700467
PLANT15,PROD_1700468
PLANT14,PROD_1700468
PLANT15,PROD_1700469
PLANT07,PROD_1700469
PLANT11,PROD_1700469
PLANT05,PROD_1700469
PLANT11,PROD_1700470
PLANT12,PROD_1700470
PLANT13,PROD_1700470
PLANT12,PROD_1700471
PLANT17,PROD_1700471
PLANT11,PROD_1700472
PLANT15,PROD_1700473
PLANT04,PROD_1700473
PLANT15,PROD_1700474
PLANT08,PROD_1700474
PLANT05,PROD_1700474
PLANT02,PROD_1700475
PLANT13,PROD_1700476
PLANT14,PROD_1700476
PLANT08,PROD_1700476
PLANT11,PROD_1700477
PLANT19,PROD_1700477
PLANT07,PROD_1700478
PLANT06,PROD_1700478
PLANT16,PROD_1700478
PLANT16,PROD_1700479
PLANT10,PROD_1700479
PLANT20,PROD_1700479
PLANT01,PROD_1700479
PLANT13,PROD_1700480
PLANT08,PROD_1700481
PLANT07,PROD_1700481
PLANT12,PROD_1700481
PLANT02,PROD_1700481
PLANT10,PROD_1700482
PLANT20,PROD_1700483
PLANT16,PROD_1700483
PLANT10,PROD_1700483
PLANT01,PROD_1700483
PLANT14,PROD_1700484
PLANT09,PROD_1700485
PLANT12,PROD_1700485
PLANT12,PROD_1700486
PLANT02,PROD_1700486
PLANT13,PROD_1700486
PLANT19,PROD_1700486
PLANT12,PROD_1700487
PLANT18,PROD_1700487
PLANT03,PROD_1700488
PLANT13,PROD_1700488
PLANT17,PROD_1700488
PLANT18,PROD_1700489
PLANT09,PROD_1700489
PLANT04,PROD_1700489
PLANT05,PROD_1700489
PLANT13,PROD_1700490
PLANT11,PROD_1700491
PLANT18,PROD_1700491
PLANT12,PROD_1700491
PLANT07,PROD_1700492
PLANT17,PROD_1700492
PLANT17,PROD_1700493
PLANT02,PROD_1700493
PLANT19,PROD_1700493
PLANT18,PROD_1700493
PLANT11,PROD_1700494
PLANT16,PROD_1700494
PLANT05,PROD_1700495
PLANT17,PROD_1700495
PLANT20,PROD_1700495
PLANT11,PROD_1700495
PLANT06,PROD_1700496
PLANT13,PROD_1700496
PLANT10,PROD_1700496
PLANT17,PROD_1700497
PLANT20,PROD_1700497
PLANT18,PROD_1700497
PLANT19,PROD_1700498
PLANT10,PROD_1700498
PLANT16,PROD_1700498
PLANT01,PROD_1700498
PLANT11,PROD_1700499
PLANT04,PROD_1700499
PLANT14,PROD_1700499
PLANT01,PROD_1700500
PLANT16,PROD_1700500
PLANT09,PROD_1700500
PLANT02,PROD_1700501
PLANT19,PROD_1700501
PLANT06,PROD_1700502
PLANT17,PROD_1700502
PLANT13,PROD_1700502
PLANT05,PROD_1700502
PLANT02,PROD_1700503
PLANT19,PROD_1700503
PLANT07,PROD_1700504
PLANT15,PROD_1700505
PLANT14,PROD_1700506
PLANT05,PROD_1700506
PLANT20,PROD_1700506
PLANT14,PROD_1700507
PLANT17,PROD_1700507
PLANT02,PROD_1700508
PLANT05,PROD_1700508
PLANT17,PROD_1700508
PLANT07,PROD_1700508
PLANT16,PROD_1700509
PLANT17,PROD_1700509
PLANT13,PROD_1700509
PLANT06,PROD_1700510
PLANT15,PROD_1700510
PLANT18,PROD_1700510
PLANT18,PROD_1700511
PLANT12,PROD_1700511
PLANT09,PROD_1700511
PLANT07,PROD_1700512
PLANT08,PROD_1700512
PLANT09,PROD_1700512
PLANT10,PROD_1700512
PLANT10,PROD_1700513
PLANT20,PROD_1700513
PLANT16,PROD_1700514
PLANT11,PROD_1700514
PLANT12,PROD_1700515
PLANT18,PROD_1700515
PLANT09,PROD_1700515
PLANT10,PROD_1700515
PLANT19,PROD_1700516
PLANT13,PROD_1700517
PLANT12,PROD_1700517
PLANT05,PROD_1700517
PLANT10,PROD_1700517
PLANT10,PROD_1700518
PLANT12,PROD_1700519
PLANT09,PROD_1700520
PLANT16,PROD_1700520
PLANT07,PROD_1700520
PLANT18,PROD_1700520
PLANT18,PROD_1700521
PLANT09,PROD_1700521
PLANT05,PROD_1700521
PLANT20,PROD_1700522
PLANT08,PROD_1700523
PLANT02,PROD_1700523
PLANT08,PROD_1700524
PLANT02,PROD_1700524
PLANT14,PROD_1700525
PLANT16,PROD_1700526
PLANT04,PROD_1700526
PLANT05,PROD_1700526
PLANT18,PROD_1700527
PLANT14,PROD_1700528
PLANT16,PROD_1700528
PLANT07,PROD_1700529
PLANT10,PROD_1700529
PLANT11,PROD_1700529
PLANT19,PROD_1700529
PLANT03,PROD_1700530
PLANT18,PROD_1700531
PLANT02,PROD_1700531
PLANT14,PROD_1700532
PLANT06,PROD_1700532
PLANT13,PROD_1700533
PLANT06,PROD_1700534
PLANT10,PROD_1700534
PLANT02,PROD_1700534
PLANT01,PROD_1700534
PLANT19,PROD_1700535
PLANT04,PROD_1700535
PLANT11,PROD_1700535
PLANT15,PROD_1700536
PLANT18,PROD_1700536
PLANT17,PROD_1700536
PLANT05,PROD_1700537
PLANT17,PROD_1700537
PLANT15,PROD_1700537
PLANT09,PROD_1700537
PLANT04,PROD_1700538
PLANT11,PROD_1700538
PLANT15,PROD_1700539
PLANT09,PROD_1700539
PLANT01,PROD_1700540
PLANT11,PROD_1700540
PLANT19,PROD_1700541
PLANT07,PROD_1700541
PLANT06,PROD_1700541
PLANT14,PROD_1700542
PLANT17,PROD_1700542
PLANT11,PROD_1700542
PLANT03,PROD_1700542
PLANT04,PROD_1700543
PLANT06,PROD_1700543
PLANT05,PROD_1700543
PLANT16,PROD_1700543
PLANT08,PROD_1700544
PLANT01,PROD_1700544
PLANT09,PROD_1700544
PLANT08,PROD_1700545
PLANT15,PROD_1700545
PLANT09,PROD_1700545
PLANT11,PROD_1700545
PLANT19,PROD_1700546
PLANT20,PROD_1700546
PLANT01,PROD_1700546
PLANT12,PROD_1700547
PLANT08,PROD_1700547
PLANT02,PROD_1700547
PLANT15,PROD_1700548
PLANT06,PROD_1700549
PLANT13,PROD_1700549
PLANT17,PROD_1700549
PLANT04,PROD_1700550
PLANT10,PROD_1700550
PLANT12,PROD_1700550
PLANT08,PROD_1700551
PLANT05,PROD_1700551
PLANT05,PROD_1700552
PLANT15,PROD_1700552
PLANT12,PROD_1700552
PLANT14,PROD_1700552
PLANT18,PROD_1700553
PLANT07,PROD_1700553
PLANT08,PROD_1700553
PLANT03,PROD_1700553
PLANT17,PROD_1700554
PLANT12,PROD_1700554
PLANT03,PROD_1700554
PLANT04,PROD_1700554
PLANT18,PROD_1700555
PLANT19,PROD_1700556
PLANT18,PROD_1700556
PLANT06,PROD_1700557
PLANT11,PROD_1700557
PLANT04,PROD_1700558
PLANT07,PROD_1700558
PLANT16,PROD_1700558
PLANT03,PROD_1700558
PLANT02,PROD_1700559
PLANT15,PROD_1700559
PLANT05,PROD_1700559
PLANT17,PROD_1700559
PLANT15,PROD_1700560
PLANT19,PROD_1700560
PLANT02,PROD_1700560
PLANT20,PROD_1700560
PLANT01,PROD_1700561
PLANT13,PROD_1700561
PLANT09,PROD_1700561
PLANT07,PROD_1700562
PLANT02,PROD_1700563
PLANT12,PROD_1700564
PLANT03,PROD_1700564
PLANT18,PROD_1700564
PLANT02,PROD_1700564
PLANT16,PROD_1700565
PLANT10,PROD_1700566
PLANT06,PROD_1700567
PLANT05,PROD_1700567
PLANT14,PROD_1700567
PLANT12,PROD_1700567
PLANT15,PROD_1700568
PLANT13,PROD_1700568
PLANT19,PROD_1700568
PLANT03,PROD_1700568
PLANT12,PROD_1700569
PLANT04,PROD_1700569
PLANT18,PROD_1700570
PLANT13,PROD_1700570
PLANT08,PROD_1700571
PLANT01,PROD_1700571
PLANT10,PROD_1700572
PLANT18,PROD_1700573
PLANT14,PROD_1700573
PLANT20,PROD_1700573
PLANT13,PROD_1700573
PLANT08,PROD_1700574
PLANT15,PROD_1700574
PLANT05,PROD_1700575
PLANT09,PROD_1700575
PLANT07,PROD_1700575
PLANT02,PROD_1700576
PLANT20,PROD_1700577
PLANT01,PROD_1700577
PLANT08,PROD_1700577
PLANT07,PROD_1700577
PLANT04,PROD_1700578
PLANT15,PROD_1700579
PLANT08,PROD_1700580
PLANT13,PROD_1700581
PLANT08,PROD_1700582
PLANT18,PROD_1700582
PLANT07,PROD_1700582
PLANT02,PROD_1700582
PLANT17,PROD_1700583
PLANT10,PROD_1700583
PLANT19,PROD_1700584
PLANT11,PROD_1700584
PLANT08,PROD_1700585
PLANT10,PROD_1700585
PLANT05,PROD_1700585
PLANT14,PROD_1700586
PLANT10,PROD_1700586
PLANT02,PROD_1700587
PLANT18,PROD_1700587
PLANT06,PROD_1700587
PLANT18,PROD_1700588
PLANT16,PROD_1700588
PLANT02,PROD_1700588
PLANT12,PROD_1700588
PLANT17,PROD_1700589
PLANT11,PROD_1700589
PLANT14,PROD_1700589
PLANT18,PROD_1700589
PLANT10,PROD_1700590
PLANT13,PROD_1700590
PLANT18,PROD_1700591
PLANT16,PROD_1700591
PLANT08,PROD_1700592
PLANT10,PROD_1700592
PLANT15,PROD_1700593
PLANT02,PROD_1700593
PLANT14,PROD_1700594
PLANT18,PROD_1700594
PLANT17,PROD_1700594
PLANT05,PROD_1700594
PLANT08,PROD_1700595
PLANT09,PROD_1700595
PLANT07,PROD_1700595
PLANT11,PROD_1700595
PLANT15,PROD_1700596
PLANT03,PROD_1700597
PLANT18,PROD_1700597
PLANT07,PROD_1700597
PLANT09,PROD_1700598
PLANT20,PROD_1700599
PLANT02,PROD_1700599
PLANT03,PROD_1700599
PLANT07,PROD_1700599
PLANT16,PROD_1700600
PLANT07,PROD_1700600
PLANT10,PROD_1700601
PLANT01,PROD_1700601
PLANT07,PROD_1700601
PLANT04,PROD_1700602
PLANT16,PROD_1700602
PLANT20,PROD_1700603
PLANT07,PROD_1700603
PLANT08,PROD_1700604
PLANT18,PROD_1700604
PLANT11,PROD_1700604
PLANT10,PROD_1700604
PLANT15,PROD_1700605
PLANT18,PROD_1700605
PLANT12,PROD_1700605
PLANT10,PROD_1700605
PLANT12,PROD_1700606
PLANT17,PROD_1700606
PLANT16,PROD_1700606
PLANT04,PROD_1700607
PLANT16,PROD_1700607
PLANT11,PROD_1700607
PLANT07,PROD_1700607
PLANT11,PROD_1700608
PLANT14,PROD_1700608
PLANT02,PROD_1700608
PLANT05,PROD_1700609
PLANT01,PROD_1700609
PLANT18,PROD_1700610
PLANT19,PROD_1700610
PLANT14,PROD_1700610
PLANT05,PROD_1700611
PLANT07,PROD_1700611
PLANT11,PROD_1700611
PLANT13,PROD_1700612
PLANT19,PROD_1700612
PLANT16,PROD_1700613
PLANT18,PROD_1700613
PLANT09,PROD_1700614
PLANT16,PROD_1700614
PLANT19,PROD_1700614
PLANT06,PROD_1700615
PLANT12,PROD_1700615
PLANT20,PROD_1700615
PLANT05,PROD_1700615
PLANT06,PROD_1700616
PLANT18,PROD_1700616
PLANT02,PROD_1700616
PLANT17,PROD_1700616
PLANT03,PROD_1700617
PLANT01,PROD_1700618
PLANT05,PROD_1700619
PLANT08,PROD_1700619
PLANT03,PROD_1700619
PLANT20,PROD_1700619
PLANT07,PROD_1700620
PLANT12,PROD_1700621
PLANT02,PROD_1700621
PLANT16,PROD_1700621
PLANT18,PROD_1700621
PLANT01,PROD_1700622
PLANT01,PROD_1700623
PLANT20,PROD_1700623
PLANT17,PROD_1700623
PLANT09,PROD_1700623
PLANT01,PROD_1700624
PLANT17,PROD_1700624
PLANT14,PROD_1700624
PLANT04,PROD_1700625
PLANT20,PROD_1700625
PLANT08,PROD_1700626
PLANT07,PROD_1700626
PLANT12,PROD_1700627
PLANT09,PROD_1700627
PLANT13,PROD_1700627
PLANT12,PROD_1700628
PLANT15,PROD_1700629
PLANT19,PROD_1700629
PLANT08,PROD_1700629
PLANT18,PROD_1700629
PLANT03,PROD_1700630
PLANT02,PROD_1700630
PLANT20,PROD_1700630
PLANT13,PROD_1700631
PLANT20,PROD_1700631
PLANT18,PROD_1700631
PLANT16,PROD_1700631
PLANT01,PROD_1700632
PLANT03,PROD_1700633
PLANT16,PROD_1700633
PLANT11,PROD_1700634
PLANT19,PROD_1700634
PLANT04,PROD_1700634
PLANT17,PROD_1700634
PLANT08,PROD_1700635
PLANT19,PROD_1700636
PLANT16,PROD_1700636
PLANT02,PROD_1700637
PLANT03,PROD_1700637
PLANT09,PROD_1700637
PLANT06,PROD_1700638
PLANT01,PROD_1700639
PLANT07,PROD_1700639
PLANT05,PROD_1700639
PLANT03,PROD_1700640
PLANT10,PROD_1700640
PLANT06,PROD_1700640
PLANT08,PROD_1700640
PLANT18,PROD_1700641
PLANT11,PROD_1700641
PLANT13,PROD_1700641
PLANT05,PROD_1700641
PLANT17,PROD_1700642
PLANT02,PROD_1700643
PLANT04,PROD_1700643
PLANT14,PROD_1700643
PLANT03,PROD_1700644
PLANT11,PROD_1700644
PLANT11,PROD_1700645
PLANT01,PROD_1700645
PLANT09,PROD_1700645
PLANT15,PROD_1700645
PLANT08,PROD_1700646
PLANT12,PROD_1700646
PLANT18,PROD_1700646
PLANT13,PROD_1700646
PLANT06,PROD_1700647
PLANT19,PROD_1700647
PLANT13,PROD_1700647
PLANT03,PROD_1700647
PLANT08,PROD_1700648
PLANT03,PROD_1700648
PLANT19,PROD_1700648
PLANT05,PROD_1700649
PLANT13,PROD_1700649
PLANT20,PROD_1700649
PLANT11,PROD_1700650
PLANT12,PROD_1700650
PLANT04,PROD_1700650
PLANT03,PROD_1700650
PLANT10,PROD_1700651
PLANT12,PROD_1700652
PLANT09,PROD_1700652
PLANT04,PROD_1700652
PLANT05,PROD_1700652
PLANT06,PROD_1700653
PLANT15,PROD_1700654
PLANT18,PROD_1700654
PLANT19,PROD_1700654
PLANT17,PROD_1700654
PLANT04,PROD_1700655
PLANT01,PROD_1700655
PLANT03,PROD_1700655
PLANT12,PROD_1700655
PLANT20,PROD_1700656
PLANT13,PROD_1700657
PLANT01,PROD_1700657
PLANT10,PROD_1700657
PLANT13,PROD_1700658
PLANT03,PROD_1700658
PLANT18,PROD_1700658
PLANT08,PROD_1700658
PLANT13,PROD_1700659
PLANT06,PROD_1700659
PLANT09,PROD_1700660
PLANT10,PROD_1700660
PLANT16,PROD_1700661
PLANT05,PROD_1700661
PLANT03,PROD_1700661
PLANT14,PROD_1700662
PLANT09,PROD_1700662
PLANT10,PROD_1700663
PLANT16,PROD_1700663
PLANT03,PROD_1700663
PLANT12,PROD_1700663
PLANT08,PROD_1700664
PLANT16,PROD_1700664
PLANT07,PROD_1700664
PLANT04,PROD_1700665
PLANT05,PROD_1700665
PLANT10,PROD_1700665
PLANT01,PROD_1700665
PLANT11,PROD_1700666
PLANT13,PROD_1700666
PLANT20,PROD_1700666
PLANT15,PROD_1700666
PLANT14,PROD_1700667
PLANT05,PROD_1700667
PLANT10,PROD_1700667
PLANT20,PROD_1700668
PLANT07,PROD_1700668
PLANT16,PROD_1700668
PLANT06,PROD_1700669
PLANT13,PROD_1700669
PLANT11,PROD_1700669
PLANT16,PROD_1700670
PLANT19,PROD_1700670
PLANT08,PROD_1700670
PLANT13,PROD_1700671
PLANT09,PROD_1700671
PLANT20,PROD_1700671
PLANT04,PROD_1700672
PLANT19,PROD_1700672
PLANT07,PROD_1700672
PLANT18,PROD_1700673
PLANT01,PROD_1700673
PLANT07,PROD_1700674
PLANT15,PROD_1700674
PLANT10,PROD_1700674
PLANT03,PROD_1700674
PLANT16,PROD_1700675
PLANT05,PROD_1700675
PLANT10,PROD_1700675
PLANT08,PROD_1700675
PLANT05,PROD_1700676
PLANT14,PROD_1700676
PLANT13,PROD_1700676
PLANT15,PROD_1700677
PLANT19,PROD_1700678
PLANT13,PROD_1700678
PLANT18,PROD_1700678
PLANT17,PROD_1700678
PLANT18,PROD_1700679
PLANT02,PROD_1700679
PLANT12,PROD_1700679
PLANT03,PROD_1700679
PLANT08,PROD_1700680
PLANT06,PROD_1700681
PLANT02,PROD_1700681
PLANT13,PROD_1700681
PLANT14,PROD_1700682
PLANT04,PROD_1700682
PLANT01,PROD_1700682
PLANT09,PROD_1700683
PLANT17,PROD_1700684
PLANT20,PROD_1700684
PLANT15,PROD_1700685
PLANT12,PROD_1700685
PLANT15,PROD_1700686
PLANT19,PROD_1700686
PLANT17,PROD_1700686
PLANT05,PROD_1700686
PLANT01,PROD_1700687
PLANT16,PROD_1700687
PLANT04,PROD_1700687
PLANT14,PROD_1700688
PLANT03,PROD_1700688
PLANT04,PROD_1700688
PLANT12,PROD_1700689
PLANT10,PROD_1700689
PLANT15,PROD_1700690
PLANT07,PROD_1700690
PLANT17,PROD_1700690
PLANT12,PROD_1700691
PLANT16,PROD_1700691
PLANT04,PROD_1700691
PLANT15,PROD_1700691
PLANT11,PROD_1700692
PLANT03,PROD_1700692
PLANT10,PROD_1700692
PLANT02,PROD_1700692
PLANT01,PROD_1700693
PLANT04,PROD_1700694
PLANT06,PROD_1700694
PLANT08,PROD_1700694
PLANT18,PROD_1700695
PLANT06,PROD_1700695
PLANT18,PROD_1700696
PLANT14,PROD_1700696
PLANT15,PROD_1700696
PLANT13,PROD_1700697
PLANT06,PROD_1700697
PLANT14,PROD_1700698
PLANT13,PROD_1700698
PLANT20,PROD_1700699
PLANT15,PROD_1700700
PLANT19,PROD_1700700
PLANT13,PROD_1700701
PLANT01,PROD_1700701
PLANT07,PROD_1700701
PLANT18,PROD_1700701
PLANT03,PROD_1700702
PLANT19,PROD_1700702
PLANT04,PROD_1700702
PLANT12,PROD_1700703
PLANT11,PROD_1700703
PLANT15,PROD_1700704
PLANT04,PROD_1700704
PLANT16,PROD_1700705
PLANT17,PROD_1700705
PLANT11,PROD_1700705
PLANT20,PROD_1700706
PLANT13,PROD_1700706
PLANT04,PROD_1700706
PLANT12,PROD_1700706
PLANT15,PROD_1700707
PLANT06,PROD_1700707
PLANT10,PROD_1700707
PLANT05,PROD_1700708
PLANT04,PROD_1700709
PLANT08,PROD_1700709
PLANT10,PROD_1700709
PLANT06,PROD_1700710
PLANT05,PROD_1700711
PLANT17,PROD_1700711
PLANT13,PROD_1700711
PLANT20,PROD_1700712
PLANT05,PROD_1700712
PLANT13,PROD_1700712
PLANT14,PROD_1700712
PLANT16,PROD_1700713
PLANT18,PROD_1700713
PLANT18,PROD_1700714
PLANT06,PROD_1700714
PLANT10,PROD_1700715
PLANT05,PROD_1700715
PLANT06,PROD_1700715
PLANT11,PROD_1700715
PLANT20,PROD_1700716
PLANT02,PROD_1700716
PLANT12,PROD_1700716
PLANT01,PROD_1700716
PLANT05,PROD_1700717
PLANT07,PROD_1700717
PLANT13,PROD_1700717
PLANT17,PROD_1700717
PLANT14,PROD_1700718
PLANT16,PROD_1700718
PLANT20,PROD_1700718
PLANT15,PROD_1700718
PLANT06,PROD_1700719
PLANT03,PROD_1700719
PLANT01,PROD_1700719
PLANT08,PROD_1700719
PLANT02,PROD_1700720
PLANT09,PROD_1700720
PLANT08,PROD_1700720
PLANT06,PROD_1700721
PLANT15,PROD_1700721
PLANT16,PROD_1700721
PLANT19,PROD_1700722
PLANT09,PROD_1700723
PLANT18,PROD_1700724
PLANT02,PROD_1700724
PLANT15,PROD_1700724
PLANT14,PROD_1700725
PLANT04,PROD_1700725
PLANT10,PROD_1700726
PLANT02,PROD_1700726
PLANT09,PROD_1700727
PLANT12,PROD_1700727
PLANT03,PROD_1700727
PLANT15,PROD_1700727
PLANT08,PROD_1700728
PLANT19,PROD_1700729
PLANT12,PROD_1700729
PLANT06,PROD_1700730
PLANT05,PROD_1700730
PLANT07,PROD_1700730
PLANT18,PROD_1700730
PLANT19,PROD_1700731
PLANT18,PROD_1700732
PLANT09,PROD_1700732
PLANT20,PROD_1700732
PLANT11,PROD_1700733
PLANT10,PROD_1700733
PLANT19,PROD_1700734
PLANT09,PROD_1700734
PLANT17,PROD_1700734
PLANT05,PROD_1700735
PLANT02,PROD_1700736
PLANT09,PROD_1700736
PLANT05,PROD_1700736
PLANT18,PROD_1700736
PLANT05,PROD_1700737
PLANT11,PROD_1700737
PLANT13,PROD_1700738
PLANT16,PROD_1700738
PLANT19,PROD_1700739
PLANT09,PROD_1700739
PLANT13,PROD_1700740
PLANT15,PROD_1700740
PLANT03,PROD_1700740
PLANT18,PROD_1700740
PLANT17,PROD_1700741
PLANT09,PROD_1700741
PLANT12,PROD_1700741
PLANT15,PROD_1700741
PLANT11,PROD_1700742
PLANT19,PROD_1700742
PLANT01,PROD_1700742
PLANT03,PROD_1700742
PLANT12,PROD_1700743
PLANT03,PROD_1700743
PLANT18,PROD_1700743
PLANT13,PROD_1700743
PLANT14,PROD_1700744
PLANT07,PROD_1700744
PLANT09,PROD_1700745
PLANT11,PROD_1700745
PLANT10,PROD_1700745
PLANT19,PROD_1700745
PLANT19,PROD_1700746
PLANT16,PROD_1700746
PLANT02,PROD_1700747
PLANT20,PROD_1700747
PLANT04,PROD_1700747
PLANT01,PROD_1700748
PLANT04,PROD_1700748
PLANT06,PROD_1700748
PLANT15,PROD_1700748
PLANT01,PROD_1700749
PLANT14,PROD_1700749
PLANT07,PROD_1700749
PLANT05,PROD_1700749
PLANT06,PROD_1700750
PLANT09,PROD_1700750
PLANT03,PROD_1700750
PLANT09,PROD_1700751
PLANT03,PROD_1700751
PLANT12,PROD_1700751
PLANT02,PROD_1700752
PLANT13,PROD_1700752
PLANT08,PROD_1700753
PLANT14,PROD_1700753
PLANT03,PROD_1700753
PLANT01,PROD_1700754
PLANT16,PROD_1700755
PLANT03,PROD_1700755
PLANT19,PROD_1700756
PLANT08,PROD_1700756
PLANT01,PROD_1700757
PLANT20,PROD_1700757
PLANT11,PROD_1700757
PLANT04,PROD_1700757
PLANT05,PROD_1700758
PLANT16,PROD_1700758
PLANT03,PROD_1700758
PLANT08,PROD_1700758
PLANT03,PROD_1700759
PLANT04,PROD_1700759
PLANT19,PROD_1700759
PLANT11,PROD_1700759
PLANT10,PROD_1700760
PLANT05,PROD_1700760
PLANT13,PROD_1700760
PLANT05,PROD_1700761
PLANT03,PROD_1700761
