order_id,product_id,date,demand,inventory_level,warehouse_location,aisle_number,picking_time,reorder_point,lead_time_days,unit_price,category,day_of_week,month,is_weekend,rolling_avg_7d,quarter,week_of_year,rolling_avg_30d,demand_lag_1,demand_lag_7,stockout_risk
ORD3055,P003,2024-08-16,43,0,Zone-A,2,5.68,115,1,421.8,Apparel,4,8,0,48.29,3,33,51.33,50.0,48.0,1
ORD3056,P003,2024-08-17,54,0,Zone-A,2,3.23,115,1,421.8,Apparel,5,8,1,47.71,3,33,51.33,43.0,58.0,1
ORD3057,P003,2024-08-18,52,0,Zone-A,2,12.83,115,1,421.8,Apparel,6,8,1,47.71,3,33,51.37,54.0,52.0,1
ORD3058,P003,2024-08-19,43,0,Zone-A,2,12.65,115,1,421.8,Apparel,0,8,0,47.43,3,34,50.87,52.0,45.0,1
ORD3059,P003,2024-08-20,44,0,Zone-A,2,7.21,115,1,421.8,Apparel,1,8,0,46.57,3,34,50.37,43.0,50.0,1
ORD3060,P003,2024-08-21,44,0,Zone-A,2,7.76,115,1,421.8,Apparel,2,8,0,47.14,3,34,50.2,44.0,40.0,1
ORD3061,P003,2024-08-22,42,0,Zone-A,2,7.72,115,1,421.8,Apparel,3,8,0,46.0,3,34,50.1,44.0,50.0,1
ORD3062,P003,2024-08-23,43,0,Zone-A,2,4.04,115,1,421.8,Apparel,4,8,0,46.0,3,34,50.07,42.0,43.0,1
ORD3063,P003,2024-08-24,57,0,Zone-A,2,3.73,115,1,421.8,Apparel,5,8,1,46.43,3,34,50.23,43.0,54.0,1
ORD3064,P003,2024-08-25,56,0,Zone-A,2,6.23,115,1,421.8,Apparel,6,8,1,47.0,3,34,50.53,57.0,52.0,1
ORD3065,P003,2024-08-26,46,0,Zone-A,2,8.12,115,1,421.8,Apparel,0,8,0,47.43,3,35,50.0,56.0,43.0,1
ORD3066,P003,2024-08-27,50,0,Zone-A,2,6.97,115,1,421.8,Apparel,1,8,0,48.29,3,35,49.6,46.0,44.0,1
ORD3067,P003,2024-08-28,50,0,Zone-A,2,10.7,115,1,421.8,Apparel,2,8,0,49.14,3,35,49.4,50.0,44.0,1
ORD3068,P003,2024-08-29,44,0,Zone-A,2,6.15,115,1,421.8,Apparel,3,8,0,49.43,3,35,49.23,50.0,42.0,1
ORD3069,P003,2024-08-30,42,0,Zone-A,2,8.51,115,1,421.8,Apparel,4,8,0,49.29,3,35,48.87,44.0,43.0,1
ORD3070,P003,2024-08-31,49,0,Zone-A,2,7.37,115,1,421.8,Apparel,5,8,1,48.14,3,35,48.7,42.0,57.0,1
ORD3071,P003,2024-09-01,58,0,Zone-A,2,14.07,115,1,421.8,Apparel,6,9,1,48.43,3,35,48.83,49.0,56.0,1
ORD3072,P003,2024-09-02,53,0,Zone-A,2,14.39,115,1,421.8,Apparel,0,9,0,49.43,3,36,48.63,58.0,46.0,1
ORD3073,P003,2024-09-03,37,0,Zone-A,2,4.05,115,1,421.8,Apparel,1,9,0,47.57,3,36,48.17,53.0,50.0,1
ORD3074,P003,2024-09-04,43,0,Zone-A,2,6.76,115,1,421.8,Apparel,2,9,0,46.57,3,36,47.77,37.0,50.0,1
ORD3075,P003,2024-09-05,47,0,Zone-A,2,6.42,115,1,421.8,Apparel,3,9,0,47.0,3,36,47.97,43.0,44.0,1
ORD3076,P003,2024-09-06,38,0,Zone-A,2,4.7,115,1,421.8,Apparel,4,9,0,46.43,3,36,47.6,47.0,42.0,1
ORD3077,P003,2024-09-07,51,0,Zone-A,2,13.76,115,1,421.8,Apparel,5,9,1,46.71,3,36,47.63,38.0,49.0,1
ORD3078,P003,2024-09-08,59,0,Zone-A,2,11.41,115,1,421.8,Apparel,6,9,1,46.86,3,36,48.0,51.0,58.0,1
ORD3079,P003,2024-09-09,42,0,Zone-A,2,2.37,115,1,421.8,Apparel,0,9,0,45.29,3,37,47.47,59.0,53.0,1
ORD3080,P003,2024-09-10,38,0,Zone-A,2,2.2,115,1,421.8,Apparel,1,9,0,45.43,3,37,47.0,42.0,37.0,1
ORD3081,P003,2024-09-11,56,0,Zone-A,2,12.18,115,1,421.8,Apparel,2,9,0,47.29,3,37,47.37,38.0,43.0,1
ORD3082,P003,2024-09-12,38,0,Zone-A,2,5.3,115,1,421.8,Apparel,3,9,0,46.0,3,37,46.97,56.0,47.0,1
ORD3083,P003,2024-09-13,42,0,Zone-A,2,3.04,115,1,421.8,Apparel,4,9,0,46.57,3,37,47.03,38.0,38.0,1
ORD3084,P003,2024-09-14,60,0,Zone-A,2,13.8,115,1,421.8,Apparel,5,9,1,47.86,3,37,47.37,42.0,51.0,1
ORD3085,P003,2024-09-15,58,0,Zone-A,2,9.41,115,1,421.8,Apparel,6,9,1,47.71,3,37,47.87,60.0,59.0,1
ORD3086,P003,2024-09-16,45,0,Zone-A,2,10.56,115,1,421.8,Apparel,0,9,0,48.14,3,38,47.57,58.0,42.0,1
ORD3087,P003,2024-09-17,43,0,Zone-A,2,11.58,115,1,421.8,Apparel,1,9,0,48.86,3,38,47.27,45.0,38.0,1
ORD3088,P003,2024-09-18,29,0,Zone-A,2,9.74,115,1,421.8,Apparel,2,9,0,45.0,3,38,46.8,43.0,56.0,1
ORD3089,P003,2024-09-19,46,0,Zone-A,2,13.83,115,1,421.8,Apparel,3,9,0,46.14,3,38,46.87,29.0,38.0,1
ORD3090,P003,2024-09-20,52,0,Zone-A,2,4.7,115,1,421.8,Apparel,4,9,0,47.57,3,38,47.13,46.0,42.0,1
ORD3091,P003,2024-09-21,54,0,Zone-A,2,5.04,115,1,421.8,Apparel,5,9,1,46.71,3,38,47.53,52.0,60.0,1
ORD3092,P003,2024-09-22,54,0,Zone-A,2,14.96,115,1,421.8,Apparel,6,9,1,46.14,3,38,47.9,54.0,58.0,1
ORD3093,P003,2024-09-23,41,0,Zone-A,2,14.72,115,1,421.8,Apparel,0,9,0,45.57,3,39,47.37,54.0,45.0,1
ORD3094,P003,2024-09-24,48,0,Zone-A,2,7.17,115,1,421.8,Apparel,1,9,0,46.29,3,39,47.1,41.0,43.0,1
ORD3095,P003,2024-09-25,45,0,Zone-A,2,14.65,115,1,421.8,Apparel,2,9,0,48.57,3,39,47.07,48.0,29.0,1
ORD3096,P003,2024-09-26,37,0,Zone-A,2,5.08,115,1,421.8,Apparel,3,9,0,47.29,3,39,46.63,45.0,46.0,1
ORD3097,P003,2024-09-27,43,0,Zone-A,2,8.42,115,1,421.8,Apparel,4,9,0,46.0,3,39,46.4,37.0,52.0,1
ORD3098,P003,2024-09-28,48,0,Zone-A,2,11.1,115,1,421.8,Apparel,5,9,1,45.14,3,39,46.53,43.0,54.0,1
ORD3099,P003,2024-09-29,49,0,Zone-A,2,10.62,115,1,421.8,Apparel,6,9,1,44.43,3,39,46.77,48.0,54.0,1
ORD3100,P003,2024-09-30,41,0,Zone-A,2,4.46,115,1,421.8,Apparel,0,9,0,44.43,3,40,46.5,49.0,41.0,1
ORD3101,P003,2024-10-01,52,0,Zone-A,2,15.12,115,1,421.8,Apparel,1,10,0,45.0,4,40,46.3,41.0,48.0,1
ORD3102,P003,2024-10-02,43,0,Zone-A,2,11.19,115,1,421.8,Apparel,2,10,0,44.71,4,40,45.97,52.0,45.0,1
ORD3103,P003,2024-10-03,35,0,Zone-A,2,14.15,115,1,421.8,Apparel,3,10,0,44.43,4,40,45.9,43.0,37.0,1
ORD3104,P003,2024-10-04,43,0,Zone-A,2,7.59,115,1,421.8,Apparel,4,10,0,44.43,4,40,45.9,35.0,43.0,1
ORD3105,P003,2024-10-05,47,0,Zone-A,2,7.36,115,1,421.8,Apparel,5,10,1,44.29,4,40,45.9,43.0,48.0,1
ORD3106,P003,2024-10-06,55,0,Zone-A,2,13.52,115,1,421.8,Apparel,6,10,1,45.14,4,40,46.47,47.0,49.0,1
ORD3107,P003,2024-10-07,50,0,Zone-A,2,5.9,115,1,421.8,Apparel,0,10,0,46.43,4,41,46.43,55.0,41.0,1
ORD3108,P003,2024-10-08,37,0,Zone-A,2,7.04,115,1,421.8,Apparel,1,10,0,44.29,4,41,45.7,50.0,52.0,1
ORD3109,P003,2024-10-09,42,0,Zone-A,2,15.14,115,1,421.8,Apparel,2,10,0,44.14,4,41,45.7,37.0,43.0,1
ORD3110,P003,2024-10-10,38,0,Zone-A,2,15.57,115,1,421.8,Apparel,3,10,0,44.57,4,41,45.7,42.0,35.0,1
ORD3111,P003,2024-10-11,38,0,Zone-A,2,7.61,115,1,421.8,Apparel,4,10,0,43.86,4,41,45.1,38.0,43.0,1
ORD3112,P003,2024-10-12,52,0,Zone-A,2,7.08,115,1,421.8,Apparel,5,10,1,44.57,4,41,45.57,38.0,47.0,1
ORD3113,P003,2024-10-13,46,0,Zone-A,2,3.91,115,1,421.8,Apparel,6,10,1,43.29,4,41,45.7,52.0,55.0,1
ORD3114,P003,2024-10-14,45,0,Zone-A,2,8.63,115,1,421.8,Apparel,0,10,0,42.57,4,42,45.2,46.0,50.0,1
ORD3115,P003,2024-10-15,39,0,Zone-A,2,11.18,115,1,421.8,Apparel,1,10,0,42.86,4,42,44.57,45.0,37.0,1
ORD3116,P003,2024-10-16,39,0,Zone-A,2,13.24,115,1,421.8,Apparel,2,10,0,42.43,4,42,44.37,39.0,42.0,1
ORD3117,P003,2024-10-17,51,0,Zone-A,2,5.03,115,1,421.8,Apparel,3,10,0,44.29,4,42,44.63,39.0,38.0,1
ORD3118,P003,2024-10-18,47,0,Zone-A,2,6.0,115,1,421.8,Apparel,4,10,0,45.57,4,42,45.23,51.0,38.0,1
ORD3119,P003,2024-10-19,51,0,Zone-A,2,4.57,115,1,421.8,Apparel,5,10,1,45.43,4,42,45.4,47.0,52.0,1
ORD3120,P003,2024-10-20,40,0,Zone-A,2,5.79,115,1,421.8,Apparel,6,10,1,44.57,4,42,45.0,51.0,46.0,1
ORD3121,P003,2024-10-21,50,0,Zone-A,2,2.33,115,1,421.8,Apparel,0,10,0,45.29,4,43,44.87,40.0,45.0,1
ORD3122,P003,2024-10-22,48,0,Zone-A,2,10.19,115,1,421.8,Apparel,1,10,0,46.57,4,43,44.67,50.0,39.0,1
ORD3123,P003,2024-10-23,45,0,Zone-A,2,2.28,115,1,421.8,Apparel,2,10,0,47.43,4,43,44.8,48.0,39.0,1
ORD3124,P003,2024-10-24,35,0,Zone-A,2,3.07,115,1,421.8,Apparel,3,10,0,45.14,4,43,44.37,45.0,51.0,1
ORD3125,P003,2024-10-25,56,0,Zone-A,2,3.8,115,1,421.8,Apparel,4,10,0,46.43,4,43,44.73,35.0,47.0,1
ORD3126,P003,2024-10-26,48,0,Zone-A,2,4.12,115,1,421.8,Apparel,5,10,1,46.0,4,43,45.1,56.0,51.0,1
ORD3127,P003,2024-10-27,56,0,Zone-A,2,9.34,115,1,421.8,Apparel,6,10,1,48.29,4,43,45.53,48.0,40.0,1
ORD3128,P003,2024-10-28,44,0,Zone-A,2,4.22,115,1,421.8,Apparel,0,10,0,47.43,4,44,45.4,56.0,50.0,1
ORD3129,P003,2024-10-29,48,0,Zone-A,2,10.78,115,1,421.8,Apparel,1,10,0,47.43,4,44,45.37,44.0,48.0,1
ORD3130,P003,2024-10-30,48,0,Zone-A,2,5.52,115,1,421.8,Apparel,2,10,0,47.86,4,44,45.6,48.0,45.0,1
ORD3131,P003,2024-10-31,53,0,Zone-A,2,3.71,115,1,421.8,Apparel,3,10,0,50.43,4,44,45.63,48.0,35.0,1
ORD3132,P003,2024-11-01,49,0,Zone-A,2,8.24,115,1,421.8,Apparel,4,11,0,49.43,4,44,45.83,53.0,56.0,1
ORD3133,P003,2024-11-02,54,0,Zone-A,2,13.8,115,1,421.8,Apparel,5,11,1,50.29,4,44,46.47,49.0,48.0,1
ORD3134,P003,2024-11-03,64,0,Zone-A,2,3.31,115,1,421.8,Apparel,6,11,1,51.43,4,44,47.17,54.0,56.0,1
ORD3135,P003,2024-11-04,47,0,Zone-A,2,6.11,115,1,421.8,Apparel,0,11,0,51.86,4,45,47.17,64.0,44.0,1
ORD3136,P003,2024-11-05,47,0,Zone-A,2,13.91,115,1,421.8,Apparel,1,11,0,51.71,4,45,46.9,47.0,48.0,1
ORD3137,P003,2024-11-06,47,0,Zone-A,2,3.48,115,1,421.8,Apparel,2,11,0,51.57,4,45,46.8,47.0,48.0,1
ORD3138,P003,2024-11-07,47,0,Zone-A,2,6.91,115,1,421.8,Apparel,3,11,0,50.71,4,45,47.13,47.0,53.0,1
ORD3139,P003,2024-11-08,46,0,Zone-A,2,11.51,115,1,421.8,Apparel,4,11,0,50.29,4,45,47.27,47.0,49.0,1
ORD3140,P003,2024-11-09,51,0,Zone-A,2,11.73,115,1,421.8,Apparel,5,11,1,49.86,4,45,47.7,46.0,54.0,1
ORD3141,P003,2024-11-10,50,0,Zone-A,2,12.93,115,1,421.8,Apparel,6,11,1,47.86,4,45,48.1,51.0,64.0,1
ORD3142,P003,2024-11-11,40,0,Zone-A,2,3.82,115,1,421.8,Apparel,0,11,0,46.86,4,46,47.7,50.0,47.0,1
ORD3143,P003,2024-11-12,38,0,Zone-A,2,8.19,115,1,421.8,Apparel,1,11,0,45.57,4,46,47.43,40.0,47.0,1
ORD3144,P003,2024-11-13,46,0,Zone-A,2,3.53,115,1,421.8,Apparel,2,11,0,45.43,4,46,47.47,38.0,47.0,1
ORD3145,P003,2024-11-14,42,0,Zone-A,2,3.17,115,1,421.8,Apparel,3,11,0,44.71,4,46,47.57,46.0,47.0,1
ORD3146,P003,2024-11-15,47,0,Zone-A,2,14.93,115,1,421.8,Apparel,4,11,0,44.86,4,46,47.83,42.0,46.0,1
ORD3147,P003,2024-11-16,47,0,Zone-A,2,9.25,115,1,421.8,Apparel,5,11,1,44.29,4,46,47.7,47.0,51.0,1
ORD3148,P003,2024-11-17,62,0,Zone-A,2,8.47,115,1,421.8,Apparel,6,11,1,46.0,4,46,48.2,47.0,50.0,1
ORD3149,P003,2024-11-18,50,0,Zone-A,2,6.67,115,1,421.8,Apparel,0,11,0,47.43,4,47,48.17,62.0,40.0,1
ORD3150,P003,2024-11-19,48,0,Zone-A,2,6.6,115,1,421.8,Apparel,1,11,0,48.86,4,47,48.43,50.0,38.0,1
ORD3151,P003,2024-11-20,45,0,Zone-A,2,11.9,115,1,421.8,Apparel,2,11,0,48.71,4,47,48.27,48.0,46.0,1
ORD3152,P003,2024-11-21,51,0,Zone-A,2,3.54,115,1,421.8,Apparel,3,11,0,50.0,4,47,48.37,45.0,42.0,1
ORD3153,P003,2024-11-22,60,0,Zone-A,2,12.54,115,1,421.8,Apparel,4,11,0,51.86,4,47,48.87,51.0,47.0,1
ORD3154,P003,2024-11-23,57,0,Zone-A,2,8.32,115,1,421.8,Apparel,5,11,1,53.29,4,47,49.6,60.0,47.0,1
ORD3155,P003,2024-11-24,54,0,Zone-A,2,2.57,115,1,421.8,Apparel,6,11,1,52.14,4,47,49.53,57.0,62.0,1
ORD3156,P003,2024-11-25,51,0,Zone-A,2,3.21,115,1,421.8,Apparel,0,11,0,52.29,4,48,49.63,54.0,50.0,1
ORD3157,P003,2024-11-26,39,0,Zone-A,2,8.14,115,1,421.8,Apparel,1,11,0,51.0,4,48,49.07,51.0,48.0,1
ORD3158,P003,2024-11-27,49,0,Zone-A,2,4.59,115,1,421.8,Apparel,2,11,0,51.57,4,48,49.23,39.0,45.0,1
ORD3159,P003,2024-11-28,51,0,Zone-A,2,8.28,115,1,421.8,Apparel,3,11,0,51.57,4,48,49.33,49.0,51.0,1
ORD3160,P003,2024-11-29,46,0,Zone-A,2,11.06,115,1,421.8,Apparel,4,11,0,49.57,4,48,49.27,51.0,60.0,1
ORD3161,P003,2024-11-30,60,0,Zone-A,2,7.76,115,1,421.8,Apparel,5,11,1,50.0,4,48,49.5,46.0,57.0,1
ORD3162,P003,2024-12-01,52,0,Zone-A,2,14.86,115,1,421.8,Apparel,6,12,1,49.71,4,48,49.6,60.0,54.0,1
ORD3163,P003,2024-12-02,56,0,Zone-A,2,12.12,115,1,421.8,Apparel,0,12,0,50.43,4,49,49.67,52.0,51.0,1
ORD3164,P003,2024-12-03,52,0,Zone-A,2,13.18,115,1,421.8,Apparel,1,12,0,52.29,4,49,49.27,56.0,39.0,1
ORD3165,P003,2024-12-04,49,0,Zone-A,2,4.65,115,1,421.8,Apparel,2,12,0,52.29,4,49,49.33,52.0,49.0,1
ORD3166,P003,2024-12-05,45,0,Zone-A,2,8.76,115,1,421.8,Apparel,3,12,0,51.43,4,49,49.27,49.0,51.0,1
ORD3167,P003,2024-12-06,46,0,Zone-A,2,4.75,115,1,421.8,Apparel,4,12,0,51.43,4,49,49.23,45.0,46.0,1
ORD3168,P003,2024-12-07,62,0,Zone-A,2,3.82,115,1,421.8,Apparel,5,12,1,51.71,4,49,49.73,46.0,60.0,1
ORD3169,P003,2024-12-08,57,0,Zone-A,2,11.58,115,1,421.8,Apparel,6,12,1,52.43,4,49,50.1,62.0,52.0,1
ORD3170,P003,2024-12-09,55,0,Zone-A,2,4.83,115,1,421.8,Apparel,0,12,0,52.29,4,50,50.23,57.0,56.0,1
ORD3171,P003,2024-12-10,45,0,Zone-A,2,2.15,115,1,421.8,Apparel,1,12,0,51.29,4,50,50.07,55.0,52.0,1
ORD3172,P003,2024-12-11,52,0,Zone-A,2,3.65,115,1,421.8,Apparel,2,12,0,51.71,4,50,50.47,45.0,49.0,1
ORD3173,P003,2024-12-12,59,0,Zone-A,2,5.94,115,1,421.8,Apparel,3,12,0,53.71,4,50,51.17,52.0,45.0,1
ORD3174,P003,2024-12-13,58,0,Zone-A,2,4.73,115,1,421.8,Apparel,4,12,0,55.43,4,50,51.57,59.0,46.0,1
ORD3175,P003,2024-12-14,56,0,Zone-A,2,2.34,115,1,421.8,Apparel,5,12,1,54.57,4,50,52.03,58.0,62.0,1
ORD3176,P003,2024-12-15,58,0,Zone-A,2,3.61,115,1,421.8,Apparel,6,12,1,54.71,4,50,52.4,56.0,57.0,1
ORD3177,P003,2024-12-16,48,0,Zone-A,2,12.92,115,1,421.8,Apparel,0,12,0,53.71,4,51,52.43,58.0,55.0,1
ORD3178,P003,2024-12-17,42,0,Zone-A,2,12.1,115,1,421.8,Apparel,1,12,0,53.29,4,51,51.77,48.0,45.0,1
ORD3179,P003,2024-12-18,50,0,Zone-A,2,12.67,115,1,421.8,Apparel,2,12,0,53.0,4,51,51.77,42.0,52.0,1
ORD3180,P003,2024-12-19,53,0,Zone-A,2,7.55,115,1,421.8,Apparel,3,12,0,52.14,4,51,51.93,50.0,59.0,1
ORD3181,P003,2024-12-20,47,0,Zone-A,2,14.87,115,1,421.8,Apparel,4,12,0,50.57,4,51,52.0,53.0,58.0,1
ORD3182,P003,2024-12-21,67,0,Zone-A,2,11.88,115,1,421.8,Apparel,5,12,1,52.14,4,51,52.53,47.0,56.0,1
ORD3183,P003,2024-12-22,74,0,Zone-A,2,4.63,115,1,421.8,Apparel,6,12,1,54.43,4,51,53.0,67.0,58.0,1
ORD3184,P003,2024-12-23,50,0,Zone-A,2,8.76,115,1,421.8,Apparel,0,12,0,54.71,4,52,52.77,74.0,48.0,1
ORD3185,P003,2024-12-24,56,0,Zone-A,2,6.17,115,1,421.8,Apparel,1,12,0,56.71,4,52,52.83,50.0,42.0,1
ORD3186,P003,2024-12-25,50,0,Zone-A,2,2.93,115,1,421.8,Apparel,2,12,0,56.71,4,52,52.8,56.0,50.0,1
ORD3187,P003,2024-12-26,47,0,Zone-A,2,7.6,115,1,421.8,Apparel,3,12,0,55.86,4,52,53.07,50.0,53.0,1
ORD3188,P003,2024-12-27,52,0,Zone-A,2,4.25,115,1,421.8,Apparel,4,12,0,56.57,4,52,53.17,47.0,47.0,1
ORD3189,P003,2024-12-28,63,0,Zone-A,2,9.21,115,1,421.8,Apparel,5,12,1,56.0,4,52,53.57,52.0,67.0,1
ORD3190,P003,2024-12-29,55,0,Zone-A,2,6.58,115,1,421.8,Apparel,6,12,1,53.29,4,52,53.87,63.0,74.0,1
ORD3191,P003,2024-12-30,56,0,Zone-A,2,10.11,115,1,421.8,Apparel,0,12,0,54.14,4,1,53.73,55.0,50.0,1
ORD3192,P003,2024-12-31,53,0,Zone-A,2,7.36,115,1,421.8,Apparel,1,12,0,53.71,4,1,53.77,56.0,56.0,1
ORD3193,P004,2023-01-01,109,320,Zone-C,6,16.8,73,6,132.13,Electronics,6,1,1,109.0,1,52,109.0,0.0,0.0,0
ORD3194,P004,2023-01-02,97,232,Zone-C,6,4.52,73,6,132.13,Electronics,0,1,0,103.0,1,1,103.0,109.0,0.0,0
ORD3195,P004,2023-01-03,102,158,Zone-C,6,15.81,73,6,132.13,Electronics,1,1,0,102.67,1,1,102.67,97.0,0.0,0
ORD3196,P004,2023-01-04,87,98,Zone-C,6,3.99,73,6,132.13,Electronics,2,1,0,98.75,1,1,98.75,102.0,0.0,0
ORD3197,P004,2023-01-05,97,10,Zone-C,6,15.3,73,6,132.13,Electronics,3,1,0,98.4,1,1,98.4,87.0,0.0,1
ORD3198,P004,2023-01-06,92,0,Zone-C,6,13.73,73,6,132.13,Electronics,4,1,0,97.33,1,1,97.33,97.0,0.0,1
ORD3199,P004,2023-01-07,117,0,Zone-C,6,6.92,73,6,132.13,Electronics,5,1,1,100.14,1,1,100.14,92.0,0.0,1
ORD3200,P004,2023-01-08,127,0,Zone-C,6,5.34,73,6,132.13,Electronics,6,1,1,102.71,1,1,103.5,117.0,109.0,1
ORD3201,P004,2023-01-09,102,0,Zone-C,6,8.18,73,6,132.13,Electronics,0,1,0,103.43,1,2,103.33,127.0,97.0,1
ORD3202,P004,2023-01-10,105,0,Zone-C,6,4.73,73,6,132.13,Electronics,1,1,0,103.86,1,2,103.5,102.0,102.0,1
ORD3203,P004,2023-01-11,97,0,Zone-C,6,5.68,73,6,132.13,Electronics,2,1,0,105.29,1,2,102.91,105.0,87.0,1
ORD3204,P004,2023-01-12,99,0,Zone-C,6,15.6,73,6,132.13,Electronics,3,1,0,105.57,1,2,102.58,97.0,97.0,1
ORD3205,P004,2023-01-13,88,0,Zone-C,6,10.07,73,6,132.13,Electronics,4,1,0,105.0,1,2,101.46,99.0,92.0,1
ORD3206,P004,2023-01-14,116,0,Zone-C,6,12.0,73,6,132.13,Electronics,5,1,1,104.86,1,2,102.5,88.0,117.0,1
ORD3207,P004,2023-01-15,113,0,Zone-C,6,8.96,73,6,132.13,Electronics,6,1,1,102.86,1,2,103.2,116.0,127.0,1
ORD3208,P004,2023-01-16,107,0,Zone-C,6,4.58,73,6,132.13,Electronics,0,1,0,103.57,1,3,103.44,113.0,102.0,1
ORD3209,P004,2023-01-17,94,0,Zone-C,6,13.14,73,6,132.13,Electronics,1,1,0,102.0,1,3,102.88,107.0,105.0,1
ORD3210,P004,2023-01-18,86,0,Zone-C,6,5.55,73,6,132.13,Electronics,2,1,0,100.43,1,3,101.94,94.0,97.0,1
ORD3211,P004,2023-01-19,100,0,Zone-C,6,3.44,73,6,132.13,Electronics,3,1,0,100.57,1,3,101.84,86.0,99.0,1
ORD3212,P004,2023-01-20,101,0,Zone-C,6,5.65,73,6,132.13,Electronics,4,1,0,102.43,1,3,101.8,100.0,88.0,1
ORD3213,P004,2023-01-21,110,0,Zone-C,6,7.72,73,6,132.13,Electronics,5,1,1,101.57,1,3,102.19,101.0,116.0,1
ORD3214,P004,2023-01-22,113,0,Zone-C,6,11.66,73,6,132.13,Electronics,6,1,1,101.57,1,3,102.68,110.0,113.0,1
ORD3215,P004,2023-01-23,96,0,Zone-C,6,12.39,73,6,132.13,Electronics,0,1,0,100.0,1,4,102.39,113.0,107.0,1
ORD3216,P004,2023-01-24,110,0,Zone-C,6,16.46,73,6,132.13,Electronics,1,1,0,102.29,1,4,102.71,96.0,94.0,1
ORD3217,P004,2023-01-25,88,0,Zone-C,6,15.49,73,6,132.13,Electronics,2,1,0,102.57,1,4,102.12,110.0,86.0,1
ORD3218,P004,2023-01-26,105,0,Zone-C,6,8.03,73,6,132.13,Electronics,3,1,0,103.29,1,4,102.23,88.0,100.0,1
ORD3219,P004,2023-01-27,100,0,Zone-C,6,12.27,73,6,132.13,Electronics,4,1,0,103.14,1,4,102.15,105.0,101.0,1
ORD3220,P004,2023-01-28,124,0,Zone-C,6,12.11,73,6,132.13,Electronics,5,1,1,105.14,1,4,102.93,100.0,110.0,1
ORD3221,P004,2023-01-29,116,0,Zone-C,6,11.7,73,6,132.13,Electronics,6,1,1,105.57,1,4,103.38,124.0,113.0,1
ORD3222,P004,2023-01-30,107,0,Zone-C,6,14.15,73,6,132.13,Electronics,0,1,0,107.14,1,5,103.5,116.0,96.0,1
ORD3223,P004,2023-01-31,104,0,Zone-C,6,4.14,73,6,132.13,Electronics,1,1,0,106.29,1,5,103.33,107.0,110.0,1
ORD3224,P004,2023-02-01,97,0,Zone-C,6,4.68,73,6,132.13,Electronics,2,2,0,107.57,1,5,103.33,104.0,88.0,1
ORD3225,P004,2023-02-02,92,0,Zone-C,6,16.35,73,6,132.13,Electronics,3,2,0,105.71,1,5,103.0,97.0,105.0,1
ORD3226,P004,2023-02-03,97,0,Zone-C,6,16.32,73,6,132.13,Electronics,4,2,0,105.29,1,5,103.33,92.0,100.0,1
ORD3227,P004,2023-02-04,117,0,Zone-C,6,7.62,73,6,132.13,Electronics,5,2,1,104.29,1,5,104.0,97.0,124.0,1
ORD3228,P004,2023-02-05,113,0,Zone-C,6,8.32,73,6,132.13,Electronics,6,2,1,103.86,1,5,104.7,117.0,116.0,1
ORD3229,P004,2023-02-06,102,0,Zone-C,6,13.87,73,6,132.13,Electronics,0,2,0,103.14,1,6,104.2,113.0,107.0,1
ORD3230,P004,2023-02-07,99,0,Zone-C,6,5.51,73,6,132.13,Electronics,1,2,0,102.43,1,6,103.27,102.0,104.0,1
ORD3231,P004,2023-02-08,89,0,Zone-C,6,9.28,73,6,132.13,Electronics,2,2,0,101.29,1,6,102.83,99.0,97.0,1
ORD3232,P004,2023-02-09,96,0,Zone-C,6,14.22,73,6,132.13,Electronics,3,2,0,101.86,1,6,102.53,89.0,92.0,1
ORD3233,P004,2023-02-10,97,0,Zone-C,6,15.3,73,6,132.13,Electronics,4,2,0,101.86,1,6,102.53,96.0,97.0,1
ORD3234,P004,2023-02-11,128,0,Zone-C,6,7.05,73,6,132.13,Electronics,5,2,1,103.43,1,6,103.5,97.0,117.0,1
ORD3235,P004,2023-02-12,118,0,Zone-C,6,5.93,73,6,132.13,Electronics,6,2,1,104.14,1,6,104.5,128.0,113.0,1
ORD3236,P004,2023-02-13,95,0,Zone-C,6,3.7,73,6,132.13,Electronics,0,2,0,103.14,1,7,103.8,118.0,102.0,1
ORD3237,P004,2023-02-14,107,0,Zone-C,6,12.85,73,6,132.13,Electronics,1,2,0,104.29,1,7,103.6,95.0,99.0,1
ORD3238,P004,2023-02-15,101,0,Zone-C,6,4.4,73,6,132.13,Electronics,2,2,0,106.0,1,7,103.4,107.0,89.0,1
ORD3239,P004,2023-02-16,103,0,Zone-C,6,12.33,73,6,132.13,Electronics,3,2,0,107.0,1,7,103.7,101.0,96.0,1
ORD3240,P004,2023-02-17,110,0,Zone-C,6,4.01,73,6,132.13,Electronics,4,2,0,108.86,1,7,104.5,103.0,97.0,1
ORD3241,P004,2023-02-18,113,0,Zone-C,6,16.52,73,6,132.13,Electronics,5,2,1,106.71,1,7,104.93,110.0,128.0,1
ORD3242,P004,2023-02-19,111,0,Zone-C,6,6.58,73,6,132.13,Electronics,6,2,1,105.71,1,7,105.27,113.0,118.0,1
ORD3243,P004,2023-02-20,101,0,Zone-C,6,5.0,73,6,132.13,Electronics,0,2,0,106.57,1,8,104.97,111.0,95.0,1
ORD3244,P004,2023-02-21,112,0,Zone-C,6,7.16,73,6,132.13,Electronics,1,2,0,107.29,1,8,104.93,101.0,107.0,1
