txn_id,product_id,plant_code,date,txn_type,quantity,direction,unit_cost,total_cost,carrier,reference_order
TXN_00005986,PROD_1701005,PLANT02,2024-02-06,RETURN,3612,IN,115.63,1512272.58,,
TXN_00005987,PROD_1701304,PLANT14,2023-08-21,TRANSFER,4804,OUT,115.5,1519426.16,,
TXN_00005988,PROD_1701397,PLANT19,2024-05-15,RETURN,784,IN,281.98,378317.54,,
TXN_00005989,PROD_1700791,PLANT04,2024-04-25,TRANSFER,2954,OUT,166.36,146287.01,,
TXN_00005990,PROD_1701002,PLANT08,2024-07-12,TRANSFER,1198,OUT,248.27,322871.44,,
TXN_00005991,PROD_1700917,PLANT10,2024-07-23,RETURN,1305,IN,118.71,233404.19,,
TXN_00005992,PROD_1701815,PLANT11,2024-08-04,SHIPMENT,4233,OUT,382.26,415938.78,V008_CARRIER,ORD1438063
TXN_00005993,PROD_1701423,PLANT10,2024-12-21,RECEIPT,4157,IN,483.87,1719491.67,,
TXN_00005994,PROD_1701112,PLANT17,2023-06-14,RECEIPT,580,IN,331.0,253183.48,,
TXN_00005995,PROD_1700833,PLANT06,2024-11-23,ADJUSTMENT,2254,OUT,96.79,1069837.11,,
TXN_00005996,PROD_1700900,PLANT06,2024-04-22,RECEIPT,4842,IN,346.43,331045.87,,
TXN_00005997,PROD_1701805,PLANT01,2023-08-30,RECEIPT,2774,IN,160.36,401088.55,,
TXN_00005998,PROD_1700214,PLANT10,2023-02-13,RECEIPT,1803,IN,453.91,826182.93,,
TXN_00005999,PROD_1700619,PLANT05,2023-01-23,ADJUSTMENT,2216,OUT,332.24,27825.51,,
TXN_00006000,PROD_1700491,PLANT12,2024-05-24,ADJUSTMENT,4203,OUT,378.83,932217.21,,
TXN_00006001,PROD_1701005,PLANT03,2023-01-07,SHIPMENT,1085,OUT,287.28,86268.47,V010_CARRIER,ORD1407646
TXN_00006002,PROD_1701953,PLANT18,2023-06-12,RECEIPT,4496,IN,293.92,735208.71,,
TXN_00006003,PROD_1701805,PLANT01,2024-01-09,RECEIPT,2373,IN,357.52,544461.08,,
TXN_00006004,PROD_1700456,PLANT17,2024-07-27,RETURN,719,IN,350.89,310761.82,,
TXN_00006005,PROD_1700562,PLANT07,2024-01-02,ADJUSTMENT,4522,OUT,425.25,1178827.85,,
TXN_00006006,PROD_1701594,PLANT12,2024-02-24,SHIPMENT,1114,OUT,419.89,149381.76,V011_CARRIER,ORD1421081
TXN_00006007,PROD_1701925,PLANT11,2024-04-28,RECEIPT,4430,IN,120.84,1088752.68,,
TXN_00006008,PROD_1700917,PLANT10,2024-05-15,RECEIPT,1741,IN,32.88,740482.65,,
TXN_00006009,PROD_1700917,PLANT03,2024-04-29,TRANSFER,3753,OUT,39.21,850828.11,,
TXN_00006010,PROD_1701815,PLANT11,2024-02-11,RECEIPT,3341,IN,41.9,1416910.98,,
TXN_00006011,PROD_1701053,PLANT09,2023-04-26,RETURN,1714,IN,359.52,764686.22,,
TXN_00006012,PROD_1701397,PLANT04,2023-11-06,SHIPMENT,3552,OUT,362.75,820484.86,V010_CARRIER,ORD1425449
TXN_00006013,PROD_1701731,PLANT01,2023-04-18,RECEIPT,3867,IN,14.97,46089.63,,
TXN_00006014,PROD_1700187,PLANT05,2023-03-20,SHIPMENT,1861,OUT,231.99,567194.87,V002_CARRIER,ORD1426311
TXN_00006015,PROD_1700900,PLANT06,2024-08-30,RETURN,1954,IN,66.27,14027.0,,
TXN_00006016,PROD_1701925,PLANT17,2023-02-09,ADJUSTMENT,4612,OUT,46.27,597049.55,,
TXN_00006017,PROD_1701135,PLANT18,2024-07-23,SHIPMENT,425,OUT,321.05,77052.55,V003_CARRIER,ORD1415364
TXN_00006018,PROD_1700897,PLANT13,2023-10-17,SHIPMENT,3991,OUT,8.97,682959.8,V001_CARRIER,ORD1425851
TXN_00006019,PROD_1700700,PLANT15,2024-08-25,RECEIPT,1468,IN,134.23,93027.48,,
TXN_00006020,PROD_1700704,PLANT15,2023-02-11,ADJUSTMENT,35,OUT,85.91,14189.6,,
TXN_00006021,PROD_1700355,PLANT17,2023-02-26,SHIPMENT,1987,OUT,438.36,6139.11,V012_CARRIER,ORD1401191
TXN_00006022,PROD_1701473,PLANT14,2024-07-22,RETURN,111,IN,215.91,8954.21,,
TXN_00006023,PROD_1701237,PLANT07,2023-01-31,RECEIPT,4623,IN,392.03,2163612.13,,
TXN_00006024,PROD_1701422,PLANT17,2023-04-26,RECEIPT,4659,IN,436.75,1342998.43,,
TXN_00006025,PROD_1700401,PLANT08,2024-02-10,SHIPMENT,268,OUT,6.1,65893.15,V008_CARRIER,ORD1440055
TXN_00006026,PROD_1700833,PLANT04,2024-01-11,RETURN,2873,IN,495.98,23426.76,,
TXN_00006027,PROD_1700187,PLANT02,2023-05-18,SHIPMENT,3402,OUT,46.48,231414.09,V002_CARRIER,ORD1404081
TXN_00006028,PROD_1700917,PLANT03,2023-03-20,SHIPMENT,3367,OUT,228.22,583551.8,V012_CARRIER,ORD1411036
TXN_00006029,PROD_1701005,PLANT02,2023-08-03,SHIPMENT,100,OUT,443.94,41551.92,V009_CARRIER,ORD1407947
TXN_00006030,PROD_1700132,PLANT04,2024-09-20,RETURN,4886,IN,348.94,1311714.05,,
TXN_00006031,PROD_1701257,PLANT17,2024-09-18,RETURN,1410,IN,415.55,335211.68,,
TXN_00006032,PROD_1701135,PLANT18,2023-10-09,ADJUSTMENT,3168,OUT,111.63,640148.23,,
TXN_00006033,PROD_1700187,PLANT05,2024-11-28,SHIPMENT,2120,OUT,44.33,15778.56,V005_CARRIER,ORD1418915
TXN_00006034,PROD_1700897,PLANT13,2023-12-31,RECEIPT,870,IN,205.78,226231.14,,
TXN_00006035,PROD_1700355,PLANT17,2023-02-26,TRANSFER,1014,OUT,442.21,143700.13,,
TXN_00006036,PROD_1700704,PLANT15,2024-09-03,ADJUSTMENT,3780,OUT,356.4,1499645.23,,
TXN_00006037,PROD_1700833,PLANT06,2024-02-06,TRANSFER,3201,OUT,492.15,158228.89,,
TXN_00006038,PROD_1700763,PLANT15,2024-05-27,ADJUSTMENT,1567,OUT,220.07,99866.89,,
TXN_00006039,PROD_1700137,PLANT12,2024-06-06,ADJUSTMENT,3969,OUT,91.72,951228.22,,
TXN_00006040,PROD_1700562,PLANT07,2024-02-18,TRANSFER,2885,OUT,335.03,1106114.69,,
TXN_00006041,PROD_1701005,PLANT02,2023-11-04,RECEIPT,3547,IN,93.48,280435.63,,
TXN_00006042,PROD_1701949,PLANT07,2024-04-07,RETURN,744,IN,262.68,49916.64,,
TXN_00006043,PROD_1700187,PLANT03,2023-11-29,RECEIPT,1925,IN,161.73,514488.61,,
TXN_00006044,PROD_1700436,PLANT17,2023-07-31,ADJUSTMENT,3441,OUT,40.27,397803.84,,
TXN_00006045,PROD_1701002,PLANT08,2023-09-01,RECEIPT,1399,IN,316.92,574756.89,,
TXN_00006046,PROD_1700491,PLANT18,2023-11-18,ADJUSTMENT,1907,OUT,351.22,832999.52,,
TXN_00006047,PROD_1700214,PLANT10,2023-01-20,SHIPMENT,2280,OUT,266.11,449221.35,V013_CARRIER,ORD1442522
TXN_00006048,PROD_1701949,PLANT07,2023-10-01,RECEIPT,2362,IN,342.02,398619.54,,
TXN_00006049,PROD_1700833,PLANT04,2023-05-16,RECEIPT,1972,IN,121.54,708588.7,,
TXN_00006050,PROD_1700215,PLANT15,2023-06-11,TRANSFER,1357,OUT,380.02,525251.94,,
TXN_00006051,PROD_1700619,PLANT05,2024-01-16,SHIPMENT,4634,OUT,21.08,165947.39,V012_CARRIER,ORD1412963
TXN_00006052,PROD_1701594,PLANT12,2024-11-08,SHIPMENT,820,OUT,183.94,365374.38,V015_CARRIER,ORD1443422
TXN_00006053,PROD_1701135,PLANT18,2023-11-22,SHIPMENT,3233,OUT,9.39,976058.2,V003_CARRIER,ORD1428860
TXN_00006054,PROD_1700436,PLANT17,2024-05-01,RECEIPT,3688,IN,204.3,1268016.83,,
TXN_00006055,PROD_1700355,PLANT17,2023-12-17,TRANSFER,1099,OUT,5.58,439514.86,,
TXN_00006056,PROD_1700215,PLANT18,2023-08-20,RETURN,4689,IN,86.07,633824.12,,
TXN_00006057,PROD_1700215,PLANT16,2024-04-10,ADJUSTMENT,56,OUT,216.09,1566.82,,
TXN_00006058,PROD_1700187,PLANT02,2023-10-28,RECEIPT,3705,IN,263.14,1624707.9,,
TXN_00006059,PROD_1700131,PLANT20,2024-03-20,RECEIPT,302,IN,189.25,30850.25,,
TXN_00006060,PROD_1701805,PLANT01,2024-01-01,RECEIPT,369,IN,46.11,24920.12,,
TXN_00006061,PROD_1701731,PLANT01,2023-02-14,SHIPMENT,3237,OUT,249.36,156499.01,V010_CARRIER,ORD1419736
TXN_00006062,PROD_1700833,PLANT04,2024-09-20,ADJUSTMENT,4247,OUT,267.11,985558.0,,
TXN_00006063,PROD_1700763,PLANT12,2024-12-21,TRANSFER,3504,OUT,376.16,252494.01,,
TXN_00006064,PROD_1701002,PLANT08,2024-06-06,RECEIPT,4605,IN,60.8,1119340.55,,
TXN_00006065,PROD_1701815,PLANT11,2024-07-08,RETURN,1723,IN,443.45,850131.12,,
TXN_00006066,PROD_1701053,PLANT11,2024-03-29,TRANSFER,596,OUT,391.82,43976.19,,
TXN_00006067,PROD_1701422,PLANT19,2024-03-05,SHIPMENT,1235,OUT,127.19,465642.7,V004_CARRIER,ORD1417723
TXN_00006068,PROD_1700900,PLANT15,2024-08-31,TRANSFER,475,OUT,246.93,8299.12,,
TXN_00006069,PROD_1700742,PLANT11,2023-09-18,RETURN,3995,IN,326.59,329231.41,,
TXN_00006070,PROD_1700742,PLANT19,2024-12-03,SHIPMENT,1566,OUT,28.14,782709.8,V012_CARRIER,ORD1433308
TXN_00006071,PROD_1701953,PLANT18,2023-08-26,RECEIPT,3807,IN,424.61,917287.84,,
TXN_00006072,PROD_1700137,PLANT12,2023-12-01,RECEIPT,4135,IN,291.94,1040704.96,,
TXN_00006073,PROD_1701135,PLANT18,2023-08-25,TRANSFER,2477,OUT,302.7,375816.48,,
TXN_00006074,PROD_1701594,PLANT12,2023-12-12,RECEIPT,2202,IN,477.36,155802.95,,
TXN_00006075,PROD_1700390,PLANT11,2023-05-08,TRANSFER,3615,OUT,10.97,1095804.98,,
TXN_00006076,PROD_1700903,PLANT03,2023-07-20,TRANSFER,1159,OUT,364.82,40194.02,,
TXN_00006077,PROD_1700742,PLANT19,2024-03-09,RETURN,2278,IN,307.35,1101691.5,,
TXN_00006078,PROD_1700826,PLANT13,2024-10-04,RETURN,33,IN,50.08,11040.25,,
TXN_00006079,PROD_1700900,PLANT19,2023-10-04,TRANSFER,4006,OUT,2.39,616668.13,,
TXN_00006080,PROD_1700833,PLANT04,2024-07-28,RETURN,4423,IN,56.54,1231700.56,,
TXN_00006081,PROD_1701731,PLANT01,2024-10-18,SHIPMENT,3474,OUT,168.03,39754.52,V014_CARRIER,ORD1415578
TXN_00006082,PROD_1700917,PLANT03,2024-06-23,TRANSFER,203,OUT,86.44,32208.33,,
TXN_00006083,PROD_1700900,PLANT06,2024-10-15,SHIPMENT,4937,OUT,260.09,431281.7,V001_CARRIER,ORD1435953
TXN_00006084,PROD_1701953,PLANT18,2023-08-30,RETURN,3255,IN,93.9,615074.24,,
TXN_00006085,PROD_1701053,PLANT11,2024-08-01,SHIPMENT,3749,OUT,51.44,16393.67,V002_CARRIER,ORD1402452
TXN_00006086,PROD_1700833,PLANT06,2024-12-03,RECEIPT,2351,IN,164.43,628197.92,,
TXN_00006087,PROD_1700401,PLANT14,2023-12-15,SHIPMENT,2027,OUT,482.78,364400.37,V002_CARRIER,ORD1415017
TXN_00006088,PROD_1701002,PLANT08,2023-03-25,ADJUSTMENT,1179,OUT,368.44,105615.17,,
TXN_00006089,PROD_1700390,PLANT11,2024-11-19,ADJUSTMENT,1756,OUT,313.3,652866.54,,
TXN_00006090,PROD_1701805,PLANT01,2024-11-09,ADJUSTMENT,63,OUT,451.41,1069.15,,
TXN_00006091,PROD_1701237,PLANT07,2023-08-17,RECEIPT,3276,IN,387.49,84541.96,,
TXN_00006092,PROD_1701594,PLANT12,2024-04-19,RECEIPT,4735,IN,2.29,599491.36,,
TXN_00006093,PROD_1700187,PLANT05,2023-03-23,ADJUSTMENT,2479,OUT,141.41,433575.77,,
TXN_00006094,PROD_1700352,PLANT19,2023-12-23,RECEIPT,919,IN,62.72,91589.42,,
TXN_00006095,PROD_1700110,PLANT07,2024-08-11,ADJUSTMENT,4810,OUT,289.57,2174683.76,,
TXN_00006096,PROD_1701805,PLANT01,2023-09-06,TRANSFER,2731,OUT,368.29,780309.03,,
TXN_00006097,PROD_1700700,PLANT19,2024-05-24,RECEIPT,2277,IN,417.56,191658.53,,
TXN_00006098,PROD_1700704,PLANT04,2023-06-08,RETURN,3577,IN,265.05,369810.94,,
TXN_00006099,PROD_1701257,PLANT01,2024-11-25,RECEIPT,4697,IN,254.23,1800907.45,,
TXN_00006100,PROD_1700833,PLANT04,2023-12-23,SHIPMENT,4769,OUT,469.09,2200102.3,V004_CARRIER,ORD1408990
TXN_00006101,PROD_1701925,PLANT09,2023-08-08,RECEIPT,4295,IN,479.88,834918.68,,
TXN_00006102,PROD_1701005,PLANT06,2024-10-03,RECEIPT,4605,IN,405.51,1502369.65,,
TXN_00006103,PROD_1701053,PLANT11,2023-10-21,SHIPMENT,3327,OUT,416.52,751498.36,V001_CARRIER,ORD1439961
TXN_00006104,PROD_1701135,PLANT18,2024-08-02,RETURN,281,IN,92.37,111483.25,,
TXN_00006105,PROD_1701423,PLANT10,2023-01-26,TRANSFER,1793,OUT,197.89,756736.95,,
TXN_00006106,PROD_1701135,PLANT18,2024-07-01,SHIPMENT,2189,OUT,42.65,432060.17,V003_CARRIER,ORD1427240
TXN_00006107,PROD_1700619,PLANT20,2023-03-03,RETURN,3654,IN,249.66,1505860.67,,
TXN_00006108,PROD_1700390,PLANT11,2024-02-22,RETURN,3885,IN,397.78,186042.82,,
TXN_00006109,PROD_1700456,PLANT17,2023-09-03,RETURN,3121,IN,68.75,291678.37,,
TXN_00006110,PROD_1700791,PLANT01,2024-08-27,SHIPMENT,4632,OUT,296.47,13967.4,V011_CARRIER,ORD1416320
TXN_00006111,PROD_1700352,PLANT07,2024-05-30,SHIPMENT,4683,OUT,95.57,2296564.85,V008_CARRIER,ORD1436486
TXN_00006112,PROD_1700903,PLANT03,2023-06-01,ADJUSTMENT,2309,OUT,100.77,426110.7,,
TXN_00006113,PROD_1701135,PLANT18,2023-12-05,SHIPMENT,3708,OUT,107.35,136156.72,V012_CARRIER,ORD1430339
TXN_00006114,PROD_1700401,PLANT01,2024-07-26,SHIPMENT,3539,OUT,175.07,978168.17,V001_CARRIER,ORD1424997
TXN_00006115,PROD_1700390,PLANT11,2024-08-12,TRANSFER,4128,OUT,413.42,354003.3,,
TXN_00006116,PROD_1700355,PLANT17,2023-08-15,RECEIPT,4294,IN,425.72,159247.95,,
TXN_00006117,PROD_1700187,PLANT03,2023-01-15,SHIPMENT,609,OUT,217.56,49898.51,V003_CARRIER,ORD1401951
TXN_00006118,PROD_1700436,PLANT17,2023-08-16,RETURN,2529,IN,208.72,31875.83,,
TXN_00006119,PROD_1700897,PLANT13,2023-07-21,RETURN,2447,IN,230.31,620277.35,,
TXN_00006120,PROD_1700456,PLANT17,2024-03-13,TRANSFER,740,OUT,249.39,304263.97,,
TXN_00006121,PROD_1701397,PLANT19,2024-06-27,TRANSFER,82,OUT,477.19,40898.25,,
TXN_00006122,PROD_1701473,PLANT14,2024-08-25,ADJUSTMENT,4689,OUT,38.66,473661.09,,
TXN_00006123,PROD_1701594,PLANT12,2024-06-23,TRANSFER,72,OUT,277.97,19210.64,,
TXN_00006124,PROD_1700110,PLANT14,2023-02-02,TRANSFER,3640,OUT,38.98,996063.69,,
TXN_00006125,PROD_1701135,PLANT18,2024-10-30,RETURN,3929,IN,476.87,780176.99,,
TXN_00006126,PROD_1701112,PLANT17,2023-05-04,RECEIPT,1828,IN,74.63,664996.22,,
TXN_00006127,PROD_1701397,PLANT12,2023-03-12,RETURN,2955,IN,145.5,210941.99,,
TXN_00006128,PROD_1701304,PLANT01,2023-03-04,SHIPMENT,2362,OUT,241.22,4490.9,V013_CARRIER,ORD1421255
TXN_00006129,PROD_1700132,PLANT04,2024-12-05,TRANSFER,3289,OUT,479.94,218596.95,,
TXN_00006130,PROD_1701925,PLANT11,2023-01-29,TRANSFER,4124,OUT,415.99,1836319.69,,
TXN_00006131,PROD_1701953,PLANT18,2024-11-13,RECEIPT,79,IN,74.47,5346.93,,
TXN_00006132,PROD_1700131,PLANT20,2023-08-16,TRANSFER,4911,OUT,471.98,1859352.11,,
TXN_00006133,PROD_1700187,PLANT02,2023-06-21,RETURN,3530,IN,32.38,35963.43,,
TXN_00006134,PROD_1701112,PLANT17,2024-12-22,ADJUSTMENT,4552,OUT,387.31,1742452.18,,
TXN_00006135,PROD_1700763,PLANT12,2024-06-29,TRANSFER,2374,OUT,101.49,1045515.7,,
TXN_00006136,PROD_1701805,PLANT01,2024-05-29,RECEIPT,1180,IN,201.85,244737.05,,
TXN_00006137,PROD_1701112,PLANT06,2023-08-26,RETURN,1294,IN,370.63,132147.13,,
TXN_00006138,PROD_1700355,PLANT17,2023-07-05,SHIPMENT,4235,OUT,159.9,1601556.8,V013_CARRIER,ORD1441814
TXN_00006139,PROD_1701815,PLANT11,2024-01-16,RETURN,2621,IN,116.53,28759.11,,
TXN_00006140,PROD_1700401,PLANT08,2023-06-10,TRANSFER,2209,OUT,418.47,380598.76,,
TXN_00006141,PROD_1700132,PLANT01,2023-01-05,RECEIPT,3472,IN,245.43,1176135.82,,
TXN_00006142,PROD_1700456,PLANT17,2023-06-29,RECEIPT,3528,IN,28.9,817203.02,,
TXN_00006143,PROD_1700791,PLANT01,2023-10-18,RETURN,4313,IN,476.83,630211.3,,
TXN_00006144,PROD_1701112,PLANT06,2023-01-03,ADJUSTMENT,1816,OUT,24.53,495139.11,,
TXN_00006145,PROD_1700131,PLANT04,2024-06-25,ADJUSTMENT,4741,OUT,27.44,1429052.12,,
TXN_00006146,PROD_1700131,PLANT04,2024-02-21,TRANSFER,3212,OUT,47.56,1388753.29,,
TXN_00006147,PROD_1700791,PLANT04,2024-11-17,TRANSFER,3672,OUT,495.8,74800.85,,
TXN_00006148,PROD_1700132,PLANT19,2024-06-22,TRANSFER,1677,OUT,74.56,733700.12,,
TXN_00006149,PROD_1700562,PLANT07,2024-03-29,RECEIPT,1910,IN,344.39,864781.81,,
TXN_00006150,PROD_1700390,PLANT11,2023-09-29,RECEIPT,4053,IN,34.94,74869.28,,
TXN_00006151,PROD_1701053,PLANT11,2023-06-18,TRANSFER,3794,OUT,6.32,1889647.34,,
TXN_00006152,PROD_1700478,PLANT07,2024-07-02,ADJUSTMENT,2821,OUT,394.47,354067.66,,
TXN_00006153,PROD_1701452,PLANT11,2024-06-10,SHIPMENT,1669,OUT,242.39,161325.96,V001_CARRIER,ORD1402848
TXN_00006154,PROD_1700436,PLANT17,2024-08-12,SHIPMENT,822,OUT,425.11,115217.2,V002_CARRIER,ORD1418180
TXN_00006155,PROD_1701423,PLANT10,2024-12-16,TRANSFER,827,OUT,487.71,86068.58,,
TXN_00006156,PROD_1701594,PLANT12,2023-05-16,SHIPMENT,103,OUT,415.11,28589.26,V013_CARRIER,ORD1439498
TXN_00006157,PROD_1700704,PLANT04,2024-04-02,TRANSFER,490,OUT,216.47,128884.22,,
TXN_00006158,PROD_1701896,PLANT06,2024-04-23,RECEIPT,3418,IN,441.98,956606.09,,
TXN_00006159,PROD_1701805,PLANT01,2023-12-19,RETURN,1594,IN,1.78,773659.65,,
TXN_00006160,PROD_1701397,PLANT15,2024-04-30,RECEIPT,991,IN,436.03,285588.86,,
TXN_00006161,PROD_1700436,PLANT16,2023-04-03,SHIPMENT,517,OUT,273.22,38291.42,V005_CARRIER,ORD1434815
TXN_00006162,PROD_1701452,PLANT11,2024-05-09,ADJUSTMENT,1573,OUT,52.52,435206.4,,
TXN_00006163,PROD_1700436,PLANT17,2024-09-09,RETURN,3263,IN,148.13,971510.72,,
TXN_00006164,PROD_1700456,PLANT10,2024-01-28,TRANSFER,954,OUT,96.41,356641.23,,
TXN_00006165,PROD_1700619,PLANT08,2023-10-12,SHIPMENT,1851,OUT,451.9,241952.29,V005_CARRIER,ORD1415637
TXN_00006166,PROD_1700826,PLANT03,2024-06-30,TRANSFER,1347,OUT,402.0,35788.97,,
TXN_00006167,PROD_1701422,PLANT20,2023-05-06,RETURN,2166,IN,365.05,73840.51,,
TXN_00006168,PROD_1700215,PLANT18,2023-06-20,RETURN,1037,IN,440.55,432146.91,,
TXN_00006169,PROD_1700700,PLANT19,2023-06-22,SHIPMENT,31,OUT,207.6,8961.05,V004_CARRIER,ORD1404659
TXN_00006170,PROD_1700436,PLANT16,2023-08-11,TRANSFER,1750,OUT,307.49,472470.47,,
TXN_00006171,PROD_1701422,PLANT17,2023-08-30,RETURN,3598,IN,136.35,555227.08,,
TXN_00006172,PROD_1700217,PLANT15,2023-08-21,TRANSFER,4563,OUT,110.33,599737.21,,
TXN_00006173,PROD_1700132,PLANT01,2024-10-29,RECEIPT,4921,IN,30.34,1531250.25,,
TXN_00006174,PROD_1701257,PLANT12,2023-04-25,SHIPMENT,605,OUT,198.89,220053.48,V005_CARRIER,ORD1449984
TXN_00006175,PROD_1701397,PLANT15,2024-08-26,ADJUSTMENT,1790,OUT,458.44,467620.88,,
TXN_00006176,PROD_1701422,PLANT19,2024-01-29,ADJUSTMENT,2294,OUT,459.51,350079.1,,
TXN_00006177,PROD_1701397,PLANT15,2023-06-06,ADJUSTMENT,2885,OUT,368.32,814438.4,,
TXN_00006178,PROD_1701397,PLANT12,2024-10-27,ADJUSTMENT,1726,OUT,384.09,96197.22,,
TXN_00006179,PROD_1701731,PLANT01,2023-03-31,ADJUSTMENT,145,OUT,385.05,44629.02,,
TXN_00006180,PROD_1701422,PLANT03,2024-01-09,SHIPMENT,4256,OUT,459.22,1796868.9,V007_CARRIER,ORD1421382
TXN_00006181,PROD_1701005,PLANT02,2024-04-10,SHIPMENT,4547,OUT,133.77,800517.64,V012_CARRIER,ORD1444385
TXN_00006182,PROD_1701237,PLANT07,2023-09-13,ADJUSTMENT,3746,OUT,32.93,84330.68,,
TXN_00006183,PROD_1700436,PLANT17,2023-05-13,RETURN,4654,IN,114.09,1154154.91,,
TXN_00006184,PROD_1700401,PLANT08,2023-05-24,RETURN,941,IN,299.11,66877.09,,
TXN_00006185,PROD_1700355,PLANT17,2023-07-17,RETURN,4027,IN,152.86,836028.18,,
TXN_00006186,PROD_1700401,PLANT14,2023-04-03,TRANSFER,1818,OUT,255.65,241172.24,,
TXN_00006187,PROD_1701423,PLANT10,2023-05-03,ADJUSTMENT,4621,OUT,303.83,2115908.86,,
TXN_00006188,PROD_1700833,PLANT04,2024-05-29,RECEIPT,645,IN,175.22,189785.98,,
TXN_00006189,PROD_1700456,PLANT10,2023-01-01,SHIPMENT,1442,OUT,223.83,582862.42,V001_CARRIER,ORD1415745
TXN_00006190,PROD_1700390,PLANT11,2023-10-15,SHIPMENT,642,OUT,354.26,66810.56,V011_CARRIER,ORD1400483
TXN_00006191,PROD_1700131,PLANT20,2023-02-28,SHIPMENT,1880,OUT,311.4,931858.62,V010_CARRIER,ORD1411160
TXN_00006192,PROD_1701594,PLANT12,2023-06-04,RETURN,1145,IN,301.26,462443.95,,
TXN_00006193,PROD_1700917,PLANT10,2024-07-30,TRANSFER,3183,OUT,267.94,970972.9,,
TXN_00006194,PROD_1700436,PLANT17,2024-03-04,ADJUSTMENT,1810,OUT,177.65,656469.11,,
TXN_00006195,PROD_1700217,PLANT11,2023-04-25,RECEIPT,2497,IN,311.94,1223422.27,,
TXN_00006196,PROD_1700456,PLANT17,2024-04-28,TRANSFER,1267,OUT,316.83,574348.24,,
TXN_00006197,PROD_1700491,PLANT18,2023-02-17,RETURN,2002,IN,5.61,763840.69,,
TXN_00006198,PROD_1701397,PLANT04,2023-09-18,RECEIPT,222,IN,153.34,61416.27,,
TXN_00006199,PROD_1700491,PLANT18,2024-01-10,SHIPMENT,2255,OUT,149.94,763025.28,V006_CARRIER,ORD1444409
TXN_00006200,PROD_1700217,PLANT15,2024-10-07,RETURN,4116,IN,476.95,549947.49,,
TXN_00006201,PROD_1700897,PLANT13,2024-05-11,RECEIPT,274,IN,168.13,123967.02,,
TXN_00006202,PROD_1701257,PLANT17,2024-07-16,TRANSFER,4197,OUT,464.34,18294.38,,
TXN_00006203,PROD_1700897,PLANT13,2024-07-15,ADJUSTMENT,1978,OUT,36.12,158155.83,,
TXN_00006204,PROD_1701002,PLANT08,2023-07-28,RETURN,3549,IN,19.1,925934.9,,
TXN_00006205,PROD_1700897,PLANT13,2023-05-23,RECEIPT,2093,IN,11.19,151629.98,,
TXN_00006206,PROD_1701452,PLANT11,2024-09-20,TRANSFER,2854,OUT,116.15,786833.71,,
TXN_00006207,PROD_1700217,PLANT15,2023-10-17,SHIPMENT,1033,OUT,253.63,106667.8,V007_CARRIER,ORD1447143
TXN_00006208,PROD_1701257,PLANT12,2024-11-02,RECEIPT,4539,IN,149.29,1678072.12,,
TXN_00006209,PROD_1701815,PLANT11,2023-01-16,RECEIPT,4585,IN,277.47,1652432.26,,
TXN_00006210,PROD_1701002,PLANT08,2023-03-05,RECEIPT,4175,IN,198.96,1665513.2,,
TXN_00006211,PROD_1701452,PLANT11,2024-11-22,RETURN,2758,IN,231.43,1119144.82,,
TXN_00006212,PROD_1700214,PLANT01,2024-01-01,TRANSFER,1833,OUT,184.53,50893.5,,
TXN_00006213,PROD_1701005,PLANT03,2023-12-21,RECEIPT,3664,IN,359.9,153527.97,,
TXN_00006214,PROD_1701731,PLANT01,2023-07-12,SHIPMENT,3059,OUT,474.45,879007.95,V013_CARRIER,ORD1436873
TXN_00006215,PROD_1700137,PLANT12,2024-03-11,SHIPMENT,1825,OUT,386.09,875256.47,V003_CARRIER,ORD1421270
TXN_00006216,PROD_1700791,PLANT04,2023-03-04,ADJUSTMENT,550,OUT,278.55,158699.56,,
TXN_00006217,PROD_1701731,PLANT01,2024-09-26,SHIPMENT,3737,OUT,180.53,625050.11,V004_CARRIER,ORD1415070
TXN_00006218,PROD_1700562,PLANT07,2023-10-18,TRANSFER,743,OUT,308.24,88133.46,,
TXN_00006219,PROD_1700401,PLANT08,2023-09-13,TRANSFER,1621,OUT,381.44,170939.94,,
TXN_00006220,PROD_1700791,PLANT01,2024-06-18,RETURN,3292,IN,344.85,438743.86,,
TXN_00006221,PROD_1700131,PLANT06,2023-03-03,RECEIPT,2028,IN,28.76,35292.22,,
TXN_00006222,PROD_1701953,PLANT18,2024-11-12,TRANSFER,3297,OUT,343.86,700832.86,,
TXN_00006223,PROD_1700562,PLANT07,2024-08-23,RECEIPT,159,IN,128.13,65631.25,,
TXN_00006224,PROD_1700826,PLANT13,2024-05-21,RETURN,35,IN,463.87,12601.02,,
TXN_00006225,PROD_1700833,PLANT06,2024-10-17,RECEIPT,3188,IN,275.77,75701.97,,
TXN_00006226,PROD_1700436,PLANT16,2023-09-15,SHIPMENT,3650,OUT,494.69,1175835.01,V001_CARRIER,ORD1447413
TXN_00006227,PROD_1700619,PLANT20,2024-06-23,RETURN,4110,IN,83.15,1316813.8,,
TXN_00006228,PROD_1700700,PLANT15,2024-12-23,TRANSFER,2974,OUT,302.98,1009929.93,,
TXN_00006229,PROD_1701304,PLANT14,2023-08-18,RECEIPT,713,IN,146.5,323769.02,,
TXN_00006230,PROD_1700700,PLANT15,2023-03-24,ADJUSTMENT,949,OUT,138.3,122747.59,,
